species,family,leaf_length_cm,flower_color,habitat,region
Food majority,Fabaceae,33.07,Yellow,Urban,Subtropical
Audience white,Brassicaceae,43.0,Orange,Freshwater,Polar
Culture bed,Asteraceae,8.2,Green,Tundra,Arid
No too,Asteraceae,33.14,Green,Tundra,Temperate
Mean special,Rosaceae,16.97,Orange,Wetland,Mediterranean
Sister go,Fabaceae,20.59,Green,Grassland,Polar
Change into,Orchidaceae,25.53,White,Grassland,Temperate
Customer ask,Rosaceae,16.99,Yellow,Tundra,Temperate
Than tend,Asteraceae,9.69,Green,Forest,Mediterranean
Per science,Brassicaceae,28.37,Yellow,Forest,Tropical
Sing keep,Brassicaceae,49.51,Blue,Grassland,Subtropical
Which network,Rosaceae,23.18,Orange,Desert,Arid
Young stuff,Asteraceae,4.87,Red,Desert,Temperate
Safe agency,Asteraceae,30.35,Pink,Tundra,Subtropical
Whose still,Rosaceae,34.31,Orange,Marine,Arid
Process whose,Rosaceae,42.15,Orange,Wetland,Polar
Security help,Orchidaceae,29.31,Purple,Grassland,Arid
Respond west,Orchidaceae,35.83,Green,Urban,Subtropical
Official word,Solanaceae,8.97,Red,Desert,Polar
Science option,Fabaceae,35.51,Yellow,Wetland,Arid
Reach him,Rosaceae,8.87,Purple,Wetland,Temperate
Trade practice,Orchidaceae,40.63,Red,Freshwater,Temperate
Rate look,Brassicaceae,45.88,Yellow,Desert,Tropical
Company him,Orchidaceae,19.96,Purple,Tundra,Arid
General dog,Solanaceae,10.3,Orange,Desert,Mediterranean
Daughter exist,Brassicaceae,12.81,White,Urban,Temperate
Stage research,Rosaceae,16.13,Blue,Wetland,Tropical
Run once,Poaceae,30.68,White,Urban,Subtropical
Star conference,Orchidaceae,39.14,Purple,Tundra,Temperate
Offer add,Asteraceae,33.92,Purple,Urban,Arid
Thought until,Fabaceae,17.48,Green,Urban,Polar
Pick peace,Solanaceae,40.83,Yellow,Marine,Arid
Manager suggest,Solanaceae,25.48,White,Forest,Tropical
Step notice,Brassicaceae,7.08,Pink,Tundra,Temperate
Hour piece,Fabaceae,44.95,Yellow,Urban,Subtropical
Offer your,Orchidaceae,16.52,Pink,Freshwater,Arid
Walk production,Solanaceae,25.25,Purple,Urban,Arid
Begin left,Fabaceae,40.82,Orange,Desert,Mediterranean
Economy role,Fabaceae,2.33,Yellow,Grassland,Polar
South fall,Rosaceae,40.51,Red,Wetland,Subtropical
Guess product,Rosaceae,6.32,White,Forest,Polar
Establish and,Solanaceae,32.69,Red,Urban,Polar
