species,latitude,longitude,population,date,habitat
Dinner situation,-8.39918,-171.645532,27494,2017-01-24,Tundra
Mission become,-23.673234,116.662334,8147,2016-12-03,Forest
Own staff,-66.127777,109.933399,49568,2017-12-20,Freshwater
Word herself,-10.420935,52.452955,53089,2018-04-20,Wetland
Wrong property,27.813013,-3.316274,56840,2019-07-20,Wetland
Senior consider,-73.429043,6.047021,75626,2022-03-08,Grassland
Officer loss,74.817604,2.223468,64996,2018-08-16,Wetland
Wind while,-77.056534,-61.302089,2962,2024-02-07,Marine
Contain child,7.076732,85.940603,54019,2019-10-05,Marine
Authority I,62.765966,133.372964,38310,2021-08-05,Tundra
Difference arrive,-2.715596,-68.275034,60209,2021-06-22,Forest
Theory thousand,22.59527,-60.832046,71501,2018-07-05,Urban
Court before,-77.863032,116.706312,82639,2018-06-24,Freshwater
Agency determine,14.513658,-56.583424,36627,2023-07-25,Urban
Economic approach,39.463064,-172.506913,41766,2021-01-11,Urban
Bill forward,19.863487,147.488005,89243,2023-09-26,Urban
Establish skill,52.511336,-147.013704,81103,2021-06-14,Marine
Free yes,46.435048,-83.559328,95439,2021-09-18,Marine
Treat fly,59.020805,121.469527,48157,2020-01-11,Wetland
Born social,69.722184,119.330806,36269,2018-07-17,Urban
Address fact,44.726605,-112.800371,5262,2016-08-13,Desert
Rule run,7.938822,-169.365411,75808,2017-01-24,Urban
Stock serve,-83.050743,22.340629,28512,2019-03-02,Forest
Management young,-42.587987,-158.225382,42400,2024-11-30,Forest
Fill oil,-29.636882,119.042034,9667,2018-04-08,Marine
Camera speak,47.060521,154.099673,18792,2025-04-17,Grassland
Hit mouth,-40.298163,141.478957,51726,2018-03-01,Forest
Similar system,85.283704,154.047246,77647,2017-08-23,Urban
West growth,-87.971057,29.381546,59735,2022-05-28,Tundra
Five few,21.782729,-115.848165,85725,2020-10-10,Freshwater
Final decide,5.419689,-29.269525,68671,2026-05-03,Forest
Instead may,2.60547,175.471493,32430,2023-06-09,Freshwater
World believe,-58.377356,131.750917,16283,2023-01-14,Grassland
How north,64.850119,168.36108,73836,2022-01-22,Tundra
Young strong,50.09427,78.461176,68651,2021-06-19,Urban
Claim begin,40.670203,-60.061421,63936,2020-10-15,Wetland
Reality until,-26.051129,148.87226,75586,2021-04-13,Tundra
Room employee,-81.062637,-121.850058,72259,2021-12-24,Wetland
Cause do,-52.799738,-135.496676,66433,2025-07-26,Wetland
Idea occur,-31.541266,-144.094685,5420,2019-01-12,Freshwater
Near involve,-76.317668,-167.391473,14029,2017-02-17,Wetland
Listen authority,50.131921,146.320519,8138,2023-12-25,Forest
Trouble far,43.844426,131.914429,92875,2023-05-15,Tundra
