species,latitude,longitude,population,date,habitat
Our become,-76.259012,172.900326,16947,2016-08-29,Grassland
Likely country,-87.23262,-36.753203,25795,2022-12-24,Desert
Indicate safe,-61.39822,175.626627,16324,2025-08-18,Freshwater
Him security,29.866847,107.505476,69856,2023-09-05,Freshwater
Enjoy during,-24.67417,79.765298,1289,2020-05-13,Tundra
Pattern inside,-65.038236,-140.243977,61737,2025-01-09,Forest
Capital catch,-77.450899,141.541821,45424,2023-06-29,Grassland
Nor turn,75.102687,27.567535,15209,2023-05-18,Freshwater
Cultural friend,49.829222,66.600156,3876,2023-02-27,Freshwater
New chair,86.608993,134.304758,85723,2017-10-07,Urban
Understand election,11.641866,73.28144,77424,2023-03-12,Desert
Message cause,-10.033587,117.533366,51337,2023-06-08,Urban
Individual water,-72.49254,-74.668884,82789,2017-08-28,Marine
Room listen,73.406551,-9.956329,98077,2024-12-09,Forest
History set,49.806038,-62.429799,761,2024-12-04,Tundra
Challenge specific,25.734043,-111.077033,69397,2018-11-07,Urban
Hot employee,-83.123803,-171.605194,13944,2019-09-06,Freshwater
Summer believe,79.005856,-3.042291,36561,2026-02-27,Urban
Around size,46.959817,-88.591173,43833,2022-02-13,Marine
Million fine,21.550579,56.665726,12808,2022-02-23,Marine
Think worker,-54.732991,-80.489192,38624,2017-07-22,Marine
Great sometimes,14.70485,-161.027139,38629,2022-10-27,Tundra
No blue,6.263756,-90.956626,54796,2023-09-09,Tundra
Either game,36.281822,143.586372,58783,2025-01-27,Tundra
Population nothing,-68.598105,-169.99008,1675,2023-05-18,Wetland
Interview chair,-51.471896,157.260179,97985,2020-08-12,Grassland
Production evidence,-31.05248,-63.568346,21293,2016-09-09,Forest
Remain maybe,-19.601884,44.604817,66642,2025-08-28,Forest
Bar doctor,-4.20591,135.149362,28239,2025-08-07,Desert
Not parent,55.2265,-57.015817,98667,2017-05-29,Marine
Threat impact,68.650887,105.784642,57006,2022-12-13,Desert
Compare peace,51.762617,33.544564,80540,2017-02-19,Forest
Available exist,-55.930338,-18.192826,62446,2022-07-05,Wetland
Need senior,59.20263,151.447337,1152,2018-05-07,Grassland
Note paper,64.275381,-7.694012,75649,2019-11-17,Forest
Ok miss,35.288058,-131.418936,54477,2016-12-02,Desert
Interesting this,-43.735965,-54.39542,29533,2021-07-10,Urban
Eat dark,-1.441288,-99.743385,20819,2024-04-22,Forest
Glass sport,86.817798,-127.450943,40375,2017-12-21,Urban
Music over,-78.985569,42.037602,28729,2023-12-17,Freshwater
White hospital,52.899865,-88.145122,21532,2020-03-02,Tundra
Woman anything,-4.417528,142.757746,84011,2017-06-11,Marine
Stop agent,27.326853,-163.152345,81905,2025-05-23,Marine
Establish money,-74.253095,-63.340676,32805,2017-04-30,Marine
Available number,61.246902,103.048162,33389,2022-12-25,Urban
Necessary apply,-66.311532,-113.153399,91573,2016-11-23,Tundra
Name up,19.228131,-174.79913,81335,2022-04-30,Tundra
Camera offer,22.837167,-169.397022,85013,2026-04-24,Marine
Daughter structure,15.995075,-49.687868,99588,2017-11-03,Forest
Before step,17.799146,151.94318,52075,2025-09-02,Freshwater
Young various,-21.195153,102.269477,75396,2022-07-16,Marine
Add threat,17.576889,38.332702,87253,2017-04-21,Tundra
Black something,-64.522795,44.994098,19471,2018-03-08,Forest
Condition close,80.986668,109.86808,88082,2025-05-24,Marine
Garden happen,-32.594445,-64.184597,96653,2018-02-27,Urban
Better beyond,-27.813937,122.331105,11545,2022-12-28,Urban
Focus fill,0.486204,-154.524964,59235,2019-04-06,Desert
Treatment his,49.579074,94.580534,28938,2024-06-04,Wetland
Newspaper economic,-75.884169,4.914596,29669,2026-03-03,Wetland
Measure source,4.36955,-139.830447,85500,2023-10-17,Marine
Structure evidence,20.687512,81.23083,7718,2025-05-14,Forest
Sell billion,37.241764,-111.626398,26509,2016-07-20,Grassland
Short store,-31.271776,-53.602719,92422,2025-11-06,Forest
Go road,-37.069153,1.272093,5507,2016-12-18,Tundra
Watch set,22.831575,88.011221,82309,2018-07-14,Marine
Whether heavy,57.227366,-1.582603,36968,2022-05-27,Tundra
Generation pressure,81.68058,-35.868617,81426,2020-04-15,Marine
Room message,14.117935,-83.995365,82986,2019-06-29,Wetland
Statement large,28.926142,102.46131,45089,2017-04-24,Marine
Eat which,-67.71637,-174.403945,99554,2016-09-25,Forest
Small hospital,-5.884267,-35.683312,63103,2021-03-24,Desert
Rock require,-47.517395,-46.41307,69017,2021-05-10,Wetland
Close mention,-44.586517,10.065946,79701,2024-05-27,Freshwater
Arrive away,-69.174807,-13.668111,34803,2021-04-26,Tundra
Several spring,68.74,44.755614,29193,2018-01-22,Grassland
Economic father,-21.779139,-146.894398,13207,2019-02-18,Freshwater
Industry represent,-73.257703,60.13239,71151,2018-06-12,Desert
Right vote,-67.591948,-53.877723,87473,2017-07-18,Marine
Admit not,-70.515279,148.290206,51838,2021-07-28,Marine
Medical stay,-65.666853,12.179404,34134,2020-07-06,Grassland
Debate standard,-15.129541,167.362622,78553,2023-06-20,Urban
Where mention,73.784067,30.174001,94200,2016-10-19,Freshwater
Hotel station,-57.12783,69.504152,20966,2020-03-31,Freshwater
Each money,-61.527117,115.598578,63078,2025-09-21,Wetland
At help,88.241658,-107.512345,69522,2018-06-08,Grassland
Century know,-30.085149,113.402313,76800,2025-05-09,Desert
Modern none,-86.024164,155.62031,66455,2021-01-22,Forest
Easy worry,-75.701601,8.460953,39278,2017-08-29,Urban
Career girl,-1.329729,-81.380709,71826,2019-02-14,Marine
Financial onto,-38.08069,43.251364,34593,2020-01-08,Grassland
Deal hotel,-55.569272,54.338336,26851,2023-07-20,Tundra
Value exist,-64.084148,-25.115949,82563,2023-05-26,Grassland
Lay key,-5.385973,-152.35532,3055,2024-03-16,Grassland
Talk today,63.961705,-104.570354,84055,2022-06-12,Freshwater
Than them,62.162536,-83.217745,31249,2017-08-08,Urban
Feeling executive,-76.701051,-9.552398,80840,2019-08-10,Urban
Summer stuff,-52.927204,-30.864482,52210,2025-07-25,Marine
Politics court,79.280019,95.19022,16879,2026-06-14,Urban
Yourself different,-10.242217,55.550526,30066,2024-08-17,Desert
