species,latitude,longitude,population,date,habitat
Pattern trip,9.741451,-32.668877,89015,2023-06-01,Grassland
Moment high,-5.229536,-23.225934,95712,2019-08-24,Tundra
Many want,-38.373119,-60.622965,31887,2024-11-09,Tundra
Senior almost,-61.439188,57.277509,68452,2026-03-05,Desert
Usually sound,-14.196632,68.112206,55563,2017-05-27,Forest
Single benefit,82.241827,-3.38274,39410,2020-10-23,Desert
Stage into,21.171651,177.305914,98337,2019-10-12,Grassland
Half perform,-61.693342,-74.5263,95352,2021-01-09,Freshwater
Power send,-85.141378,-0.458932,25650,2019-05-31,Wetland
Put fish,-77.225537,61.413541,60420,2018-11-28,Grassland
Clear smile,-60.648468,140.660355,57700,2024-11-22,Urban
Either site,54.734727,-130.554706,84928,2024-03-11,Marine
Million field,28.960456,76.305619,28327,2025-08-15,Forest
First should,81.733535,-152.291969,56268,2017-03-05,Forest
Activity fact,14.151145,140.125907,72697,2017-10-13,Desert
Individual rich,4.558296,-53.117748,88048,2016-10-27,Freshwater
Specific west,29.415209,-66.986203,13253,2024-11-05,Marine
Drop growth,4.361532,127.161005,49344,2024-10-27,Forest
Agency campaign,43.476923,-69.419219,98655,2024-07-02,Marine
Bag keep,-82.026794,-129.22176,27094,2026-06-07,Forest
Answer final,-52.739883,-168.880891,37519,2026-07-05,Forest
Heavy thus,-45.385835,-44.878096,30612,2021-05-20,Marine
Power project,28.627268,129.726107,24596,2022-09-08,Urban
Network soldier,-51.473335,86.4338,54233,2020-09-09,Wetland
Whole reflect,-75.752216,159.966209,98670,2023-04-11,Freshwater
Production clearly,-9.491259,47.825186,75502,2021-02-14,Urban
Indicate best,27.065942,-143.957131,1093,2022-02-22,Forest
Risk foreign,-48.599593,164.899891,56338,2023-05-02,Freshwater
Table approach,78.871158,-135.023819,25257,2019-07-10,Desert
Financial different,59.34248,-141.076863,51697,2021-05-18,Desert
Thousand force,-67.984025,-109.327488,52651,2021-06-29,Freshwater
Important present,-24.593242,17.364402,32682,2024-12-20,Tundra
Should large,15.07834,-84.02832,14482,2023-06-13,Desert
Dream window,-84.08929,11.818196,67286,2019-07-23,Tundra
Rate kid,-79.72342,54.799391,67405,2025-04-03,Urban
Trip south,-2.784469,-165.181545,48272,2017-03-13,Tundra
Voice provide,-67.847861,-101.481639,20003,2023-05-03,Grassland
Face court,40.58585,-91.266505,20826,2019-09-22,Urban
This wind,-24.516626,-109.530354,67371,2023-10-04,Grassland
Rather plant,15.762077,-31.649363,3920,2021-01-05,Freshwater
Over girl,50.104951,-149.105406,41681,2018-11-18,Forest
Away peace,-58.203771,-66.645262,70502,2025-09-09,Desert
Watch remain,-4.642716,17.024809,52263,2018-05-05,Freshwater
Ready this,-55.879434,-156.038467,98524,2019-01-05,Forest
Much front,-70.915979,-132.947601,37072,2017-02-04,Urban
Mean discussion,-72.568864,56.445749,90891,2023-08-19,Tundra
Event executive,-33.274808,104.371096,80695,2018-06-17,Desert
His year,0.118957,-100.330877,70448,2023-05-20,Grassland
Around sell,-81.96105,35.996363,14335,2022-01-26,Grassland
Anyone them,-15.400079,-10.456509,48750,2021-08-15,Wetland
Plan hear,51.650261,-62.142676,86805,2019-12-20,Wetland
Stock or,-81.609061,-76.589454,80659,2022-04-06,Grassland
Floor happy,-72.719522,-151.920147,83542,2025-10-18,Freshwater
Read during,-83.573222,-79.673199,75950,2023-05-13,Urban
Director rock,34.310599,104.448917,47793,2016-09-21,Wetland
Piece her,39.912779,166.847669,44695,2020-12-16,Marine
Pass analysis,51.263156,69.408214,26449,2024-03-13,Freshwater
Firm Democrat,1.362466,-35.003014,84481,2024-08-10,Grassland
Or suffer,-75.695107,35.118348,8335,2017-08-04,Urban
Either visit,45.520302,120.89832,47062,2020-06-02,Tundra
Wish PM,-68.924006,144.701648,50942,2022-05-10,Grassland
Many billion,-59.460533,23.695112,76391,2024-02-17,Desert
