species,latitude,longitude,population,date,habitat
Mother really,-58.826381,-149.575281,4794,2017-10-14,Wetland
Successful smile,-71.216491,121.067339,95514,2022-03-03,Urban
Read throughout,-62.663274,121.10481,60755,2018-06-17,Urban
Prove to,35.607753,-150.728192,55740,2018-04-21,Marine
Phone most,69.345007,-120.45828,76032,2024-10-01,Wetland
Open glass,-7.21837,-119.692903,67573,2020-12-21,Urban
Hour body,57.186614,-9.140073,43562,2019-05-04,Forest
Party theory,11.733868,-122.420827,61031,2017-05-23,Freshwater
Radio fear,-58.821905,66.460334,99525,2016-08-14,Tundra
Particular defense,-76.895827,-79.622745,56329,2025-01-01,Wetland
Turn top,57.015329,20.918082,72834,2022-12-03,Urban
Several into,1.048288,92.063686,22157,2021-01-23,Wetland
Matter officer,3.094969,66.436735,15563,2026-02-16,Wetland
Exactly thought,-43.107608,-174.434784,90035,2025-02-15,Wetland
Value manage,-28.828187,38.886759,36272,2020-10-17,Urban
Team kid,-10.450398,-103.131829,53627,2023-06-06,Tundra
Wind daughter,48.659775,58.424396,78452,2025-08-10,Forest
Sea small,-81.364095,-40.95784,96405,2018-02-25,Desert
Consumer success,-87.988977,161.424043,33542,2020-04-20,Forest
Line eight,89.67222,-6.538228,33534,2016-10-14,Marine
Reflect fish,77.107181,-111.816248,14991,2024-04-21,Tundra
Exist dinner,28.510324,19.63718,90773,2023-10-20,Tundra
Marriage medical,4.749551,117.870484,38812,2022-04-22,Marine
Mouth avoid,17.534086,-63.849266,69543,2026-06-30,Desert
Find final,19.096576,82.312239,45211,2019-10-11,Urban
Prepare federal,89.392186,114.37113,96646,2024-04-23,Wetland
Method blue,-18.941354,120.35288,99659,2024-07-04,Desert
Child decide,-59.738987,-26.497015,49090,2017-01-24,Desert
Interview build,51.130019,-3.877674,70958,2019-08-03,Forest
Community she,-82.385293,152.499156,94652,2020-02-14,Desert
Air rest,-41.134032,173.345454,16141,2023-04-13,Freshwater
Rock laugh,-83.916551,146.395875,97953,2023-05-09,Desert
Prepare police,74.161283,-156.10471,54358,2020-06-03,Forest
Mind white,53.7434,170.760649,442,2021-11-20,Freshwater
Clearly address,30.097244,28.955678,18298,2024-04-07,Wetland
Information be,-73.126965,19.623891,71549,2019-02-13,Tundra
Book appear,-13.106675,-113.918104,6948,2020-05-02,Tundra
Thus able,-23.309074,-156.828481,7836,2019-10-09,Freshwater
Lay serve,32.459512,-6.625118,25983,2020-05-03,Freshwater
Blue clear,-7.11301,36.49116,32153,2020-07-04,Grassland
Six put,-20.295405,121.583874,88110,2024-09-21,Grassland
Lawyer budget,68.996606,86.363159,8511,2022-01-22,Desert
Manager specific,-1.68629,46.564917,98537,2022-05-26,Freshwater
Nearly certainly,11.814396,136.268563,629,2017-07-15,Freshwater
Government start,-74.906766,-98.836054,25590,2018-12-05,Wetland
Interesting national,-26.067634,2.659439,48594,2021-09-17,Forest
