species,latitude,longitude,population,date,habitat
Meet parent,-29.387259,156.782929,98789,2025-12-01,Desert
Go trade,79.126913,-156.103988,91225,2020-02-03,Tundra
Give guy,75.759785,10.613191,70619,2017-08-05,Freshwater
Movement what,24.067711,-123.74526,84665,2024-09-07,Tundra
Bar even,68.908252,-122.732987,78765,2019-04-25,Forest
Officer per,10.218778,7.465775,12235,2018-02-20,Urban
Energy someone,-81.740509,69.765251,58226,2021-04-09,Desert
Window look,-17.034484,-71.300344,9246,2019-05-23,Urban
Item attack,36.113513,-148.357986,97877,2020-03-16,Grassland
Decade form,-34.084537,-145.706352,33870,2018-04-16,Grassland
Rich city,-5.765793,-80.137938,12089,2018-03-09,Desert
Commercial account,-46.454879,7.0666,44699,2022-09-14,Desert
Part live,-0.919764,102.620022,41316,2016-09-09,Urban
Price relate,-17.858284,-98.251396,9907,2017-12-08,Marine
Simple then,65.56964,-119.523255,25569,2018-05-26,Urban
Often college,28.670011,26.48401,11216,2021-04-18,Grassland
Reduce opportunity,59.894175,-166.413888,16403,2017-08-16,Urban
Land people,43.170311,64.903014,74251,2025-04-23,Desert
Exactly most,-63.511924,125.679883,97684,2022-01-31,Desert
Authority sign,-74.920896,-103.757594,73656,2024-04-25,Tundra
Change face,-47.40828,118.921783,54551,2018-08-04,Tundra
Child close,43.882878,50.663855,25998,2018-07-25,Forest
Reduce buy,-2.54204,-144.713356,92468,2023-06-03,Freshwater
Level glass,-66.930028,103.905143,71148,2021-09-08,Freshwater
Simply organization,-49.33649,-148.967218,45624,2025-10-30,Forest
Wrong remain,0.637504,66.865735,67831,2024-09-17,Wetland
Party effort,20.49029,-71.666281,59451,2017-09-11,Freshwater
Staff four,68.26574,-126.686419,35178,2022-05-11,Marine
Speech enough,-72.237118,41.552832,41218,2025-04-06,Forest
Yard laugh,-16.16098,84.339081,43251,2022-10-08,Desert
Day direction,57.695712,-114.746402,73413,2020-04-16,Forest
Attorney far,-76.082907,-106.559917,83516,2020-12-01,Wetland
Interview thus,-49.592054,97.343632,93636,2019-09-10,Desert
Pretty ever,37.809121,-133.656752,16138,2018-10-31,Urban
Case worker,-14.941158,96.039616,71360,2017-06-27,Freshwater
Deal probably,-36.463863,-18.459406,74246,2019-08-24,Forest
Tree small,-62.346618,172.679593,84188,2018-08-06,Forest
Bring easy,53.208191,-9.754906,73299,2019-07-11,Forest
Major see,-15.123112,-22.984706,91299,2020-06-02,Marine
Rock report,-26.327652,-78.421946,97571,2022-02-13,Forest
Clear positive,53.079209,-75.159569,27826,2017-06-06,Grassland
His note,-7.189807,-157.339126,69870,2021-09-08,Urban
Million road,-10.108722,-171.995963,11565,2020-02-06,Forest
South soldier,-53.965534,60.398244,79291,2025-10-28,Marine
Of allow,-44.24962,-145.293182,35723,2024-11-04,Forest
Find simple,-73.218609,56.677506,63045,2024-07-10,Urban
Successful white,3.933045,119.640228,10367,2023-05-23,Tundra
Run stand,-22.904695,36.867987,87130,2018-04-25,Desert
Rise chair,-48.521066,123.182946,93302,2018-07-13,Forest
Clear close,68.305171,109.657815,32829,2024-03-08,Desert
Alone character,40.068327,-28.742624,17477,2024-06-16,Urban
Minute follow,-3.648553,160.67885,18344,2026-06-25,Marine
One anyone,14.927436,59.904204,6063,2017-12-30,Desert
Hair plant,33.567611,-95.098577,58345,2017-02-14,Tundra
Situation fear,55.716052,-152.514063,28104,2024-01-20,Wetland
Energy choose,15.606715,-36.395972,7687,2024-12-22,Marine
We purpose,-43.154875,138.805308,42464,2016-09-10,Forest
Keep name,-44.359925,118.038477,21836,2024-05-16,Desert
Standard response,17.526978,83.675828,40491,2021-12-26,Marine
Claim expect,-26.31965,-70.293914,11173,2018-07-17,Tundra
Camera food,-32.41603,17.008586,95013,2025-12-11,Urban
Safe I,23.227022,-53.197644,81720,2020-07-18,Forest
Wonder body,22.015679,-7.992284,21945,2025-05-27,Urban
Woman within,68.308321,-86.167299,8844,2019-09-22,Grassland
Either newspaper,-36.662595,-109.374542,28092,2023-11-09,Grassland
Sport read,39.065536,-50.028506,76355,2019-12-18,Freshwater
Firm lose,82.900349,-93.614419,91769,2022-07-16,Wetland
Long check,-38.156666,-137.462956,92766,2022-12-29,Marine
New suffer,1.25383,-66.990508,96971,2022-09-06,Marine
Without budget,85.003127,149.104423,70772,2024-11-09,Urban
Person daughter,43.793883,-73.812569,57915,2022-05-26,Marine
Somebody example,-77.766377,56.644476,2691,2026-04-18,Desert
Place practice,58.263945,106.70863,63765,2025-08-22,Urban
Statement even,40.79308,44.23739,47952,2021-06-04,Urban
Benefit among,-35.076305,21.22857,63891,2018-05-24,Marine
Billion after,51.553189,156.061154,49678,2022-01-08,Desert
Hope small,17.056053,-100.716655,87671,2017-06-25,Forest
Fast human,16.782514,139.097457,65280,2026-03-30,Freshwater
Any attorney,65.730338,21.60487,86700,2023-07-29,Grassland
Spring fish,37.382625,63.504902,42430,2026-03-30,Grassland
Bill place,-12.371322,36.380608,14726,2024-05-31,Grassland
North safe,-69.74862,145.588334,57754,2025-05-06,Tundra
Figure wait,61.930481,-81.493678,86361,2025-03-15,Forest
Turn benefit,-43.176303,-18.603712,38295,2017-07-20,Wetland
Story ask,-59.646843,172.603513,69576,2021-04-30,Wetland
Price political,85.162347,48.478082,33174,2024-01-06,Grassland
Hour radio,-85.089883,33.508914,4929,2018-12-05,Forest
More action,30.579662,-156.278984,36009,2018-12-02,Grassland
City executive,39.935039,162.493852,56233,2023-09-10,Desert
Middle herself,34.43423,143.0909,62708,2022-09-14,Forest
Shake pattern,-10.091581,66.867853,6295,2025-03-11,Urban
History PM,-47.382495,-153.652758,78959,2024-08-08,Urban
Media policy,-83.427074,-153.652325,7116,2024-02-16,Marine
Main strong,45.036975,-7.620367,69365,2021-07-28,Wetland
Could yourself,-54.169426,-144.699916,10908,2024-05-09,Grassland
Charge leader,-86.736373,-36.35355,98860,2017-09-16,Wetland
Focus subject,-13.144675,21.661263,60594,2022-05-01,Wetland
Have stage,-58.667044,130.937086,13381,2018-05-28,Marine
Imagine former,-67.843115,13.860347,99305,2023-10-01,Wetland
Low environmental,-32.493034,17.218275,64778,2026-06-20,Grassland
Cold interesting,22.295404,156.630579,40679,2018-10-11,Freshwater
Particularly sit,84.4624,126.934549,35277,2020-10-26,Wetland
Include prove,34.035962,31.635326,46960,2025-03-18,Freshwater
Participant century,70.383039,35.036531,41313,2024-09-16,Tundra
Summer ready,84.717325,-53.03962,9877,2020-12-26,Freshwater
Child stock,-82.851254,44.156264,69065,2017-09-19,Wetland
Season institution,59.351901,73.021196,13270,2019-03-23,Wetland
Sort letter,29.267997,-37.12481,47010,2026-02-23,Marine
Born body,-12.58997,-70.248856,77750,2019-09-14,Urban
Reason second,38.768305,104.151444,22205,2023-08-03,Wetland
Something support,5.504432,126.547617,55744,2023-07-31,Forest
Mission understand,80.999666,-45.674973,1361,2019-04-22,Tundra
Box whom,-8.930331,153.997132,7508,2018-09-06,Marine
More role,-38.542823,-7.472945,8319,2019-05-08,Urban
Design early,-43.646299,-19.788954,47176,2020-02-26,Urban
Scene long,15.03309,11.379009,7199,2017-07-21,Desert
Question national,-54.731066,-123.868329,34828,2018-10-30,Wetland
Our eat,-50.483121,156.861642,38760,2020-03-31,Forest
Action enough,-40.687356,56.022325,59750,2022-05-01,Forest
Foot whatever,-36.710813,-1.257158,55295,2021-12-29,Tundra
Environmental agreement,-82.079533,111.171842,62005,2023-07-29,Freshwater
Wife policy,-7.631745,14.387477,34726,2023-10-23,Tundra
Within suffer,-25.807309,136.476999,99747,2019-12-09,Grassland
Statement since,11.248305,-56.740254,31980,2025-07-06,Desert
Pretty because,-71.084637,-174.44138,69021,2023-09-21,Forest
Bill brother,-16.137563,-4.204651,90046,2024-07-13,Freshwater
So condition,35.224329,-20.459923,8803,2025-12-16,Wetland
South arm,84.180702,142.338823,50928,2017-07-04,Urban
Culture want,-89.34664,129.306882,20652,2020-07-04,Tundra
Represent water,17.713015,46.495184,6601,2017-12-18,Urban
Election high,-74.772286,-144.347073,41026,2019-04-30,Tundra
Left which,49.255824,-154.422706,10214,2023-07-06,Urban
Understand ground,8.320816,27.215293,10632,2024-05-20,Urban
Sister who,48.877085,33.96812,59653,2025-02-15,Wetland
Message order,62.58349,-116.371291,95083,2022-02-01,Forest
Treatment wall,17.374831,-42.017124,45628,2022-10-25,Urban
Difficult single,-81.474423,54.111375,7427,2026-04-24,Marine
South during,-38.0612,108.587317,94618,2019-09-28,Tundra
Even would,-86.024435,23.382127,67517,2019-04-01,Grassland
Design use,-83.89256,143.283866,81531,2018-08-07,Forest
Benefit true,-36.574982,-21.300452,87744,2019-07-14,Freshwater
Should list,89.771412,5.257792,2517,2024-04-22,Grassland
Eye front,36.652903,118.368408,62402,2022-08-09,Freshwater
Score many,-86.248954,-42.792308,6868,2023-01-05,Grassland
Month see,-35.383799,73.77815,93703,2026-03-30,Tundra
Whatever growth,33.752147,-122.343114,5364,2022-04-30,Grassland
Draw news,47.98699,-89.612447,33419,2019-02-22,Forest
Pattern style,23.483187,-159.009486,79495,2025-10-31,Forest
Too pick,-6.459911,20.496428,22812,2025-02-04,Forest
Follow structure,10.141346,-1.055355,13317,2021-05-24,Grassland
High item,-53.948023,-50.930004,13219,2019-08-16,Forest
Us fall,-13.941199,81.704862,27094,2025-01-12,Desert
Then writer,4.599236,113.108701,20321,2022-09-15,Freshwater
Another certain,27.654599,8.243359,73414,2026-04-24,Forest
Cut himself,88.288904,-130.423456,1708,2020-10-19,Grassland
Case life,15.999417,17.886914,73404,2023-02-04,Desert
Figure challenge,-78.436078,-2.763241,19482,2023-02-08,Marine
Face Mrs,-72.79196,74.689787,85015,2022-06-05,Grassland
Ten determine,67.242816,-43.21621,11005,2017-07-05,Desert
Lose whatever,-1.515577,179.188147,83285,2022-01-09,Urban
Network note,-3.486838,8.592585,56571,2026-06-25,Grassland
Room force,2.128749,-66.940446,85651,2019-01-02,Wetland
Safe artist,-36.52783,130.94952,85362,2018-10-18,Desert
Rather them,-79.754779,-34.77526,29191,2017-09-11,Forest
Study low,56.923176,-170.894684,8534,2021-05-29,Urban
Resource very,-24.778573,-178.153107,80937,2025-03-15,Grassland
Hear throw,41.866759,-57.208388,95540,2023-05-14,Wetland
Hear baby,34.761276,80.274946,24948,2020-08-02,Urban
Treat child,25.874048,-142.438422,11896,2018-11-28,Forest
Yourself according,-34.808135,-20.7013,55081,2022-02-03,Urban
Project condition,-37.082029,63.610942,47889,2020-05-07,Desert
Technology health,-74.27424,-70.524954,10668,2026-05-10,Desert
Result catch,-47.480107,-133.538567,44021,2024-12-14,Wetland
Method service,12.86614,-38.442719,18036,2021-12-10,Freshwater
Current draw,-39.882514,-179.846981,76260,2023-07-28,Grassland
Him under,55.933629,17.424552,13589,2018-10-22,Urban
Information environment,-42.227658,-156.657704,6622,2021-07-06,Wetland
Behavior community,-26.587068,-164.312014,62376,2019-03-31,Urban
Kid morning,-7.273312,-129.748491,31294,2017-01-03,Forest
Carry clear,-43.03824,65.50263,82299,2025-09-13,Tundra
Want others,-76.423055,-145.235356,36364,2022-07-23,Wetland
Everyone common,-6.175652,98.625423,10061,2021-11-25,Wetland
Be area,33.612258,-18.299702,54235,2017-12-09,Freshwater
Indeed bill,-8.692889,-129.863526,46501,2017-02-24,Wetland
Budget something,73.88306,-22.712355,28603,2018-10-21,Wetland
Wall smile,79.310317,-169.782417,10944,2018-11-29,Freshwater
Sit another,-66.427698,43.695545,73688,2025-03-04,Freshwater
Else speech,-68.123171,144.675259,90020,2020-05-16,Tundra
Entire probably,27.131471,21.90598,68839,2017-02-05,Desert
Kitchen edge,-30.215536,107.411638,70206,2025-09-15,Urban
Upon bar,18.140365,165.294841,74586,2026-01-15,Marine
Who way,73.213933,139.98,82862,2023-07-10,Marine
Social total,-50.437627,-128.573961,82537,2025-07-25,Grassland
Attention past,38.339291,108.844789,78471,2019-05-21,Freshwater
Too while,30.927083,-97.557364,44491,2022-01-06,Desert
Generation today,6.859304,-175.881657,76006,2017-08-18,Freshwater
Maintain doctor,-24.515592,-113.645925,27486,2026-01-27,Freshwater
Mind believe,-85.980193,167.510488,76419,2020-07-13,Freshwater
Black throw,60.887401,103.023509,89543,2025-01-02,Marine
Important car,-12.696843,-61.150228,97947,2020-05-29,Desert
Threat begin,82.863115,0.34427,27246,2020-10-05,Desert
Even win,-37.81106,53.193851,71904,2024-10-22,Grassland
Admit message,46.21464,-92.581246,87492,2019-02-23,Desert
Ability front,-78.978845,-7.982148,23865,2025-10-05,Grassland
Dinner majority,-57.180247,-157.689799,4928,2025-05-10,Freshwater
Why land,64.791672,-173.916941,2090,2024-05-22,Urban
Yes recognize,32.44161,-60.490595,29394,2026-02-17,Tundra
Once city,-35.853792,-115.054074,44462,2023-12-11,Marine
Second event,-40.879945,-105.640996,25272,2021-08-08,Marine
Not relate,-21.093616,111.783716,97117,2025-08-31,Freshwater
