species,latitude,longitude,population,date,habitat
End strategy,-67.991683,-171.271893,24302,2016-12-17,Forest
Agreement some,-60.189445,31.902183,82071,2025-03-03,Marine
Public wear,9.953079,140.395467,41749,2020-10-02,Freshwater
City cover,27.722448,-136.919457,34607,2018-03-22,Tundra
Player tonight,69.334649,16.739872,29982,2023-04-09,Marine
Level budget,-54.283582,106.966493,80722,2020-11-30,Forest
The bed,73.948541,35.915201,30692,2017-06-23,Desert
Night college,62.448146,166.07294,16354,2024-09-17,Freshwater
Game soldier,-84.971615,13.479516,63705,2021-05-19,Desert
Threat media,20.40773,175.873855,9890,2017-04-03,Wetland
Somebody financial,29.922465,33.903491,30533,2020-04-04,Grassland
Set senior,38.118113,52.518457,71175,2021-07-05,Wetland
Where provide,-35.232694,58.353231,45370,2017-06-06,Urban
Listen thousand,55.457195,-100.277191,26690,2018-08-17,Forest
Thing agent,-4.939674,-115.026016,4657,2021-11-03,Grassland
Store amount,60.476565,25.736698,87582,2023-03-01,Urban
Article unit,-56.691131,-12.556388,77667,2017-08-21,Marine
New central,-87.266925,55.931004,81279,2023-10-01,Desert
Fall level,-79.125882,90.025764,80807,2019-09-03,Forest
Chance community,48.556926,6.743883,58215,2021-11-19,Grassland
Dream pull,39.095264,61.629243,99106,2026-06-19,Freshwater
Race itself,13.072945,-91.54082,91992,2020-02-19,Marine
Action smile,33.517298,-47.320324,40863,2023-10-14,Wetland
Area employee,-46.804619,-140.742472,40319,2020-07-01,Grassland
Between concern,57.556253,-145.847667,83131,2019-11-16,Urban
Book again,70.41639,-73.929664,49482,2019-08-20,Grassland
Wall onto,29.861611,-119.628902,29469,2024-09-23,Tundra
We necessary,-31.123038,174.588338,56122,2018-11-10,Desert
Most leave,-60.894913,-23.367306,69876,2018-09-26,Grassland
Enough research,19.302395,-149.970025,87942,2026-04-12,Wetland
Answer common,-62.958372,93.061415,58127,2018-07-30,Grassland
Group position,86.562016,164.933028,78501,2018-11-16,Marine
Region guy,47.00924,-20.108082,26461,2020-05-06,Tundra
Board region,22.224537,34.138607,63089,2019-02-17,Grassland
Life exist,-25.491601,12.333901,7575,2021-11-26,Forest
Court culture,20.559418,15.64827,52438,2020-08-10,Marine
Early lawyer,62.495186,71.038389,8090,2018-06-12,Urban
Federal computer,34.090654,123.226985,17973,2023-03-25,Marine
