species,latitude,longitude,population,date,habitat
Unit special,-21.858345,-40.033526,22936,2019-05-18,Tundra
Item easy,-68.156817,150.209079,76877,2018-08-04,Freshwater
After very,78.024664,123.286024,37048,2016-12-04,Forest
Various organization,74.165547,-2.865567,39969,2016-10-12,Marine
Throw her,-41.251603,-158.846389,17981,2017-07-28,Grassland
Response truth,-81.531217,48.326431,42832,2025-06-16,Desert
Republican compare,-7.030573,171.317801,52829,2025-12-13,Grassland
Visit write,-85.655649,31.569255,87363,2016-12-23,Urban
Thousand high,16.194836,69.411022,67413,2025-02-22,Tundra
Miss story,79.242241,6.688535,9444,2024-08-03,Urban
Mind threat,76.007231,-3.066599,44605,2018-03-05,Grassland
Indicate machine,2.303918,-171.97256,68364,2023-02-05,Wetland
Reveal trial,10.519587,142.107681,72424,2024-01-26,Forest
Green dog,24.255779,-141.337181,1890,2018-10-04,Wetland
Whom fast,14.638754,155.064948,83972,2021-11-10,Freshwater
Gun because,-71.895075,-24.102603,75959,2025-02-20,Forest
Student trial,7.457024,121.027945,48471,2024-01-29,Wetland
Today strategy,82.496906,89.287407,41310,2022-08-15,Grassland
List those,-85.568966,-54.740425,34648,2021-04-03,Wetland
Can member,40.629212,-63.800184,38764,2021-09-18,Grassland
Movement beat,-42.718815,-11.185496,92261,2018-06-10,Freshwater
Improve tonight,89.309505,-86.64945,67162,2021-11-04,Tundra
Major field,-26.996678,-167.061378,67689,2025-02-07,Urban
Your production,63.679634,-176.143113,61821,2020-05-15,Freshwater
None view,81.727789,-151.771431,12574,2024-03-19,Wetland
Relate nation,-57.295153,-170.85834,59555,2024-06-12,Grassland
Life worry,-27.011412,65.700398,85689,2026-07-10,Urban
Yourself leader,-31.060214,-144.008484,19572,2022-09-10,Urban
Main wrong,-79.299842,-146.447528,20351,2023-01-20,Forest
With site,-64.392304,123.171002,15539,2022-10-11,Freshwater
Rule do,-48.507812,168.526024,82002,2024-06-16,Freshwater
Rise that,15.908233,28.864642,19525,2024-03-28,Grassland
Again must,79.9338,-47.822982,80385,2016-12-29,Wetland
Piece war,68.535736,60.92961,40390,2017-12-11,Marine
Sister take,-45.736753,151.649927,27278,2020-05-21,Tundra
Happen skin,-37.353773,73.260965,36981,2024-08-03,Grassland
Threat analysis,45.736541,-70.133203,43034,2017-01-15,Freshwater
Arrive audience,26.033551,175.949303,82139,2023-07-26,Forest
Identify city,-84.543906,-96.36138,84377,2016-10-26,Freshwater
May reduce,43.884085,-141.520037,77279,2025-11-08,Tundra
Himself crime,-62.957481,124.96838,55238,2016-11-19,Wetland
Dream account,75.356047,146.168754,13599,2020-07-21,Urban
Road cell,56.722556,5.396678,58606,2019-12-05,Marine
Small research,33.96778,-135.344883,3276,2023-05-01,Desert
Democratic what,19.424023,36.798787,56891,2022-06-23,Urban
Soldier eight,-77.356901,-2.260556,13815,2018-06-09,Wetland
Fire despite,40.672313,-14.925383,285,2021-10-10,Tundra
Decide rock,-7.392876,-164.997958,16857,2018-03-27,Wetland
New performance,-26.645224,166.232128,81036,2018-08-03,Marine
Side provide,40.988816,61.742896,80763,2024-11-07,Grassland
Vote than,29.937993,-113.089434,45738,2022-07-19,Grassland
Oil authority,43.670833,-137.747532,49946,2021-03-02,Desert
Study particularly,48.079071,-90.493904,29277,2022-09-21,Freshwater
Study send,84.45679,166.59368,43456,2016-11-02,Forest
Other adult,-68.241133,-50.665359,10351,2024-01-18,Urban
Next ground,74.551404,-122.769222,43005,2023-08-27,Freshwater
Maybe wait,-62.868009,-79.160728,73190,2019-03-23,Desert
Space be,-58.569912,82.1211,54430,2026-06-09,Forest
Lay cut,52.664285,-55.172868,70477,2024-03-23,Wetland
Conference edge,-86.375151,-174.06625,31136,2023-11-18,Grassland
Mission activity,-36.543536,-134.764457,10724,2022-02-10,Marine
Explain beat,-50.747326,120.250752,59392,2021-12-03,Forest
Raise law,50.668424,112.943261,19206,2023-04-14,Forest
Throw child,38.176057,75.836864,53954,2026-02-21,Forest
Arrive special,29.447873,156.611017,64722,2026-07-10,Grassland
Life student,52.438857,126.404942,64038,2023-01-23,Tundra
Think still,-46.253842,-161.979408,67033,2019-08-27,Grassland
Choose day,62.577393,-122.464606,37184,2021-07-19,Grassland
Deal statement,0.344029,112.457118,39090,2023-02-02,Freshwater
News no,46.598361,-65.460519,22985,2022-05-17,Marine
Wrong behind,-39.188376,146.410284,24482,2018-02-21,Wetland
Economic do,25.323242,-172.64322,78278,2023-12-16,Desert
Throw morning,-24.730926,-111.168163,81652,2020-03-29,Wetland
Create indeed,-0.781706,129.646044,31398,2022-06-08,Tundra
Society high,-3.941916,157.856557,39217,2025-02-15,Freshwater
Offer power,70.036166,-82.615476,96451,2022-10-25,Freshwater
Before move,-4.182694,-29.685632,76770,2025-08-26,Grassland
Front like,-80.034109,24.792299,94523,2022-07-29,Tundra
Imagine provide,-69.248143,80.255048,84103,2022-07-12,Wetland
Science television,-53.292184,-154.12796,94871,2023-12-01,Desert
Wind car,-56.921983,-49.551081,75922,2021-03-29,Desert
Model unit,28.697427,81.349223,99513,2025-09-20,Marine
Lead century,-69.828839,-74.238645,43425,2019-12-25,Grassland
Improve conference,3.765685,90.339066,42319,2017-07-28,Freshwater
Possible entire,15.103445,-33.538786,29832,2021-02-08,Urban
Nice network,-13.132475,-18.112576,78514,2025-09-23,Urban
Far heart,-88.628777,85.923902,3754,2022-05-31,Freshwater
Minute provide,81.848643,-7.214921,10516,2018-03-21,Freshwater
Stock effect,-72.430704,-70.198446,9162,2024-02-12,Desert
Decide record,-80.857097,112.166611,97663,2021-02-24,Tundra
Who class,30.643005,-63.028468,13935,2019-03-13,Grassland
Customer example,4.854023,-62.371899,85438,2016-07-27,Forest
Onto care,6.347722,157.876054,43062,2023-03-06,Desert
Call wear,-67.642081,16.971755,98374,2025-10-24,Desert
Civil prevent,-5.689746,-44.832796,39870,2019-05-28,Marine
