species,latitude,longitude,population,date,habitat
Major look,-67.716149,-11.2919,62427,2020-02-27,Grassland
Force including,30.207278,-12.268719,75548,2022-07-21,Freshwater
Allow need,-61.539866,91.657166,33102,2026-04-21,Desert
The economic,23.935646,-6.881552,55535,2025-10-03,Freshwater
Serious some,36.52713,-33.450587,50463,2023-01-13,Tundra
People reach,87.692806,-36.954684,64806,2026-01-07,Tundra
Industry college,76.033383,64.823533,57826,2017-10-24,Desert
Feel mission,61.233965,-88.266678,67746,2025-12-04,Wetland
Democratic between,-39.948398,-130.869818,67804,2025-06-28,Marine
Recognize city,44.964378,21.905805,95632,2021-01-06,Marine
Behavior recent,49.457742,-118.538119,6037,2024-01-13,Marine
Air but,-69.340077,28.323628,69464,2024-05-28,Grassland
Time guy,-65.893708,175.517252,48150,2022-03-23,Freshwater
How move,74.224248,45.948487,37852,2021-01-17,Marine
Religious enter,-23.27959,-135.168985,65558,2026-04-08,Urban
West doctor,80.764879,-89.829646,82995,2024-02-11,Urban
Attorney plant,20.036697,102.165237,47450,2024-05-16,Grassland
By ahead,73.811241,136.958635,46938,2020-07-12,Grassland
Effect color,-11.420951,52.586051,60277,2023-04-03,Forest
Take responsibility,73.273439,11.343502,63876,2025-10-29,Forest
Race simple,24.984722,4.487518,44088,2016-11-11,Grassland
Benefit all,68.942063,-82.718377,53325,2020-05-26,Marine
Century west,-29.96589,-49.841858,92085,2019-11-12,Wetland
Building term,37.096567,81.263865,9116,2018-02-18,Forest
Material chair,-77.029579,115.439194,49545,2021-01-20,Wetland
Force drop,-58.194939,-10.181068,58181,2026-05-06,Tundra
Prevent read,26.18202,130.596762,65574,2025-02-19,Forest
Yourself security,-36.710009,-178.505001,44624,2017-07-15,Tundra
Why main,42.240125,94.637277,4076,2023-10-03,Tundra
Everybody fear,-72.172957,152.821851,80870,2018-05-23,Urban
Ball cold,1.047645,118.187328,29685,2025-03-25,Urban
Consumer in,16.601538,23.549912,62963,2025-09-17,Marine
Country want,-55.986504,-8.470967,62422,2023-04-04,Forest
Mission great,14.542434,-68.092905,75740,2022-09-02,Marine
Rather spend,86.5381,-143.045462,77255,2018-12-24,Urban
Attorney bed,19.408595,165.41338,66407,2026-01-25,Wetland
Than range,36.012168,-108.043718,86371,2018-10-29,Tundra
Brother recently,26.875869,-61.191547,76102,2020-07-21,Urban
Somebody maintain,-7.732424,169.516884,61333,2019-05-15,Urban
Seven like,65.212812,176.25817,46426,2023-08-26,Marine
Before open,83.91839,-90.167855,49412,2022-02-19,Tundra
Early degree,17.271837,160.129826,46999,2022-09-23,Tundra
In those,-5.253655,-51.077782,64396,2020-05-24,Marine
Foreign position,-45.178739,26.184787,96238,2021-08-15,Forest
Author election,-4.4676,-85.350125,75690,2026-01-12,Marine
Size authority,-7.007566,44.074157,3963,2021-04-18,Freshwater
Prove in,-62.750019,-31.945787,81896,2022-06-10,Tundra
Least per,64.157498,-96.873649,23691,2025-10-05,Forest
Seek write,-77.477242,177.112662,11009,2018-05-27,Tundra
American growth,-69.750957,-79.215788,4563,2020-01-24,Desert
Degree realize,-19.117682,41.887193,15430,2024-05-18,Wetland
Need wide,53.756846,109.46938,38066,2025-10-27,Desert
Reduce order,32.401258,119.833235,39574,2019-08-30,Urban
Occur tonight,-77.400091,-22.194197,50888,2022-06-03,Wetland
Prepare teach,43.751956,-41.473316,94678,2019-11-26,Freshwater
Think myself,-46.366531,47.042146,91308,2023-08-02,Tundra
Including focus,-14.374451,93.110465,4574,2019-07-17,Desert
Simply them,3.886229,-89.236569,99564,2023-12-22,Tundra
Film affect,-25.053306,175.741894,94116,2019-08-29,Desert
Congress investment,87.908349,130.021647,65041,2017-02-18,Grassland
Letter early,-61.933899,114.572522,86300,2018-05-16,Freshwater
These according,-25.733695,154.431107,80412,2023-07-14,Forest
Image tonight,71.599103,-127.231587,89294,2025-09-24,Grassland
Color condition,-68.698122,-59.937647,6713,2018-06-09,Wetland
Service onto,-42.746323,68.733266,90192,2019-04-30,Forest
Billion evidence,0.170416,82.76384,733,2024-01-03,Freshwater
Quality wonder,-17.271801,41.181716,79027,2023-07-12,Tundra
Fear conference,-80.47094,113.160885,38474,2017-07-28,Forest
Near section,39.064686,-28.952392,35503,2018-10-26,Wetland
Forward artist,50.038328,33.593081,40325,2024-01-10,Grassland
Together itself,-53.686555,114.343933,58590,2016-08-27,Forest
Party charge,10.891443,27.015707,54284,2024-03-27,Forest
White after,61.012553,-40.061566,23046,2020-07-08,Urban
Onto bring,-78.418929,-65.996834,73807,2017-04-25,Urban
Really commercial,-48.649879,28.193894,66413,2021-03-22,Freshwater
Continue environmental,-82.087326,109.322437,27322,2025-10-31,Marine
Reduce whole,77.366065,23.661619,27951,2024-06-14,Marine
Girl before,82.900667,28.033748,42078,2018-05-10,Wetland
There fall,8.030533,-38.059921,50723,2016-08-19,Tundra
Keep shoulder,75.342784,145.721676,95707,2017-10-31,Wetland
Cut culture,-67.487696,29.543897,45205,2020-09-28,Forest
Number southern,34.362021,-152.053539,99648,2025-11-16,Forest
Practice listen,80.410686,9.04453,59884,2026-04-19,Tundra
Itself every,-46.071119,-57.652799,3607,2022-07-09,Desert
Two too,-80.649258,95.415942,55460,2018-05-10,Desert
Drive rate,-41.87046,106.283246,9519,2017-09-13,Wetland
