species,latitude,longitude,population,date,habitat
As Democrat,-38.958136,-83.007034,88346,2022-10-06,Freshwater
Scientist you,-39.196851,-99.485984,10304,2017-06-02,Urban
Table sport,-79.416943,89.090466,10955,2018-07-16,Freshwater
Run gas,1.08616,-138.896878,6288,2017-06-07,Tundra
Rather laugh,-57.814719,134.706901,27187,2020-07-11,Wetland
Coach dream,10.858208,-73.97167,29668,2016-12-14,Tundra
North fact,83.729604,-20.704116,48207,2024-07-01,Freshwater
Same his,-69.82244,21.424211,68657,2016-10-30,Marine
Far stuff,66.00818,-167.324605,78845,2021-10-15,Wetland
Structure light,-28.689373,-158.228246,17038,2024-09-14,Grassland
Film state,4.751693,-115.777403,81752,2024-02-13,Tundra
Space north,-6.837438,-167.44737,72919,2025-03-04,Marine
Water visit,87.325729,-145.683313,68251,2020-03-22,Urban
One because,39.214249,91.132897,18758,2016-11-02,Tundra
Build according,72.94254,-37.381226,54724,2021-06-16,Marine
Instead much,73.140697,-133.663874,70602,2021-12-31,Forest
Brother large,48.586849,-146.536546,40328,2016-09-08,Marine
Rate able,-10.874817,77.596086,13568,2019-06-17,Grassland
Certainly energy,84.359851,132.564434,53496,2023-12-05,Tundra
Animal note,-40.020721,-121.853896,15755,2023-07-17,Tundra
Network idea,-38.060161,-110.81089,15971,2020-08-24,Freshwater
Middle leg,69.987744,79.68646,28160,2016-10-05,Grassland
Suffer worry,-24.213625,-114.480349,63729,2024-01-29,Tundra
Town view,-3.903589,116.722488,44049,2025-09-08,Wetland
There stop,-38.47327,-82.613101,51295,2021-07-12,Urban
Necessary free,-44.727236,-52.616146,9994,2023-02-22,Grassland
Director city,4.176186,31.899666,7811,2022-01-29,Freshwater
Large game,82.419387,67.139708,49232,2024-05-13,Wetland
Mean everyone,25.347837,-1.994274,82055,2021-06-30,Marine
Billion matter,23.520338,142.993293,95691,2023-10-04,Tundra
Science city,55.787603,78.246733,67238,2018-06-24,Grassland
Office on,-0.112624,0.128428,33927,2021-01-05,Marine
He else,36.243996,39.873005,65940,2020-04-21,Urban
His alone,-66.87893,-82.914488,50821,2017-05-22,Forest
Marriage network,-65.976967,-66.149836,94761,2020-06-29,Forest
Billion also,-55.918768,-19.582562,61760,2025-04-13,Wetland
What tough,51.107315,-106.518863,65230,2021-09-06,Tundra
Third hot,61.317327,110.470814,78205,2017-06-02,Wetland
Age us,-36.095031,53.82134,99695,2019-07-11,Freshwater
Tax these,86.046803,124.069127,81947,2024-02-17,Tundra
No crime,43.181387,-124.58356,91380,2017-10-10,Tundra
Dinner ground,11.786316,-19.301221,47275,2024-03-21,Tundra
Meeting appear,-13.51512,-154.72846,89038,2025-03-17,Freshwater
Mrs newspaper,32.268651,105.431046,40378,2021-03-08,Forest
According maintain,21.25887,-83.274965,66255,2022-06-15,Desert
Push student,-31.779134,-143.417923,75888,2024-01-27,Forest
Fund positive,-24.221397,-12.801764,43436,2023-03-15,Forest
Clear board,71.200873,-57.484506,32300,2021-11-13,Forest
Finish visit,-71.542391,-31.565279,55372,2025-08-03,Desert
Resource black,-73.520974,-42.980384,19011,2018-02-25,Forest
How read,9.990956,-86.084782,21147,2025-01-09,Wetland
There nature,-26.585057,85.48076,8274,2020-07-16,Urban
Mouth pull,-68.482634,-40.810788,85205,2020-04-27,Tundra
Policy hope,82.623685,-151.547644,73708,2021-04-23,Tundra
Above remain,-42.641209,101.502044,16611,2020-08-22,Freshwater
Produce time,8.768515,-161.429364,49924,2026-05-20,Marine
Growth happy,-76.576776,8.978655,67308,2019-07-14,Grassland
Product minute,-20.044777,129.432817,92095,2016-10-06,Tundra
According natural,-63.302844,-23.042907,28499,2017-11-18,Freshwater
Lot feel,-0.535327,129.603414,2865,2017-07-25,Forest
Computer crime,-38.61311,-124.263786,8872,2017-09-04,Forest
This together,73.646268,103.082497,46606,2017-03-24,Wetland
Describe evening,-79.164326,-89.438599,45130,2023-09-10,Desert
Mention front,50.166709,-129.151147,14243,2024-01-10,Forest
Bring light,-78.337482,77.727609,77698,2017-11-25,Wetland
Spend stuff,21.808636,41.317382,42307,2020-07-09,Freshwater
