species,latitude,longitude,population,date,habitat
Cold rich,-19.01956,-50.070218,19942,2018-02-23,Desert
Bad certainly,49.549497,-90.14756,19725,2021-06-13,Tundra
Soldier which,87.438917,61.433536,73533,2017-07-17,Tundra
Story short,41.360193,-130.532356,89097,2023-02-02,Freshwater
Cultural economic,-48.975166,-94.894086,6459,2021-07-09,Grassland
I country,-82.681091,43.196913,78522,2017-08-17,Wetland
Financial within,71.694677,112.167441,29263,2018-07-10,Grassland
Top fill,30.641193,-174.229456,62793,2020-03-29,Wetland
Light drug,-27.459855,100.840306,55577,2026-06-21,Freshwater
No dog,-51.726402,31.705102,38725,2020-09-27,Tundra
Here return,-13.606409,-172.902145,68933,2022-02-22,Wetland
Put no,44.12787,-159.303592,37086,2021-04-20,Marine
Report computer,-46.366777,-82.0481,8112,2016-09-30,Grassland
Staff phone,-14.876637,154.839638,88556,2023-03-19,Desert
Well up,81.308874,-114.938744,17336,2017-06-16,Wetland
Majority probably,83.979619,112.657851,52807,2019-05-14,Wetland
Which agency,5.599967,-5.505838,57988,2023-01-30,Urban
Important test,8.299024,-57.933554,93762,2018-06-09,Freshwater
Loss popular,-82.929382,163.644529,64007,2024-08-08,Wetland
Six health,-10.599781,78.149673,5867,2018-08-03,Desert
Such fund,36.195096,-115.433296,66260,2017-07-08,Tundra
Pattern wrong,24.24247,-23.602238,23933,2023-07-01,Forest
Tv tax,78.498374,95.497801,8364,2024-10-24,Tundra
Surface full,70.958291,107.171748,46127,2021-04-16,Urban
Society direction,-60.288182,-39.669966,15104,2019-02-16,Marine
Magazine interesting,88.473127,89.625889,34479,2022-01-30,Marine
Production somebody,16.775716,157.937786,79960,2025-12-14,Urban
Call read,16.539241,111.794211,72242,2023-06-24,Forest
Culture low,38.115202,103.409554,72561,2026-02-14,Grassland
Ahead describe,-49.938209,-156.779632,72492,2018-05-10,Tundra
Third action,12.93424,167.417029,48536,2018-10-29,Forest
More page,3.348515,89.94249,33382,2022-09-30,Wetland
Assume book,88.670038,64.992111,52947,2016-08-22,Grassland
Yourself real,-33.2178,33.068114,89615,2021-09-25,Urban
Local attorney,66.361088,8.95747,92134,2017-07-23,Grassland
Stay parent,-80.27153,39.519613,88128,2016-09-22,Desert
Control day,-11.533253,-68.697202,79822,2018-08-18,Wetland
Heart why,-0.905491,-178.143826,10219,2023-07-22,Freshwater
Too commercial,-87.130229,-116.624672,94895,2024-01-09,Desert
Us goal,87.959401,83.16006,32179,2020-08-06,Freshwater
Benefit want,82.734796,12.810143,3840,2021-10-10,Freshwater
Subject sort,68.693245,-51.006159,83602,2024-02-16,Grassland
Eat question,-69.426063,-102.284544,18548,2020-09-30,Desert
Enjoy conference,4.524959,104.780591,25001,2022-06-15,Wetland
Green character,33.500691,-128.332384,5484,2022-08-18,Urban
Among generation,-58.462272,-17.871778,98280,2017-05-07,Marine
Or record,-53.992453,166.654043,54386,2020-05-17,Wetland
Create same,-76.478006,136.085169,71998,2019-12-17,Marine
How yes,-45.439092,-12.927338,2348,2025-06-06,Wetland
Performance good,16.274401,65.862579,60993,2020-02-27,Desert
Take same,79.886081,-56.291124,57945,2019-07-02,Freshwater
Thing hotel,-62.232312,40.918486,56939,2025-02-20,Desert
Go whatever,54.317043,39.275957,69202,2025-11-15,Freshwater
Kitchen old,78.567724,117.899828,43696,2025-10-22,Desert
Player large,-29.467828,-16.636645,13272,2020-12-22,Marine
Floor leader,35.167945,83.746671,15061,2022-04-19,Grassland
Capital teach,-12.576544,23.606899,10845,2019-09-01,Forest
New customer,-61.434116,165.127428,40494,2023-04-07,Desert
Send data,-66.783049,-128.596609,24450,2023-06-15,Marine
Police someone,1.664041,-66.415398,70158,2021-06-24,Grassland
Morning protect,-42.183697,8.134074,47183,2022-10-24,Marine
Best foreign,66.271728,-104.471811,39216,2022-12-03,Marine
Draw wall,-18.313438,-168.552941,18957,2022-02-03,Freshwater
Enjoy sound,41.712293,-173.613107,30943,2019-01-22,Forest
Rest house,-46.631489,155.418969,69806,2025-06-05,Tundra
Crime drop,-40.651488,-55.488954,34244,2025-12-29,Urban
Later event,73.805231,-78.770062,57421,2018-07-27,Grassland
Fact bad,32.71395,-56.759402,39161,2018-07-08,Desert
Station exactly,-85.385275,-126.535511,3997,2017-01-30,Grassland
Industry full,24.880393,-158.849139,31125,2026-06-05,Tundra
Executive though,17.98337,-43.77081,18998,2018-05-24,Tundra
Factor save,-54.527203,-113.011272,63584,2018-05-02,Marine
Also hot,70.619971,9.21757,98035,2020-08-16,Grassland
Level interest,-55.92139,-49.055676,23688,2024-08-19,Freshwater
Seek not,-49.590783,165.103922,38771,2024-05-13,Grassland
Truth likely,-81.810128,86.94455,58058,2026-03-18,Tundra
Soldier them,-82.820815,-145.825911,25801,2019-12-01,Wetland
Ago subject,0.828365,-115.154511,92018,2018-03-13,Marine
Either student,82.738046,80.409747,95285,2023-02-24,Grassland
Girl least,40.101794,-116.126619,3598,2021-02-17,Desert
Person building,50.70524,169.137602,512,2022-03-01,Desert
Experience prevent,36.652956,179.287147,70128,2026-06-21,Forest
According them,77.360665,132.756142,76735,2024-01-28,Tundra
Bar miss,-17.247603,-47.558688,97742,2021-06-15,Tundra
The quite,-57.266602,-3.225782,18921,2023-03-14,Tundra
Less author,42.205318,2.962805,93828,2018-05-11,Freshwater
Raise effect,-81.808422,-37.989517,9116,2022-06-13,Tundra
Girl conference,63.30372,-97.016045,38172,2025-09-13,Forest
Four detail,-52.761395,102.517413,7606,2023-03-25,Tundra
Tax build,-24.464777,36.796943,10206,2025-12-25,Tundra
Democrat color,37.525321,29.379371,32769,2019-10-07,Wetland
One work,-8.244985,156.796591,68078,2019-11-05,Desert
Mission say,1.463022,177.16322,15446,2025-07-15,Urban
They always,-1.936906,-52.642319,29764,2019-11-15,Marine
Society first,-77.841976,-60.631692,85616,2023-05-15,Wetland
Building stock,3.33843,73.709968,73478,2022-07-27,Grassland
House magazine,37.497336,48.068847,31756,2023-04-18,Urban
Describe two,5.318415,103.221577,7736,2024-07-29,Grassland
Choice down,-69.435966,8.838082,2129,2018-12-26,Desert
Dinner have,-79.967141,-105.322754,82139,2025-06-09,Tundra
Former physical,-45.491082,23.61411,49244,2021-04-18,Forest
Eat rule,54.208705,-10.023194,3939,2019-09-25,Urban
Interesting as,-63.244579,132.460743,65528,2024-02-14,Freshwater
Expert color,8.108972,177.952427,77866,2018-06-29,Wetland
Administration message,66.422852,39.639786,52551,2022-03-17,Forest
Space kind,60.969182,55.710922,3874,2024-03-11,Desert
Account difference,52.13989,58.114746,70813,2018-01-01,Tundra
His message,-67.533685,-24.342669,49369,2018-01-11,Freshwater
Common cup,-26.849556,170.247613,25235,2025-03-31,Desert
What blue,58.348205,86.682889,89667,2026-01-01,Marine
Employee seem,-10.188535,-173.168383,7311,2026-06-30,Grassland
Understand leave,-28.059493,172.451571,87769,2025-12-05,Desert
Sure field,25.989994,145.054225,3055,2018-08-02,Wetland
Table quickly,1.533213,12.895389,424,2020-02-12,Forest
Gun theory,-88.918944,32.699114,79911,2018-10-09,Wetland
Tv concern,62.799612,143.539249,21776,2024-07-31,Freshwater
End national,79.358811,-87.507594,65647,2017-08-09,Freshwater
Owner road,-64.458083,154.243912,75000,2024-05-20,Forest
Seat run,33.730292,-90.884783,55748,2018-05-08,Marine
Base station,-28.869171,-72.874699,74496,2025-01-03,Freshwater
Tv perform,32.872574,148.745207,45523,2020-07-17,Freshwater
Capital Republican,67.438609,-57.400892,81744,2022-06-13,Forest
Environmental financial,31.847662,169.29885,27543,2022-04-04,Grassland
Candidate field,-7.757138,-81.402527,98639,2021-12-08,Grassland
Ahead clear,71.831665,-99.153844,90508,2017-07-14,Marine
Ahead could,-54.512163,-77.37169,69855,2019-07-28,Forest
Or thing,-62.905974,-126.081011,47405,2022-11-10,Tundra
Discuss even,84.786077,-34.962954,11551,2022-10-17,Urban
Exist over,55.623272,15.248667,39234,2017-04-06,Forest
Spring country,-4.91148,-43.743011,98803,2025-08-15,Tundra
Effect operation,-6.935606,10.977812,89986,2026-02-25,Grassland
Hotel her,-39.319491,137.301035,30433,2025-01-14,Tundra
Step big,21.530373,130.003121,55771,2018-11-13,Grassland
Increase wide,84.419827,-178.795135,50843,2025-05-29,Freshwater
Movie necessary,74.516371,75.870314,74712,2022-12-26,Freshwater
Seem figure,85.108387,-178.173198,32655,2016-10-17,Forest
Meet beyond,39.853839,126.738874,49358,2018-04-22,Freshwater
Institution camera,-65.757141,102.643191,31659,2025-10-22,Grassland
Camera alone,48.983624,40.750414,17709,2018-11-05,Urban
Sound stage,-64.892905,145.966234,55287,2021-04-24,Urban
Work wonder,47.710222,126.3696,84576,2018-02-25,Grassland
Follow natural,-10.778763,-99.749619,10196,2026-07-04,Desert
Student trade,29.592062,-99.31805,58912,2024-08-07,Marine
Job list,-64.630897,1.503742,5400,2026-06-25,Wetland
Space ago,-45.24831,81.424461,75432,2019-03-16,Wetland
Notice common,-76.066509,-22.23191,64000,2025-06-17,Freshwater
Political surface,-49.311747,-16.342762,9795,2026-05-07,Urban
Bit various,-7.52279,-21.474326,29997,2021-04-08,Tundra
Chance should,-74.935303,-173.812826,66766,2026-04-25,Desert
