species,latitude,longitude,population,date,habitat
Deep enjoy,16.527696,-1.796396,10475,2016-11-17,Freshwater
Whole wish,76.160101,101.786137,20140,2016-10-11,Freshwater
Respond so,-17.122628,52.818126,16390,2019-12-28,Tundra
Who himself,-85.897606,174.480646,59873,2018-05-11,Marine
Position benefit,0.871839,53.195654,44442,2018-01-25,Marine
Party range,32.03883,164.868661,59188,2023-06-13,Marine
Hospital building,2.256486,-116.113003,39256,2019-03-11,Grassland
Mr as,65.481196,95.093039,38810,2021-04-01,Grassland
So window,42.130578,-13.694017,91123,2025-10-15,Grassland
Art policy,37.44377,86.507548,37185,2020-03-01,Freshwater
Interest mother,-71.867027,-57.539583,85782,2022-12-19,Tundra
Later field,-53.82141,-45.65141,32717,2022-03-21,Forest
Baby plan,-79.652165,-115.257817,65087,2025-05-05,Tundra
Care ten,4.302842,129.607015,81025,2026-07-11,Wetland
Daughter really,5.593415,19.506941,75156,2017-05-24,Grassland
Majority much,14.034219,-40.196771,94464,2025-11-16,Grassland
Performance authority,-36.929265,2.970093,67724,2021-06-26,Freshwater
Hope mean,41.994803,165.221618,35731,2020-07-06,Tundra
Help trip,-76.008794,8.72795,90451,2026-05-20,Marine
Soon leader,-57.329414,-42.459793,63319,2017-08-26,Grassland
Office five,-36.634536,137.964159,24012,2018-01-01,Forest
Environmental poor,73.551796,25.446147,84489,2023-07-11,Desert
Between when,50.966591,57.612071,62233,2017-07-18,Freshwater
Cover attorney,16.017199,153.247147,68349,2016-09-06,Desert
Husband property,49.90767,-1.240107,29090,2024-03-31,Freshwater
Here civil,-32.562137,143.975437,29503,2020-03-05,Desert
Everybody what,-61.081506,-100.251576,58427,2026-03-02,Tundra
Street picture,58.366569,168.794296,22256,2020-12-22,Tundra
Threat hospital,44.767486,-14.761231,77262,2019-06-28,Marine
Sign week,-80.745735,-87.816126,91957,2022-12-10,Grassland
Both teach,54.972766,-70.712783,43236,2019-12-30,Grassland
Standard control,-89.531514,-41.786605,23116,2021-06-10,Forest
Response involve,32.372374,-11.429596,81789,2022-07-02,Marine
Blood successful,27.861488,-78.62855,35520,2022-01-06,Urban
Per follow,-20.730628,-3.845951,59112,2021-03-27,Tundra
Building attack,7.624724,44.625942,21303,2022-11-11,Freshwater
A produce,-39.08818,24.027271,28583,2023-02-07,Grassland
Partner two,-12.715512,-122.929868,22861,2024-01-10,Marine
Whose season,5.897483,-59.164908,35451,2025-10-21,Wetland
Defense much,-10.606162,-15.480608,95338,2017-11-28,Freshwater
Fine treatment,10.268754,95.609039,9693,2024-12-05,Urban
Identify in,38.628318,10.945579,46407,2023-10-28,Marine
Idea memory,77.315518,-39.809239,39415,2024-05-06,Freshwater
Short knowledge,63.48533,75.226615,99393,2023-05-16,Urban
Firm us,28.33589,-122.183816,54819,2021-08-16,Desert
Floor four,56.06536,106.950105,37707,2016-08-03,Wetland
Time run,-16.838746,25.798028,75050,2017-01-18,Tundra
Say weight,-49.406183,60.868139,94705,2019-07-19,Urban
Cultural year,-12.686744,31.003755,56210,2018-03-30,Forest
International coach,-80.346303,55.475416,90318,2020-01-17,Tundra
Chair reality,53.825816,141.870419,14817,2025-09-05,Freshwater
Open nature,0.210633,-8.67367,65799,2025-07-11,Tundra
Above sense,-30.546743,133.29699,78873,2019-09-16,Marine
Study someone,-14.252058,32.513423,40988,2025-06-01,Desert
Whom subject,-31.621273,-92.639523,48070,2016-11-16,Grassland
Cup soon,-14.770394,86.438127,13115,2017-08-06,Freshwater
Section customer,0.349151,90.832526,91614,2020-06-05,Desert
List country,3.374567,-0.640905,56291,2025-08-11,Grassland
Skill beautiful,-76.803395,-113.558871,87142,2018-04-16,Freshwater
Final attack,89.977724,-148.149778,25484,2023-02-07,Tundra
Lose marriage,65.987562,-166.161651,26096,2022-09-28,Grassland
Tree authority,39.383987,-2.200891,19130,2018-03-07,Tundra
Book whole,-58.529939,148.214949,32686,2026-06-10,Tundra
Order ground,38.461632,159.034745,94570,2018-12-12,Marine
Laugh sort,27.525003,20.190849,74674,2024-11-11,Wetland
Build image,-41.156609,16.566246,63546,2019-10-25,Freshwater
Despite paper,1.969576,45.370389,86095,2024-03-01,Grassland
Capital spring,49.664974,-99.674419,47752,2020-11-26,Grassland
Station writer,-86.496628,175.251236,94480,2019-05-14,Grassland
Religious eat,-73.943236,32.424408,64071,2020-12-02,Forest
Mention rule,54.148648,-154.861786,18411,2024-09-24,Marine
Process heavy,-32.764158,10.789243,16481,2023-10-16,Desert
Stock service,46.441927,59.698436,8205,2025-06-04,Forest
Alone responsibility,72.857492,-66.797119,61963,2016-11-08,Grassland
Reveal one,35.679236,-87.881404,89436,2019-03-24,Marine
