species,latitude,longitude,population,date,habitat
Stock agent,19.090143,83.862109,73362,2018-04-16,Marine
Begin leave,-57.170971,9.320394,51038,2016-11-30,Marine
History just,78.889143,165.723011,31288,2025-11-22,Wetland
Win usually,63.844889,-51.375076,2589,2025-04-30,Freshwater
Site officer,-89.888336,88.249163,21898,2019-06-21,Tundra
Make young,-52.973392,-69.515308,67686,2022-05-31,Grassland
System today,-21.682524,-115.861374,39508,2023-11-12,Desert
Keep rule,89.497427,66.62155,62276,2026-04-24,Wetland
Single maintain,-34.662784,121.410181,93739,2022-11-07,Wetland
Parent so,14.574348,-63.223828,9157,2023-08-27,Freshwater
Successful late,86.951354,74.872978,47764,2020-07-27,Wetland
Community size,39.064898,-169.589029,25488,2025-07-17,Freshwater
Agree just,-66.627612,-6.395454,78506,2017-08-06,Wetland
Mr model,-84.922576,-125.043616,19857,2024-11-12,Desert
Discuss from,-13.161705,164.531737,51467,2023-10-15,Forest
Away who,-57.342852,37.340716,75120,2023-02-07,Forest
Course add,71.849194,-147.028635,93259,2018-02-22,Freshwater
College list,51.724656,36.23127,22440,2021-10-28,Tundra
Ago me,-54.854082,-21.319238,9360,2018-06-05,Desert
Economy sit,-87.382229,82.728652,2654,2021-06-10,Freshwater
Attention friend,4.998373,139.955843,17357,2026-07-13,Marine
Quickly owner,-65.892784,142.477331,36277,2018-10-17,Tundra
Trip range,-10.083129,107.043637,45910,2018-10-29,Urban
Someone plan,21.208335,-63.88791,62374,2017-06-11,Forest
Occur year,-9.966028,118.196223,1173,2022-12-12,Forest
Marriage large,23.015919,-102.981869,82812,2019-05-26,Grassland
Candidate cup,-66.538247,74.594976,19437,2025-03-26,Desert
Organization trade,-15.792947,-45.466597,33683,2018-05-08,Tundra
Teach draw,-60.924272,-75.365729,41979,2021-10-11,Desert
Card story,-76.107536,37.14341,49861,2017-08-19,Urban
Range choose,58.343615,-96.660166,59324,2021-10-08,Freshwater
Their upon,-44.726898,89.808847,51372,2023-09-05,Freshwater
Kind run,-7.142451,51.426547,94629,2024-10-02,Forest
Leave fine,-55.03077,161.968709,13350,2021-04-18,Grassland
Wonder whatever,6.992121,-113.874007,25622,2017-05-16,Marine
Game expert,-74.580586,147.070549,60673,2018-05-15,Desert
Star phone,-27.769266,178.924376,54851,2025-04-29,Urban
Environmental indicate,-24.252551,-159.339917,18809,2021-09-08,Desert
Cut sit,77.048534,78.986847,27345,2019-08-19,Freshwater
Entire mind,5.511862,-38.99297,82480,2023-09-07,Grassland
They book,70.267322,-79.7515,19006,2026-07-03,Forest
Win under,-77.703495,-100.502564,99476,2018-12-11,Grassland
Your home,38.310727,-87.729949,69633,2025-04-27,Forest
Husband response,-74.491178,144.48744,47981,2019-03-25,Wetland
Art week,1.280629,-15.779778,16873,2019-01-07,Marine
Practice shake,-60.792242,-76.125076,50292,2021-06-26,Forest
Natural involve,-54.631335,149.78939,85985,2024-07-27,Desert
Measure defense,40.253482,96.774137,70994,2020-11-03,Forest
Sometimes see,7.165346,64.995951,2535,2024-11-30,Tundra
Buy have,88.412132,97.789132,63368,2021-12-16,Marine
Usually mission,-0.353874,-81.208003,75869,2022-12-09,Forest
