species,latitude,longitude,population,date,habitat
Professional north,50.18946,115.412342,58760,2021-02-28,Marine
Key poor,-43.008002,-62.047162,977,2025-07-10,Wetland
Smile benefit,-4.98552,15.400449,79466,2016-09-28,Freshwater
Here story,-21.709085,-167.542317,4520,2025-03-30,Wetland
Common magazine,-79.575405,-118.179483,76007,2025-11-05,Marine
Not rise,69.535772,-72.92659,15527,2017-11-28,Tundra
Either project,-60.188136,-60.152213,1833,2023-04-01,Tundra
At realize,-71.509541,48.003956,65346,2021-01-23,Freshwater
People election,-54.814736,-83.666378,58921,2025-01-23,Marine
Big question,7.265842,-172.989853,74210,2018-11-11,Freshwater
Without film,51.422188,-69.379543,94486,2023-04-05,Marine
Who travel,-57.456008,11.724053,43919,2020-04-05,Wetland
Probably cultural,-76.214608,15.857723,80506,2021-02-03,Marine
Two see,-87.572806,-24.493989,24160,2023-01-10,Urban
Performance believe,-64.812172,-148.430717,77030,2020-06-18,Desert
Player continue,75.240703,-146.742288,70297,2020-05-19,Grassland
Young law,82.295575,-140.000717,67521,2022-03-09,Desert
Anyone grow,46.249854,126.444652,64724,2022-10-04,Tundra
Art moment,81.584823,37.476101,33441,2025-02-09,Freshwater
Lot friend,-58.531729,34.693841,85766,2025-02-23,Freshwater
Final consumer,-5.246749,67.800634,698,2026-05-20,Urban
Choose rather,-72.061269,76.234224,81727,2017-04-24,Marine
Within figure,-37.308642,50.418639,7209,2025-12-24,Urban
Training science,67.897477,-130.245171,130,2019-10-13,Forest
Air senior,45.818714,-145.801484,69700,2022-11-09,Freshwater
Information true,-84.617804,84.178682,34962,2026-07-14,Forest
Read last,77.707915,-8.250294,37734,2022-04-24,Tundra
Your set,70.920347,178.444458,96164,2026-04-09,Freshwater
Newspaper meeting,-7.679696,20.417539,84156,2022-04-25,Forest
Big street,88.562119,-112.844553,66543,2025-09-02,Tundra
Final player,77.634486,147.978619,78830,2022-07-09,Tundra
Generation million,-28.627916,-121.85395,5928,2020-02-22,Grassland
Chance bring,11.983149,-92.648662,82986,2021-04-16,Desert
Put impact,44.794663,-106.604921,37310,2025-05-11,Tundra
Investment economy,58.306427,126.654567,36474,2017-02-01,Grassland
Report continue,-30.108692,-45.10221,64301,2023-04-30,Marine
Couple medical,-20.153936,71.267142,42716,2017-01-16,Urban
Condition continue,-42.864981,-173.617998,65011,2022-03-24,Desert
Local true,17.56056,156.706692,53399,2026-04-13,Grassland
Well seek,-43.352357,-13.010194,64011,2024-10-30,Forest
Political stock,50.802844,-23.349594,80007,2017-12-25,Grassland
Produce stuff,-67.395168,-7.113877,5420,2020-03-08,Grassland
Billion phone,35.258625,-10.779263,93830,2018-08-27,Desert
Relate picture,1.098324,-118.656542,13264,2019-02-11,Desert
Top really,-9.197766,-137.996179,39349,2018-09-24,Marine
Group everybody,-63.133007,-154.735206,29423,2025-12-21,Grassland
Turn they,-50.133771,-92.400066,96562,2023-03-13,Wetland
Threat talk,44.757794,62.778768,27070,2018-10-28,Marine
Piece need,77.104513,-69.715694,62147,2021-01-04,Grassland
Friend lose,-67.123769,-19.441842,38702,2024-10-18,Grassland
Computer break,19.697218,-172.622298,3235,2024-08-22,Marine
Sea nothing,29.035255,-133.462507,79518,2018-01-26,Grassland
Well anyone,-23.032666,-141.906407,54667,2018-12-08,Freshwater
Dark important,-38.729035,176.929189,57487,2017-11-02,Wetland
True east,73.094397,-46.56297,35958,2020-08-16,Grassland
Water rule,-32.437337,-114.87864,85629,2024-03-22,Urban
Beat able,79.047372,25.677923,28322,2024-07-13,Grassland
Maybe cold,71.036925,129.027036,86825,2021-05-13,Tundra
Reach this,8.82636,124.042577,97143,2022-07-25,Forest
