species,latitude,longitude,population,date,habitat
Black cut,74.327211,-8.441946,27728,2019-03-26,Wetland
City rise,-8.34067,-37.691296,7985,2023-10-10,Grassland
Both wall,-40.693824,-76.005696,20973,2022-11-19,Desert
Learn water,27.507296,141.666065,11139,2025-08-13,Desert
Government whom,68.460517,-145.224088,39843,2017-10-27,Tundra
Religious item,68.77542,-5.991471,86264,2018-07-15,Marine
Oil condition,67.610394,115.237137,41526,2026-05-18,Wetland
The thing,54.29449,98.949102,16997,2026-05-26,Urban
Organization know,-51.998601,-62.13337,57615,2025-09-19,Desert
Give staff,-77.25882,-110.696529,458,2017-07-27,Forest
Happen turn,80.166447,130.539223,21601,2021-11-30,Marine
Success goal,56.386355,-80.005999,71229,2021-12-08,Marine
Dog that,-60.759318,-157.196261,5040,2016-12-29,Wetland
Under strategy,14.174411,-144.559425,23923,2026-05-23,Grassland
Voice back,-31.25331,9.208179,46996,2024-08-03,Desert
True foot,-67.442477,-118.221179,76548,2017-12-15,Marine
Town space,46.248068,-129.089347,67227,2026-01-27,Marine
Care economic,-69.806111,-3.580258,10091,2022-07-30,Desert
Pull somebody,82.876047,119.778037,19371,2017-11-18,Tundra
Image structure,77.299435,146.236207,54320,2017-11-29,Tundra
In mean,26.923509,176.812595,33701,2022-03-06,Marine
Nothing choose,-50.286751,-64.07507,17757,2019-01-22,Urban
Want wind,-68.989443,-167.084869,88475,2020-01-02,Tundra
Effect nothing,-21.284922,177.253669,83528,2020-04-25,Grassland
Eat author,15.779065,-66.223139,42320,2021-08-26,Marine
Lay white,-63.534018,-25.76619,75082,2020-04-16,Urban
Read land,-17.528774,136.783458,31978,2018-08-02,Freshwater
Whether life,-13.278343,-7.443003,64692,2018-02-22,Forest
Type night,-23.330876,2.041194,19133,2022-01-28,Forest
Myself policy,-85.523276,-112.76752,19747,2023-09-24,Grassland
Rich its,-12.849156,168.718317,21191,2024-10-12,Grassland
Learn box,-24.395617,104.89103,66243,2024-12-12,Freshwater
Radio growth,41.229736,72.286538,78752,2017-03-15,Forest
Raise sport,87.515634,-164.587006,96666,2018-11-26,Freshwater
Administration college,41.024721,1.421202,12939,2025-04-13,Forest
Across move,-32.001023,17.951571,16142,2018-01-17,Forest
