species,latitude,longitude,population,date,habitat
Write why,-79.777364,12.661676,32915,2024-05-31,Tundra
Get public,-23.604562,109.537192,3757,2024-04-03,Wetland
Career president,-89.562331,122.138836,50103,2018-08-06,Grassland
Establish effect,87.606065,38.513063,17100,2017-01-15,Urban
Together difficult,72.313286,80.007577,4646,2023-06-24,Freshwater
Single house,-42.113032,-132.699879,39570,2020-03-07,Marine
Push always,-11.207059,40.617999,94464,2018-06-04,Marine
Fine voice,32.791712,48.004504,58011,2023-04-23,Freshwater
Your pick,-48.264784,49.873689,98156,2017-01-23,Grassland
During room,1.896207,-104.772219,29342,2023-08-28,Marine
Although age,73.94679,142.742092,77103,2018-10-04,Freshwater
View loss,-4.315231,-146.327379,3005,2017-04-14,Tundra
Cut her,-70.243628,135.841557,89095,2023-04-05,Freshwater
Marriage us,-30.278871,-68.701892,58248,2023-07-18,Grassland
Stand me,52.97764,111.337305,68408,2022-05-20,Tundra
Moment one,-19.31123,39.223955,79957,2021-01-13,Urban
Movie where,3.016859,-86.28644,14212,2020-10-14,Tundra
Easy economy,23.02699,-45.851468,20693,2023-12-24,Forest
Section a,-64.500871,-161.553136,49539,2018-11-08,Freshwater
Nature understand,-48.67625,-69.485819,35404,2024-12-05,Desert
Clearly consumer,71.857006,-130.658922,35337,2021-08-05,Urban
Six little,37.896544,21.860186,77269,2021-11-16,Grassland
Economy eight,-28.306532,60.041129,95964,2019-04-05,Forest
Reach city,-44.821425,171.289219,38622,2022-07-10,Urban
Lose single,-65.063627,109.603628,86274,2017-12-11,Desert
Never budget,-28.283588,-38.154982,15543,2022-11-05,Forest
Shoulder lawyer,-7.897575,74.173041,39475,2018-03-25,Grassland
Group plan,71.865389,-172.684923,99482,2021-01-27,Desert
Less accept,-89.117512,167.317647,43893,2023-01-17,Freshwater
Father significant,61.279418,-91.684374,42631,2019-10-10,Tundra
So range,-62.395007,-83.415055,30758,2020-01-21,Grassland
Challenge represent,-0.509184,159.631827,35397,2025-06-28,Forest
