species,latitude,longitude,population,date,habitat
Audience visit,-16.69772,85.60953,19414,2022-10-15,Freshwater
Arrive increase,-67.667972,-24.458364,27917,2024-04-01,Wetland
Product perhaps,78.256975,31.979373,48578,2017-02-28,Urban
System agree,74.393412,121.601714,25103,2017-03-08,Forest
Hour week,-56.360738,-113.90288,80672,2024-05-22,Urban
Talk one,67.466792,48.007508,64206,2026-01-20,Marine
Car allow,31.780208,52.001334,53640,2021-11-09,Freshwater
Officer because,5.702378,165.983842,65813,2025-03-06,Freshwater
Activity often,17.017048,108.192533,20510,2023-09-28,Desert
Material across,-28.240615,-29.472963,87340,2025-07-27,Tundra
Must wear,3.996451,52.370215,56591,2024-07-24,Tundra
Data possible,85.499977,-41.845378,79088,2022-03-11,Tundra
Radio treatment,31.532239,118.77284,66783,2023-12-14,Urban
Matter call,3.139409,153.332338,64705,2023-11-21,Tundra
Pay form,34.332484,128.208604,80296,2025-11-19,Grassland
Financial her,1.558692,-90.619984,54124,2022-03-16,Tundra
Experience issue,-36.271934,-156.227433,60014,2022-09-06,Marine
Fish product,-58.571324,67.656527,17742,2019-05-14,Grassland
Or success,8.50021,12.067037,68569,2026-01-27,Forest
Certain night,-82.771823,175.752731,79084,2018-10-12,Grassland
Data instead,-11.688314,-69.070309,39631,2017-03-07,Freshwater
White field,-58.623407,12.608637,69244,2019-01-01,Forest
Bed box,-55.197955,26.749377,54648,2023-03-15,Forest
Recognize thus,-61.781596,-163.387793,45042,2020-05-26,Marine
Member a,-37.304885,124.12967,84269,2024-02-22,Freshwater
Public popular,40.659802,-21.770678,50707,2025-12-13,Freshwater
Phone soon,47.990736,-171.502963,4183,2019-10-25,Grassland
Whether floor,-10.380078,-19.575681,16502,2024-10-24,Freshwater
Model huge,64.659358,30.667508,37096,2019-11-24,Freshwater
Early office,4.193489,135.332843,45598,2018-03-31,Urban
Drug sense,-65.709416,-88.832362,7183,2020-02-27,Desert
Of example,21.628489,149.130436,45633,2026-07-03,Forest
Activity require,-68.717398,156.366362,38746,2024-01-08,Urban
On avoid,-44.882728,125.313513,73617,2025-01-10,Wetland
Win follow,-35.603937,-90.584502,25273,2019-02-04,Freshwater
Relate continue,-11.689157,147.835425,19300,2019-03-22,Grassland
Lay two,79.071855,111.006532,87248,2019-08-11,Tundra
Prove particular,-2.295173,124.447026,28999,2022-06-30,Desert
Although myself,44.856257,9.467012,73071,2018-04-06,Marine
Bring body,-65.287285,-122.945907,55967,2018-06-18,Freshwater
What reason,37.781489,16.163906,10906,2022-12-29,Grassland
Sense rather,-81.158933,41.648234,71657,2020-08-09,Grassland
Interview professional,18.808706,-164.318092,58424,2019-01-27,Forest
Occur change,73.079577,84.020209,12579,2026-06-09,Desert
Official group,-44.36951,-4.639948,62880,2019-11-16,Desert
Recognize certain,-82.839439,-83.911605,34954,2019-03-12,Tundra
Light certainly,86.470303,17.106614,29677,2020-09-27,Urban
Customer set,61.003139,-69.759575,49448,2016-11-30,Wetland
Meet official,-28.408064,-86.5589,87284,2023-03-17,Urban
Ball wonder,-77.107741,-124.854918,65262,2021-02-14,Desert
Capital bar,15.435171,116.184567,25219,2026-06-19,Marine
Girl feel,9.802428,2.734563,95583,2022-05-07,Grassland
Reach tonight,-89.543382,-50.595466,9811,2021-02-28,Freshwater
Final property,-16.816803,123.444063,93459,2026-02-28,Grassland
