species,latitude,longitude,population,date,habitat
Analysis hundred,16.020894,-29.83985,7047,2024-08-24,Urban
Worry interesting,-88.271569,-153.969831,61599,2021-02-11,Grassland
Fire billion,-12.048039,-53.778892,79167,2021-10-02,Freshwater
Over firm,69.772838,-112.63916,94665,2024-08-25,Desert
Gun send,12.125086,124.931112,10939,2017-06-18,Desert
Gun institution,-15.153548,52.607465,6958,2023-01-16,Forest
Many someone,10.280329,85.03439,85126,2022-01-07,Freshwater
Out with,80.938549,79.20302,50184,2021-03-18,Desert
Clear rock,37.098764,145.644542,95198,2021-02-03,Wetland
Suffer into,6.169028,-19.062007,87895,2018-08-16,Freshwater
Analysis visit,50.883514,-100.279301,26374,2025-09-15,Tundra
Right capital,-88.063405,-128.141833,53755,2024-05-05,Forest
Mission position,-28.425711,161.861615,93790,2018-06-08,Freshwater
Foreign audience,61.763645,173.087182,11208,2017-08-25,Grassland
Human involve,-10.904062,-132.702744,75655,2018-06-17,Marine
Successful buy,-40.367902,-92.92167,96297,2026-02-10,Forest
Wish degree,-10.682702,-169.683863,99219,2017-02-22,Tundra
Production by,-86.721074,39.279439,9220,2021-04-02,Marine
Care eye,-39.316909,123.816817,77078,2019-04-20,Marine
Worker stop,-61.365594,69.745932,30516,2026-06-01,Forest
This doctor,4.105671,-24.334274,36042,2025-07-31,Grassland
And east,14.834589,0.493679,92235,2025-01-29,Freshwater
True message,-13.314758,70.702399,528,2023-03-19,Desert
Shoulder western,70.92241,16.332834,67839,2023-06-26,Desert
National including,89.782154,-91.695801,90141,2025-08-09,Grassland
Treatment reality,84.564029,-124.975651,54311,2024-02-21,Grassland
Wide drug,-14.77661,150.559472,33833,2019-04-11,Marine
Church career,8.047906,131.958586,19569,2020-12-11,Tundra
Ground decade,-49.896997,165.578256,25907,2017-12-13,Marine
Debate three,20.390412,-149.228297,77615,2017-06-20,Desert
Almost majority,-33.590023,76.618147,40630,2020-04-12,Wetland
Car place,-2.895991,-91.660312,19384,2020-11-20,Marine
Truth PM,46.621587,173.155889,36306,2018-01-09,Tundra
Accept down,70.154416,142.531609,94231,2019-11-05,Forest
Near support,8.424026,-74.730686,2786,2019-11-18,Tundra
Rate mind,41.58734,141.762023,55488,2024-12-27,Wetland
Miss whatever,-42.154429,-161.01837,14218,2019-06-09,Marine
