species,latitude,longitude,population,date,habitat
Market nothing,-46.987911,37.312229,48660,2025-09-25,Tundra
Plant agency,49.325483,53.321724,69245,2019-03-07,Urban
Success growth,21.511237,-149.14485,3807,2021-12-11,Forest
All these,54.61809,135.542833,30420,2017-07-08,Marine
Produce high,-30.242966,37.45849,59575,2020-10-09,Wetland
Nothing option,4.299978,32.967366,78495,2021-01-04,Freshwater
They people,-83.29271,64.06795,92358,2016-07-30,Freshwater
Feeling accept,-72.792677,55.190693,65279,2017-03-31,Grassland
Sound worry,-21.137533,158.802372,51577,2025-06-14,Forest
Less half,-47.711274,75.880366,96638,2024-12-06,Grassland
Million cultural,-48.540006,-136.874599,91575,2016-11-16,Urban
Send life,3.619202,-162.051261,40720,2016-11-11,Forest
Nor shoulder,48.975163,56.40496,27476,2020-04-27,Wetland
Interest probably,-19.732325,31.480886,80455,2024-03-10,Urban
Letter top,-75.80457,47.931364,19096,2022-03-15,Marine
Start spring,-6.969582,155.176654,32680,2024-01-04,Desert
Simply beat,17.035178,-76.260599,62783,2024-04-10,Forest
Early real,-77.73179,91.877102,85602,2020-09-15,Urban
Nothing wish,-7.656369,-175.587449,23379,2017-04-09,Freshwater
Happy card,14.87784,-95.384323,93210,2023-09-12,Desert
Plant play,-79.763007,-110.408205,57152,2019-10-09,Urban
Above want,35.819458,-59.770598,55151,2017-09-26,Desert
Produce Congress,-54.538731,-30.710735,19284,2019-02-10,Forest
Number finally,59.184894,-125.601116,54243,2021-10-01,Desert
About myself,61.686218,0.701231,22675,2025-03-14,Desert
Must level,-87.123667,113.141059,66774,2021-11-18,Grassland
Federal main,35.673037,110.072731,58622,2017-05-11,Wetland
Serious party,-80.932863,108.215591,6410,2022-06-15,Desert
Or step,-88.695178,117.927848,95819,2026-01-09,Grassland
Approach ground,-56.887509,75.156352,42701,2021-07-19,Desert
Take always,68.163074,88.159693,45804,2024-07-02,Tundra
Main factor,-65.248864,114.340308,600,2017-09-15,Tundra
None capital,-26.591987,118.436683,46353,2025-11-21,Freshwater
Process natural,37.975264,11.152593,32907,2023-08-29,Grassland
Before as,-31.495191,-91.461851,58017,2017-10-29,Grassland
Wonder read,-24.563607,-4.600277,70954,2020-07-17,Forest
Pattern significant,-39.066274,-52.17326,19412,2021-11-23,Wetland
Speech system,58.794954,173.13459,90243,2025-09-30,Urban
Program glass,-63.125372,140.463471,23236,2019-06-06,Tundra
Us threat,36.039023,3.209306,77733,2025-08-16,Urban
Player success,-77.884776,-42.659522,5817,2016-08-23,Freshwater
Sport the,68.516148,42.852859,37545,2024-11-03,Grassland
Out threat,-58.44833,43.089532,2753,2020-01-18,Forest
Allow boy,-11.339534,-79.629404,67066,2021-06-20,Forest
Great religious,27.486246,-95.320249,39757,2017-05-24,Urban
Southern federal,48.433062,-131.072077,16267,2022-06-11,Wetland
Answer serve,87.597344,-68.236145,27681,2024-05-23,Forest
Believe those,-5.807109,65.487018,87919,2023-08-12,Tundra
Machine southern,-19.149749,-34.175694,92971,2018-07-17,Desert
End hospital,46.674569,162.218596,72500,2020-09-22,Tundra
Employee dinner,88.571456,11.27383,26314,2016-10-15,Forest
Give nearly,52.549639,-92.357224,13177,2023-03-26,Marine
Goal table,-73.165568,-163.598427,30000,2017-06-19,Grassland
Third thing,-65.817638,-49.891217,65617,2018-09-21,Desert
Mouth table,78.436787,42.249056,54480,2021-08-10,Urban
Pull hour,70.550821,-40.846405,37926,2021-02-05,Urban
Hundred everyone,3.967626,-96.805668,96536,2021-12-13,Grassland
They several,-80.677169,-117.683609,69362,2023-04-27,Wetland
Hot value,-85.352447,-95.978268,7236,2022-05-05,Freshwater
Represent situation,18.364387,55.563448,78141,2024-05-16,Grassland
Every picture,-11.571169,-142.39006,98284,2026-06-26,Urban
Share one,86.727773,-100.14267,6954,2022-03-26,Marine
Down newspaper,-13.040082,6.690944,41358,2025-04-06,Marine
There get,-28.628823,-118.502659,59416,2021-09-30,Tundra
Direction herself,-65.8792,-8.965753,25790,2020-08-01,Forest
