species,latitude,longitude,population,date,habitat
Argue statement,-35.264981,156.514057,72061,2019-01-21,Wetland
Individual song,-3.877754,-94.474331,34771,2023-03-16,Wetland
Generation gun,55.810482,77.280656,85799,2024-02-29,Forest
Around order,52.249578,67.741793,19946,2022-07-14,Marine
Senior fill,74.729979,-138.983935,79450,2022-11-26,Freshwater
Difficult respond,-38.465777,117.421558,73279,2017-12-18,Desert
Try century,-47.7979,-175.868473,32439,2016-11-28,Urban
You name,7.013564,5.793174,77398,2020-03-10,Grassland
Draw then,-35.127457,-82.611311,25607,2025-11-11,Wetland
Order within,-75.174123,-14.330336,69705,2023-06-23,Wetland
Example seek,-51.234026,173.013312,86791,2022-12-13,Tundra
Discuss land,-61.063298,-45.127928,61880,2023-08-04,Grassland
Environment later,-68.935775,-92.612737,47189,2021-07-01,Tundra
Remember marriage,15.417283,66.118936,25921,2026-05-04,Tundra
Similar to,39.255696,148.731697,25565,2021-07-25,Forest
Third me,-13.121989,25.86633,91528,2016-09-15,Desert
Town environmental,-46.470825,-42.871547,68845,2017-09-18,Grassland
Both by,4.511598,-61.874375,4305,2024-01-28,Grassland
Or grow,-23.897221,-151.127771,31154,2019-12-16,Tundra
Design traditional,-36.665817,57.229368,79518,2018-02-24,Grassland
Include six,48.308757,-28.356955,285,2022-09-13,Forest
Phone heart,24.688721,131.310403,49003,2017-11-09,Wetland
Pass thing,15.75675,-117.898329,70117,2022-04-28,Wetland
My process,-11.162456,125.88364,25438,2020-11-02,Forest
Difficult open,-78.865191,-34.566568,24331,2020-10-18,Desert
Fill difficult,-40.330302,60.597704,76397,2019-05-15,Forest
Learn identify,-28.645553,169.248592,32266,2024-11-13,Urban
Ever blood,72.19183,-67.356728,98176,2025-08-06,Freshwater
Guess ok,-80.227227,-51.080127,2752,2022-11-16,Forest
Write reason,42.739839,-134.998582,52480,2021-05-15,Urban
None open,-58.9705,-101.723333,57517,2025-07-28,Grassland
Break writer,-11.774865,12.469225,43985,2025-01-26,Forest
Buy final,30.747507,-163.627246,97950,2026-01-15,Marine
How customer,16.382005,179.499136,67047,2018-05-01,Freshwater
