species,latitude,longitude,population,date,habitat
Dark source,40.323882,-13.792026,63712,2023-08-30,Tundra
Compare more,-4.300058,51.720163,34061,2021-12-27,Marine
Past newspaper,-39.865544,179.811472,7450,2022-12-12,Tundra
Few process,-88.772456,96.90882,24915,2017-02-10,Desert
New collection,68.498711,145.446962,15023,2020-01-13,Tundra
Game treatment,36.941325,70.181583,30060,2019-04-24,Grassland
Bad under,-38.128183,-88.380609,92651,2022-01-13,Tundra
Debate guess,1.15665,40.972441,24953,2026-05-31,Forest
Financial listen,56.05226,-113.370244,75411,2020-05-29,Grassland
Detail here,-86.336825,73.537648,31391,2018-08-21,Wetland
North drug,65.036301,-7.268088,94737,2023-01-06,Urban
Race resource,61.342432,148.516438,33725,2023-11-12,Wetland
Thus white,45.251545,-171.430694,97009,2025-12-01,Forest
Debate system,21.78659,34.92781,12074,2021-05-09,Marine
Gun develop,60.858756,73.338133,857,2023-07-09,Grassland
Wait simply,28.94195,154.69829,15939,2023-03-30,Marine
Cold final,59.274668,-43.668237,27558,2023-01-23,Desert
Security her,77.300605,137.708642,7943,2020-12-23,Urban
Night authority,49.567446,-80.192081,24956,2021-12-28,Marine
Peace different,35.464731,128.214107,46405,2026-03-07,Grassland
Section here,-64.041551,-105.434891,67196,2017-08-06,Marine
Bank hold,-16.477812,154.431136,25571,2024-03-21,Tundra
Health threat,20.686867,56.375845,48326,2023-02-18,Freshwater
Where west,77.514776,67.641548,64521,2021-09-20,Forest
Serve staff,-0.294222,100.094822,49676,2025-06-05,Wetland
Condition wear,-33.021657,74.156579,59281,2022-02-08,Freshwater
Friend little,21.010232,-84.167262,31844,2024-07-30,Marine
Eat experience,-33.920992,-106.817859,78011,2017-11-03,Marine
Case education,-86.634368,-119.146744,22901,2021-10-19,Desert
Exactly everybody,-24.047977,83.511997,51821,2023-11-25,Desert
If action,-80.47348,-111.583217,93865,2023-05-22,Tundra
Here challenge,-9.772092,-80.970856,9187,2017-11-30,Tundra
Garden wife,-54.572958,-0.11539,67466,2022-12-01,Forest
Reality case,-75.569342,-40.74753,23045,2023-12-16,Forest
Few partner,-65.12675,-107.896219,97750,2023-09-22,Urban
We wrong,75.159544,66.29772,65915,2017-12-30,Tundra
Develop deep,-65.051786,114.505584,5555,2017-09-25,Urban
Minute serious,38.730525,116.276307,72009,2018-03-06,Freshwater
Note debate,-8.6229,-22.475563,66521,2020-06-13,Tundra
Behind always,-69.877236,154.442609,51799,2023-01-16,Desert
Season may,72.181452,171.673055,81785,2018-03-21,Freshwater
Admit treatment,-89.358436,-105.680713,42241,2025-06-02,Forest
Your detail,15.736066,49.923356,36619,2024-11-28,Grassland
Key peace,50.473697,136.743852,51195,2026-04-22,Tundra
So understand,17.362081,18.878321,51567,2018-05-31,Forest
Significant arrive,-57.180615,123.733156,92329,2017-10-12,Tundra
Air able,3.895882,109.606066,65025,2024-10-12,Freshwater
Light member,14.152026,178.228132,51897,2018-03-24,Freshwater
Deep reflect,31.735451,-10.346623,62738,2023-10-02,Tundra
Head if,-14.572763,-154.62129,14766,2026-05-23,Grassland
Possible blood,-31.717767,11.0196,25610,2026-05-26,Marine
Today perhaps,-39.334373,-81.153391,63621,2017-12-28,Freshwater
Walk enter,69.620497,-114.875264,87246,2022-06-09,Freshwater
Result fast,-43.541808,156.098085,10312,2025-04-07,Grassland
Somebody little,-4.675098,-140.942739,68037,2022-09-26,Grassland
Glass factor,-10.613785,-66.956009,85301,2021-05-09,Forest
Ten recent,55.995277,-56.789642,93991,2023-07-15,Marine
Can its,-26.315434,-23.661628,43347,2025-10-05,Forest
Office just,72.088156,-57.858982,70912,2018-06-13,Freshwater
Type he,66.063949,83.117362,19121,2019-11-18,Urban
Ask month,6.228694,47.83408,42047,2021-05-22,Urban
Truth enough,-56.910119,135.716233,61480,2021-07-12,Desert
Blue true,-48.62861,-119.796218,80110,2020-07-16,Forest
Full seven,9.290689,27.789025,2950,2017-06-24,Freshwater
Skill during,-14.201186,151.443446,51509,2024-11-03,Forest
Task responsibility,19.977676,132.942267,89650,2025-08-20,Desert
Investment defense,85.335358,81.067242,29904,2018-05-27,Forest
Away bar,27.036443,54.1384,30414,2025-04-19,Tundra
Part defense,-61.648815,31.767219,58503,2018-08-06,Forest
Personal popular,-88.142481,-21.565668,75727,2025-04-15,Grassland
Item PM,10.527939,17.707104,69861,2022-05-05,Tundra
Democrat cut,-68.338491,49.317914,97449,2023-01-19,Forest
Figure choice,-37.790662,-30.56082,35340,2019-06-17,Wetland
Identify first,-59.837979,157.556303,73563,2018-06-02,Freshwater
Street thousand,-88.608117,24.734845,56916,2020-02-15,Desert
Mr memory,52.624583,173.706943,7083,2021-06-07,Freshwater
Work impact,69.381165,-142.524257,66761,2025-12-11,Marine
Commercial second,-16.586093,-152.940351,43198,2024-11-08,Grassland
Career glass,66.950467,-73.971229,46445,2016-10-13,Freshwater
Position sometimes,-48.597991,38.630079,98263,2017-01-29,Marine
Wrong yet,-50.263398,-162.654622,67133,2019-01-12,Freshwater
Room list,40.213104,13.91211,27682,2020-08-03,Tundra
Every six,69.742643,6.397698,46848,2019-03-23,Tundra
Subject small,-28.39335,6.782813,75933,2017-01-13,Grassland
Pm it,87.901356,-101.537747,71054,2021-10-21,Tundra
Event stop,-14.188305,-35.341075,79069,2019-06-05,Tundra
Feeling else,-31.81083,67.890223,66228,2023-07-20,Freshwater
Over really,-52.742728,5.424266,11138,2019-05-03,Wetland
By magazine,-31.68767,1.269951,26031,2025-05-05,Tundra
Hold less,50.057367,28.922587,18112,2022-06-24,Urban
Suffer ok,56.347848,5.723668,97931,2024-08-26,Urban
Theory start,48.315382,-55.518881,629,2018-05-25,Tundra
Conference choose,32.256079,0.586238,75921,2018-03-02,Forest
Property growth,-37.764729,155.521272,70566,2017-05-11,Grassland
Upon him,-4.620085,-135.34331,56830,2017-05-02,Urban
Thus kind,68.174781,72.905873,63692,2025-01-15,Marine
Again bed,-59.054212,-9.663007,61507,2021-11-03,Grassland
Others owner,-34.977791,-35.716513,31629,2026-06-27,Forest
Within student,45.69848,58.943025,66035,2025-08-14,Grassland
Since control,39.214246,107.858212,73585,2023-01-13,Urban
Million shoulder,-86.92109,87.512587,58462,2023-08-09,Freshwater
Cost minute,-18.785508,165.407284,98701,2022-10-20,Desert
Pick scientist,6.447554,-41.116819,74660,2018-08-24,Desert
Later lot,-27.390529,-32.759427,35513,2022-02-07,Wetland
Southern huge,-63.172693,-134.709952,4785,2023-01-21,Marine
Bill career,52.43861,-71.10592,91325,2023-06-11,Grassland
Mouth decide,75.84715,-134.752729,8487,2023-07-30,Desert
Happy by,80.461713,-145.350528,16060,2023-07-14,Marine
Meeting different,-73.664173,59.890631,17857,2024-12-15,Grassland
Order surface,-15.760254,55.931369,22827,2021-06-03,Freshwater
Card of,16.739947,51.152663,25300,2019-10-04,Desert
Order child,5.836224,-85.967144,78779,2021-11-16,Desert
Ground something,-12.369507,12.128412,74231,2021-09-02,Urban
Become believe,-10.988556,4.87521,10912,2018-07-02,Desert
Inside again,24.171084,129.781858,46470,2024-09-20,Wetland
Guy realize,25.736531,-48.521716,2354,2023-11-03,Marine
By instead,-89.678038,-166.66719,82470,2019-06-25,Marine
Five also,35.631779,11.463123,9868,2018-11-09,Marine
Long reveal,-72.577392,52.208853,61513,2026-01-15,Marine
Rule yeah,41.553388,-161.4073,10783,2019-04-14,Tundra
Treatment just,-51.179076,162.005337,40474,2024-11-22,Freshwater
Factor and,-85.730135,6.550161,666,2023-05-31,Marine
I to,50.38766,-34.462445,72849,2019-06-01,Wetland
Majority little,88.190222,172.836296,97059,2017-07-18,Grassland
Realize some,-61.631911,-36.600397,42093,2025-09-14,Tundra
Body lawyer,-63.300241,-124.361548,37904,2020-11-26,Forest
Card billion,-22.646788,-151.670574,63500,2016-12-28,Tundra
Inside position,-49.048925,98.109347,1344,2019-05-03,Marine
Worker others,-58.559814,68.302585,65415,2025-12-21,Desert
Address radio,-12.562454,-95.19279,43525,2022-09-24,Urban
Anyone item,41.096412,-166.344153,12782,2025-09-10,Forest
In system,49.392075,-154.715527,3759,2020-04-16,Marine
Need control,-44.778645,-93.810334,69092,2024-09-01,Urban
Upon exist,-52.957726,145.999746,93609,2023-09-29,Forest
Here win,-36.608639,-96.204171,38332,2018-05-25,Forest
Field institution,18.297392,-70.958,50167,2022-05-05,Urban
Present shake,-33.505245,-88.769993,33503,2019-08-19,Urban
Technology meeting,-48.638248,-133.639434,77315,2022-03-29,Forest
Body from,-64.352136,-72.267332,72901,2025-02-24,Freshwater
Too rule,15.926498,-108.115648,80516,2021-01-21,Wetland
Than understand,37.24185,76.543391,52179,2019-03-20,Freshwater
Surface wall,44.277945,99.07463,8435,2019-05-04,Urban
Past book,-39.733899,130.080348,63475,2023-07-29,Urban
Exist child,-78.120552,-99.62171,45565,2016-09-16,Desert
Keep cut,-43.312963,-60.92858,90215,2020-07-15,Desert
Fill hear,62.084889,-86.211293,64397,2024-04-30,Grassland
Move politics,-71.422671,-25.469982,25219,2020-12-21,Desert
Item east,76.031533,164.044011,33049,2020-05-19,Wetland
Can rest,-86.204188,107.583717,37168,2017-05-06,Forest
Room majority,42.268067,-179.397917,84969,2018-11-21,Desert
Sometimes maintain,-18.38969,-178.895914,71797,2022-07-10,Wetland
Woman however,63.344103,68.933598,86804,2023-09-20,Tundra
Time prove,-81.461574,-11.600186,41457,2021-01-16,Grassland
Art real,-22.041608,-172.672046,25995,2022-09-21,Tundra
Political appear,-30.562417,-63.488911,53435,2017-12-08,Wetland
Leg tree,-54.400315,2.310785,30393,2022-06-01,Desert
Serious stock,-43.905834,-159.523396,13410,2020-10-19,Urban
System particularly,44.060125,-70.683899,89619,2017-07-14,Freshwater
Product Mr,-78.568858,-169.552371,42371,2024-10-02,Freshwater
Indicate single,-32.049186,128.765569,53770,2021-01-19,Wetland
Smile certainly,33.481494,-7.624333,19183,2025-10-27,Wetland
Detail part,-62.507287,122.230339,77169,2026-01-01,Forest
Third thousand,-25.399057,-97.786602,13537,2022-11-11,Grassland
Fall generation,49.9811,-43.471566,85983,2020-09-05,Grassland
Expect physical,78.545006,82.363697,9224,2026-01-21,Urban
See degree,-17.370879,-119.968882,61764,2025-12-18,Freshwater
Later great,-6.61591,66.190039,33850,2021-06-08,Marine
Use benefit,-42.194086,-28.772576,21516,2023-10-19,Desert
Buy with,-77.783747,105.743441,16654,2019-05-02,Forest
Strong school,27.073199,-68.901641,79314,2025-12-01,Tundra
Effort follow,19.962026,-174.235027,5825,2026-01-08,Freshwater
My really,-11.864054,-114.230768,74457,2021-03-15,Marine
List might,-63.585656,118.90191,10090,2022-11-30,Desert
Nor century,45.481117,59.038681,85884,2022-04-24,Desert
Evening surface,-16.028925,141.910295,93602,2019-06-26,Tundra
Smile long,53.821741,-171.291409,53775,2025-04-17,Forest
Ask wife,-21.192962,150.073319,77868,2025-12-12,Desert
Outside employee,41.802168,167.842444,89403,2022-07-28,Marine
How represent,-36.908255,116.322553,34753,2021-07-05,Wetland
Civil short,-16.591736,-122.019507,31980,2017-03-25,Wetland
Rate boy,9.557759,-79.336508,69021,2016-08-31,Wetland
Second senior,-33.559046,-36.451051,49146,2020-01-23,Forest
Agreement through,47.777446,166.307189,54450,2020-03-05,Marine
Respond young,19.416393,-159.060382,11312,2019-08-01,Desert
Your people,8.924573,-18.692434,23640,2017-03-06,Desert
Either near,57.538873,85.754068,32993,2019-10-05,Forest
Leg even,-24.813068,-129.511919,14479,2023-01-29,Tundra
Capital involve,-29.229489,-11.257663,9804,2017-11-29,Forest
Weight travel,14.593369,-174.34176,86128,2022-01-16,Freshwater
Popular carry,0.611315,-71.560204,25884,2020-09-25,Marine
Much order,8.874904,112.759469,99609,2024-05-20,Desert
Moment money,15.130112,-47.732685,10537,2018-08-23,Marine
Item cultural,-37.197355,165.356891,1269,2022-05-29,Forest
Forget meet,38.939754,-88.503226,86425,2024-10-03,Urban
Century indicate,-21.511442,-101.210923,89611,2023-03-06,Grassland
Whose series,21.870207,-133.124779,21897,2019-11-16,Wetland
Car for,58.134948,-27.600608,2719,2021-06-06,Wetland
Edge find,23.963075,106.756419,26724,2019-02-02,Forest
Many position,81.560937,-24.573522,10471,2025-10-01,Wetland
Much series,-3.194117,-36.547066,24900,2023-06-04,Forest
May agree,-61.240127,-57.995469,9030,2022-12-01,Freshwater
Lawyer wonder,79.345228,116.145569,36332,2018-05-02,Freshwater
Exist reality,-55.61399,10.964665,17936,2019-10-25,Marine
