species,latitude,longitude,population,date,habitat
Age major,-28.555476,-28.621638,19798,2021-11-01,Grassland
Test point,50.347869,-111.352321,82732,2021-07-17,Desert
Station worry,-66.369568,118.214321,57126,2018-02-11,Urban
Particularly value,-81.909806,-25.134907,89704,2019-05-20,Freshwater
None culture,-8.316019,-68.748909,45956,2017-03-05,Urban
Short wait,56.962457,21.986599,23914,2017-08-21,Desert
Attention require,88.881775,88.504632,3755,2019-07-25,Tundra
Identify record,42.885045,147.917146,1285,2018-12-15,Freshwater
About consumer,28.562518,45.429283,52730,2017-05-19,Tundra
Travel pick,-23.445668,82.756248,78600,2026-03-04,Grassland
Ball nearly,-3.670553,49.184122,79171,2019-12-12,Grassland
Analysis size,-65.268729,-78.568383,61717,2023-09-28,Wetland
Though natural,-62.434571,78.992265,25460,2024-11-01,Grassland
Similar develop,86.442147,-159.721473,88284,2016-07-30,Desert
Whole might,80.660235,-103.367406,42804,2016-09-19,Wetland
Seat maybe,-35.07429,-7.703396,61638,2023-01-18,Forest
Air ever,55.434226,-110.651586,38684,2024-04-29,Urban
Lot perform,53.378108,86.187233,32594,2021-07-04,Wetland
Which rise,7.789898,30.955111,27439,2019-10-04,Freshwater
Anything family,-83.20456,146.332797,18888,2017-03-25,Urban
Appear care,89.544721,-82.324773,43483,2017-03-14,Tundra
Thus suffer,77.797023,139.868106,98688,2017-06-11,Grassland
Fear require,-12.171859,-22.198221,83796,2020-02-20,Grassland
Guy help,-24.789936,-62.528524,23590,2016-08-02,Grassland
Adult thus,82.044375,-85.046154,45174,2023-10-29,Desert
Throw sister,-16.141687,-40.102485,4574,2019-01-11,Tundra
Long hour,41.452099,116.33653,11731,2024-01-27,Wetland
Feeling hear,-80.08367,-2.683829,51905,2019-10-30,Freshwater
Fly bed,-62.309098,113.361516,93264,2017-10-31,Forest
Whole majority,-75.067663,13.203502,1776,2024-06-03,Desert
Since charge,-88.363352,42.859875,18193,2022-08-09,Wetland
Actually produce,18.352339,55.085102,56975,2018-05-17,Urban
Without raise,68.016575,-45.320738,94821,2021-01-15,Tundra
Physical school,69.03554,55.021563,73527,2023-05-07,Forest
Statement fall,63.519821,20.631288,51379,2018-04-01,Wetland
Tell newspaper,-43.271838,46.579786,46297,2023-12-17,Tundra
Safe with,-86.797929,-136.015368,86514,2017-11-28,Grassland
Inside smile,2.859622,78.24403,83543,2019-04-17,Desert
Who condition,35.141563,-123.029426,38399,2023-05-29,Wetland
Report interesting,-21.974777,64.432609,4263,2017-04-21,Marine
Color myself,77.416513,116.067547,55893,2021-08-01,Freshwater
Old use,42.878104,-33.411203,50371,2016-08-23,Tundra
Pick far,-44.191373,-0.594456,93129,2022-03-10,Grassland
Center raise,38.081812,-23.231085,4681,2020-03-30,Grassland
Wrong late,41.864131,-49.913068,7240,2021-03-21,Freshwater
More hospital,30.461494,99.644732,97574,2025-04-23,Freshwater
Collection lose,46.484243,-126.707354,36014,2018-09-13,Marine
Government admit,4.733385,42.567576,42788,2020-08-11,Desert
Adult major,-83.466068,0.940573,87639,2016-09-16,Grassland
Actually country,39.112503,126.135864,97347,2017-05-02,Urban
Stay how,-77.631155,-178.733441,17665,2023-07-02,Forest
Develop happen,44.585415,-64.769594,14599,2026-07-03,Desert
College attorney,-25.181346,-36.408885,7813,2016-11-28,Urban
Someone station,-44.097353,-169.039324,71315,2020-04-18,Freshwater
Box give,-88.655589,-157.222149,63078,2025-10-20,Grassland
Could ball,38.610099,53.804792,81451,2021-08-13,Marine
Despite network,37.029672,94.914353,94865,2019-08-07,Grassland
Until southern,-18.38464,155.869147,30629,2019-01-14,Grassland
While plant,-13.488188,-103.412739,69962,2019-07-30,Tundra
Court dinner,-53.955732,105.903178,2872,2023-11-09,Forest
Indeed interview,77.237626,107.599446,23700,2019-05-18,Wetland
Significant discover,60.950076,-166.149664,23971,2022-05-18,Marine
Always note,-11.462693,-92.802127,90372,2022-08-04,Desert
Allow guy,7.410902,124.749127,20383,2025-08-08,Tundra
At later,-79.338739,146.959196,88028,2022-04-17,Tundra
Peace system,68.369563,103.349223,29241,2016-08-31,Desert
Along just,29.293107,-12.780069,23313,2022-12-02,Freshwater
Eye whose,-70.091739,-100.508798,35303,2021-07-14,Freshwater
They begin,87.852197,-9.80181,98084,2025-02-20,Marine
Friend significant,-66.758934,67.17181,31137,2017-04-09,Urban
Claim door,-56.654048,-92.801951,99245,2020-03-26,Urban
Despite suddenly,38.083502,95.944388,12505,2022-01-18,Marine
Old although,-11.553647,-74.830064,25738,2022-11-05,Forest
Old feel,-51.236949,-42.020349,68587,2024-08-22,Tundra
Anyone property,-23.996912,141.125178,22558,2019-08-15,Tundra
Deep research,80.020092,-12.895954,16186,2023-04-20,Forest
Finally similar,-46.614455,-140.88556,14608,2024-12-22,Forest
Hour believe,2.42182,74.267904,67222,2017-07-04,Urban
Population front,22.548943,60.187803,68136,2018-01-19,Urban
Pass fall,55.823827,-65.430119,93968,2025-06-29,Grassland
Live those,-68.583878,-18.653868,83736,2022-05-12,Forest
Must finish,-72.230494,-77.005228,28593,2022-07-21,Marine
