species,latitude,longitude,population,date,habitat
Poor street,26.293495,53.673769,32827,2025-09-14,Tundra
Any ten,-6.429594,-140.198873,96501,2022-09-05,Freshwater
Whole general,57.240471,47.627452,42194,2025-04-07,Wetland
General think,86.671656,-179.072953,45896,2019-02-23,Grassland
Turn popular,66.529047,-157.333836,79888,2025-01-04,Wetland
Himself third,-20.026539,118.547419,11854,2017-04-21,Marine
Central too,-64.689895,-64.335364,50342,2025-01-08,Freshwater
Soon today,-30.360278,87.886744,52543,2021-05-19,Wetland
Hundred could,-82.70938,-66.45561,62376,2023-11-10,Grassland
Opportunity arrive,-63.716507,10.76282,86349,2024-05-08,Freshwater
Law something,-33.335186,99.189198,69179,2022-01-24,Wetland
Find church,-49.035569,31.237149,17030,2020-07-04,Grassland
Cultural from,53.782227,-24.955535,13664,2017-07-23,Wetland
Matter not,-27.712394,134.956914,579,2020-08-16,Marine
Rise report,-61.171572,100.0661,43524,2021-07-01,Marine
Carry run,81.528261,43.496612,85217,2020-07-16,Wetland
Protect mind,-18.353112,40.235685,66816,2016-08-06,Urban
Case spend,51.171224,-0.828679,79140,2022-04-05,Freshwater
Before senior,-6.652006,62.135413,83026,2017-04-15,Marine
Plant us,-54.123368,105.188568,87959,2021-09-08,Freshwater
Base company,17.899516,124.178325,5793,2025-04-08,Tundra
Majority public,47.447997,56.542488,23686,2025-08-24,Marine
Strategy agree,82.678139,-22.281692,15375,2019-10-28,Grassland
Gas set,75.591496,71.038823,49842,2022-04-19,Freshwater
Themselves ever,-28.269333,160.479332,18932,2018-02-13,Wetland
Water full,-24.829252,-168.488639,94319,2020-03-02,Wetland
Growth environment,-60.8293,36.264801,15920,2017-03-09,Marine
Trade theory,-81.998261,36.087955,4152,2024-12-07,Grassland
Now own,77.964041,-40.12483,27254,2019-06-27,Tundra
Event southern,61.56315,-128.242399,58129,2026-06-08,Grassland
Character as,-33.559511,146.887064,72855,2023-03-20,Grassland
Owner move,87.028845,-74.199744,83500,2020-07-17,Urban
Other young,52.314675,176.249103,26504,2025-06-18,Freshwater
Need international,86.789253,16.279793,46186,2017-02-10,Tundra
In let,-19.784571,98.768248,52886,2026-01-14,Grassland
Mission picture,84.194623,168.739963,52696,2024-10-16,Wetland
Lose sometimes,16.630839,155.618777,73623,2017-09-02,Marine
True exist,28.93589,179.338523,99667,2019-12-29,Urban
Edge politics,-35.549985,29.83607,69598,2017-11-12,Freshwater
Standard weight,9.347464,160.99141,29874,2021-12-25,Desert
Do stock,32.500455,101.518476,18375,2022-07-17,Desert
Firm against,-29.084307,-148.053707,98696,2019-09-10,Desert
Staff lay,14.262637,-86.31098,62764,2016-10-12,Urban
Myself detail,-27.204953,114.090842,87575,2021-08-06,Urban
Thousand message,62.113934,-26.291928,82044,2021-05-14,Forest
Power through,-84.615649,6.54664,9021,2018-12-03,Grassland
Stand single,-14.996607,-41.555516,50329,2016-09-04,Grassland
Southern on,2.063133,11.76001,62015,2020-02-24,Freshwater
State half,-75.241149,108.828668,66764,2022-09-07,Grassland
Evidence make,-35.787082,139.387856,68889,2025-06-27,Forest
Heart include,-28.138518,-8.916312,8859,2018-07-29,Grassland
Live professional,22.980135,85.629452,3470,2018-08-26,Urban
Smile mission,-3.259418,-47.381893,5782,2023-03-10,Forest
Price thousand,-85.704913,-93.22271,87770,2020-06-25,Urban
Then vote,80.279477,-173.070471,34504,2023-01-02,Freshwater
Tell vote,-84.427538,36.777677,42073,2023-05-24,Desert
Two sound,11.707033,-124.016247,98439,2026-06-22,Tundra
Crime common,74.481147,15.103931,97113,2023-09-14,Freshwater
Government foreign,9.003094,-119.101331,83557,2024-01-31,Urban
Ground outside,49.4401,-159.125015,71594,2021-11-28,Urban
