species,latitude,longitude,population,date,habitat
Door able,-79.442218,168.897354,7927,2024-04-22,Tundra
Ball total,-20.756568,179.970417,85244,2018-08-12,Tundra
Attention cultural,71.548002,9.89114,11128,2023-11-17,Grassland
Join account,-46.243729,-178.692279,75698,2024-08-03,Marine
Wait raise,72.806149,28.281053,49656,2018-09-03,Marine
Eight operation,-78.166572,-141.064242,428,2019-05-01,Forest
Middle rule,28.375119,-53.977867,58655,2025-01-22,Grassland
Measure fight,56.292704,36.3373,99713,2016-11-10,Forest
Fact treatment,-64.521915,-45.189409,67583,2024-06-23,Marine
Where him,-72.603279,-27.082817,16473,2022-12-10,Freshwater
Reach region,67.167211,-113.913929,81944,2017-01-07,Grassland
Oil today,1.623388,-55.500679,47700,2019-04-21,Grassland
Together attention,-73.719502,-153.653094,32600,2025-07-15,Freshwater
Dinner each,31.427188,123.494616,63844,2023-05-30,Freshwater
Tax rather,-59.40928,78.676538,57652,2019-05-19,Desert
Style impact,-72.803187,37.89498,16725,2022-01-12,Urban
Perhaps although,85.230279,104.770539,12595,2018-09-10,Wetland
Article much,-36.563388,127.539245,85441,2019-04-12,Tundra
Team word,89.91498,-44.742516,88152,2019-05-02,Desert
Look arrive,-41.350411,169.094372,46847,2025-03-03,Marine
Speak poor,81.87652,54.110276,40663,2017-07-16,Tundra
Mother field,-25.852967,125.810777,18320,2020-05-15,Tundra
Trial car,-71.800449,150.58828,39949,2019-07-23,Grassland
Arm community,-73.208021,-62.496198,37999,2018-11-22,Forest
Walk fall,46.5342,130.61976,20317,2021-07-08,Urban
Recent chance,39.547324,-149.096845,42010,2023-06-11,Desert
Plant expect,16.369458,135.000173,2145,2025-12-15,Wetland
Student involve,-79.65238,-174.535118,54362,2024-07-16,Urban
Election dinner,57.324347,75.584391,76407,2019-10-28,Freshwater
Huge tree,17.331881,97.732338,86843,2026-06-08,Urban
Imagine arm,19.591531,25.783555,76095,2018-04-16,Grassland
Admit professional,-59.917321,-63.729661,86955,2018-03-08,Freshwater
Challenge go,37.418398,-9.689575,87399,2018-02-15,Grassland
Involve allow,28.586573,42.364875,19412,2025-06-05,Grassland
At like,-0.418395,-92.089057,56172,2020-06-03,Freshwater
Leave system,4.168687,69.294917,97965,2020-06-15,Wetland
Staff push,30.230866,68.360918,78555,2021-06-20,Forest
It work,-39.42161,-29.343143,13510,2018-06-30,Marine
What step,-24.745033,-89.323593,29330,2023-11-12,Desert
Partner next,-81.678595,-156.369273,66918,2017-06-14,Forest
Current PM,-7.66973,14.256212,6368,2017-02-04,Forest
Speak somebody,-33.609659,52.523457,45930,2016-10-06,Grassland
True cause,19.368775,-175.777938,48412,2022-10-13,Desert
Might huge,84.527169,20.811368,91404,2019-10-19,Desert
Deep ago,-78.170963,-62.402843,19174,2017-11-26,Urban
American personal,-84.746608,-31.833214,41576,2022-08-15,Tundra
Team sure,-12.025288,-123.651916,3011,2020-11-01,Freshwater
Difference wish,18.117091,152.742553,92651,2019-01-19,Tundra
Technology audience,-32.354538,135.465383,36713,2024-06-30,Marine
Travel behind,15.67286,59.803532,10007,2025-08-25,Grassland
That allow,10.869722,-129.586133,89388,2018-04-21,Desert
Interest too,3.482087,39.11452,74059,2022-12-11,Tundra
Base performance,53.710559,-47.738327,86317,2020-02-22,Urban
So table,-40.889058,-31.73258,49005,2020-12-28,Tundra
Pick thousand,-35.877257,-157.158028,67564,2017-06-15,Forest
Admit natural,24.091821,-23.796891,39743,2026-04-07,Grassland
Present writer,-29.527993,-126.263677,83606,2025-04-23,Freshwater
Above finally,14.155874,177.133579,19739,2023-04-15,Urban
Commercial enough,-47.025902,87.977979,31627,2020-01-03,Forest
Billion affect,-54.672102,-55.170892,89445,2021-06-07,Desert
Poor year,-24.619521,148.113237,91736,2020-01-27,Forest
Hot education,-55.352547,81.972268,31924,2024-07-18,Marine
Nice traditional,-36.982401,112.489214,6893,2023-10-24,Marine
Specific win,-31.367076,17.527168,12450,2018-06-25,Urban
Maintain know,61.502662,147.427841,40505,2019-12-30,Wetland
Home fall,62.382514,1.117008,6908,2024-09-04,Wetland
Shake spring,57.976355,9.710218,79131,2024-12-19,Marine
Open national,-8.82053,137.00864,8209,2026-01-26,Desert
Than theory,15.404225,-103.570743,77872,2025-06-13,Forest
Condition front,47.649718,47.072835,85214,2020-12-07,Wetland
Build whether,-64.352782,106.358249,71168,2025-06-13,Forest
Movement lose,5.234427,-54.74953,51574,2024-04-22,Wetland
Son maintain,57.933452,44.377954,78260,2018-12-29,Forest
Score weight,86.855506,-126.954599,27101,2025-01-22,Wetland
Build authority,-65.824241,-28.627816,18905,2023-09-24,Marine
Chance good,50.500255,178.382472,25624,2025-10-02,Desert
Direction choose,29.030722,37.857205,28412,2018-08-24,Tundra
Culture couple,68.852356,168.767508,30620,2023-04-28,Forest
Better discuss,-8.873656,86.899928,46043,2022-08-12,Marine
Including hundred,29.095793,-161.046808,40318,2020-09-22,Tundra
Business chair,58.796596,72.85015,76367,2025-08-22,Marine
Again thing,58.345269,119.407974,68308,2022-03-14,Wetland
Interest party,-15.152431,161.395701,61529,2016-12-08,Tundra
Pay century,-51.501409,132.14409,40075,2021-02-22,Forest
Policy season,81.396114,37.951354,45275,2022-04-07,Freshwater
Speech between,8.467443,38.181492,86826,2023-12-07,Grassland
Operation behavior,-56.107022,173.680504,24926,2019-04-05,Desert
Station year,63.206577,146.726299,77169,2021-02-03,Forest
Small culture,32.455714,-174.398542,40791,2021-01-30,Forest
Pick computer,75.290779,-176.463807,92779,2022-07-05,Forest
Still majority,-84.658266,61.123081,17856,2025-09-22,Marine
Computer brother,14.00802,-139.251743,71099,2018-06-24,Tundra
Above right,78.058872,-37.828762,40051,2019-10-02,Desert
Left defense,18.005516,-63.476017,11493,2023-02-24,Grassland
Southern paper,75.81927,94.114434,71808,2018-03-21,Forest
Strong someone,19.878422,-24.811974,20636,2019-08-12,Wetland
Dinner organization,8.222047,151.378002,78396,2017-04-25,Grassland
Congress style,3.454217,-128.453556,98132,2016-10-02,Wetland
Kid artist,3.328463,-48.801854,79853,2023-04-03,Forest
Fish interest,59.021621,104.39776,47708,2016-11-18,Desert
Now raise,75.35886,23.680708,26102,2021-06-22,Marine
Individual watch,25.110764,128.220898,73777,2018-06-28,Grassland
Hit artist,68.307172,124.525982,22144,2017-03-16,Urban
Hope look,53.629461,-149.064651,46113,2016-09-27,Forest
Can machine,-29.769851,-132.827255,4932,2021-06-10,Freshwater
Of score,-8.636968,-52.534168,34268,2023-12-26,Tundra
Cause race,63.343495,165.484509,21264,2017-03-27,Freshwater
Partner yard,-41.745382,69.397527,96448,2021-04-27,Forest
Today nation,72.217643,153.049538,20906,2021-08-03,Marine
Painting daughter,-64.802485,-141.583935,72242,2026-03-03,Urban
Stuff clear,-75.70553,-3.929005,18768,2021-03-27,Desert
Its camera,-33.273424,104.223479,62713,2023-06-27,Freshwater
Technology chance,-48.78188,-102.765223,56242,2026-05-07,Forest
Rise speech,87.086504,-77.229064,13405,2022-03-16,Grassland
Hear her,59.054171,-56.474912,50550,2017-11-30,Freshwater
Issue always,-52.695033,-100.623824,69892,2023-03-23,Wetland
Firm available,-58.133571,149.76996,92603,2026-02-01,Marine
Check sign,68.748647,86.549368,2293,2024-07-08,Wetland
Bit successful,40.562602,15.371159,95992,2024-11-29,Desert
Attention drug,68.403506,-82.45972,66763,2018-09-15,Wetland
Interview middle,55.897988,-113.94153,44556,2025-12-19,Marine
Medical cup,83.428687,-136.169951,89419,2018-04-21,Desert
Group determine,-49.073048,-29.729705,72452,2025-08-26,Grassland
Upon generation,-19.810624,-28.601599,70874,2017-09-23,Forest
Kid budget,-70.170793,-16.093737,27630,2026-05-07,Freshwater
Hit week,61.69019,-59.111856,76041,2023-08-25,Desert
Something budget,-3.007433,25.67936,72596,2018-03-08,Tundra
Cost degree,-66.111499,135.498148,56764,2026-06-03,Freshwater
Move church,-44.996143,63.025631,66200,2017-06-01,Desert
In space,84.030323,-77.334499,19751,2026-05-11,Marine
Church from,53.698701,-48.864202,51244,2022-03-13,Forest
Environmental computer,-50.333809,-168.008801,20980,2023-04-07,Wetland
Science take,-62.097111,-140.522742,76347,2025-03-08,Freshwater
Reduce something,41.855851,44.179813,31809,2026-01-09,Urban
Yet appear,-74.306883,47.598902,91357,2019-06-25,Grassland
Notice property,65.174877,131.686633,9257,2022-07-07,Desert
Than miss,72.376886,65.021814,71733,2022-12-24,Urban
Win professor,-46.477761,93.139183,43412,2022-01-09,Forest
Experience president,-74.476682,159.752203,15828,2020-11-19,Wetland
Bed specific,23.348361,36.369809,44428,2021-02-11,Desert
New involve,48.602069,-156.296467,76249,2025-05-30,Grassland
Company think,23.113939,-4.335443,15961,2021-06-04,Forest
Environment discussion,28.760963,28.634167,63991,2021-05-01,Forest
Hard operation,78.716934,-56.866682,10655,2023-12-15,Forest
Reflect across,76.283006,-82.230521,77245,2025-10-05,Urban
Certain hundred,8.192174,42.586249,76103,2020-10-28,Desert
Story side,-5.097606,2.408638,77583,2022-04-12,Forest
Ever everybody,8.055486,102.776205,69804,2020-05-20,Desert
Road public,15.838124,-129.905325,7367,2017-11-11,Freshwater
Reduce break,31.749167,-94.302108,2976,2024-11-16,Desert
Cover whom,49.213788,-116.226096,43893,2025-09-28,Desert
Management wear,-27.638355,-37.112807,27559,2020-11-30,Wetland
Of baby,69.354023,128.884794,10146,2016-11-10,Forest
Police matter,52.097641,109.071598,79689,2023-03-25,Freshwater
Congress project,-45.335315,130.365532,13021,2022-02-05,Forest
Body man,-76.807466,2.202986,28563,2020-04-06,Wetland
Pull possible,-13.930701,82.779853,42180,2021-04-13,Forest
Great positive,-11.791874,160.184983,88969,2018-10-02,Marine
Always cause,26.797679,-15.257719,6322,2019-11-04,Marine
Happen sort,38.330149,31.180583,43124,2023-01-21,Wetland
Entire interest,87.9817,-104.600651,67666,2020-11-28,Forest
Organization site,15.182339,85.235385,29241,2022-02-11,Tundra
Meeting wide,-20.269066,85.343708,42356,2017-07-01,Tundra
Foot only,67.342622,-121.448712,81172,2021-07-17,Desert
Analysis necessary,58.679374,-45.913984,61591,2016-08-25,Marine
Article such,50.589315,7.058889,55673,2017-09-29,Freshwater
Talk feel,-36.635742,81.572509,51541,2023-11-05,Forest
Yourself instead,-24.161994,130.523438,85189,2019-11-18,Freshwater
Effort religious,-22.630752,-120.010734,62096,2020-04-24,Desert
Red reflect,-65.026023,20.256566,90284,2016-09-27,Tundra
Investment brother,-42.559964,81.62023,71634,2023-04-11,Forest
Call contain,82.691269,-51.656529,4533,2018-06-08,Wetland
Cover good,23.493694,-111.72434,50273,2019-10-03,Wetland
Military future,-10.738636,147.431808,74726,2025-10-31,Tundra
Old fast,-70.226297,98.84419,75179,2021-02-18,Freshwater
South include,89.542243,56.32005,12063,2017-12-30,Forest
Call system,12.993812,-3.077713,92904,2025-09-03,Grassland
Never leg,-68.450615,-143.338523,59859,2021-01-11,Desert
Season wife,21.372327,-15.121981,27491,2026-06-14,Wetland
Draw remain,85.420916,79.466168,61570,2025-02-20,Grassland
Writer staff,-6.199957,-22.756135,88153,2022-11-27,Urban
What coach,66.420526,-117.758502,70511,2021-02-11,Tundra
Oil example,-66.164497,41.793051,47188,2018-11-23,Wetland
Recently though,-66.857748,21.555252,37301,2026-01-16,Freshwater
Interview boy,60.130057,-152.305425,69052,2025-10-30,Forest
Organization message,62.942134,42.809662,18829,2021-07-14,Wetland
Same own,63.911399,141.322754,12877,2020-05-11,Tundra
Light decade,-39.803078,-59.133987,10588,2019-08-18,Wetland
Step science,34.147298,119.467627,8386,2020-11-13,Freshwater
Suffer music,86.088195,114.805619,64182,2020-04-10,Forest
Tend score,-50.288486,19.818794,9609,2025-07-28,Freshwater
Enter its,28.130919,-34.276847,77549,2017-05-17,Forest
Floor woman,11.024775,145.806203,48079,2021-11-27,Marine
Threat us,3.988777,-167.235666,11953,2022-04-16,Freshwater
Light population,-66.852466,8.628587,21284,2021-08-01,Tundra
Different determine,26.289302,-162.940938,65672,2024-09-07,Tundra
Newspaper recognize,59.708108,10.398918,95848,2018-02-23,Forest
Than imagine,5.042565,-164.365885,53882,2022-10-07,Freshwater
Open see,-5.988635,-168.280038,59905,2021-02-23,Grassland
Purpose kid,-62.19493,-146.564711,95605,2022-08-13,Urban
During Congress,19.683282,49.43632,99617,2022-01-10,Forest
List ready,-22.158855,106.938537,76153,2022-05-04,Urban
Culture firm,-37.636319,-67.683731,10555,2021-08-20,Tundra
School central,72.65304,39.018426,27041,2026-03-02,Forest
Knowledge fly,16.144401,159.336508,56356,2023-07-10,Marine
Different option,-55.009031,148.954522,32334,2023-11-02,Urban
Cost program,41.788825,-41.278804,21163,2017-10-20,Wetland
Majority allow,8.472453,-144.399755,80240,2020-02-10,Tundra
Evidence training,-16.076709,-42.937207,3615,2025-11-22,Tundra
Fill kind,25.051592,130.48598,29612,2023-10-18,Forest
Whom bank,62.172275,-37.712833,69948,2018-06-20,Freshwater
Court share,51.190291,73.262881,88143,2023-03-24,Wetland
Know since,-17.766013,111.494185,95829,2025-11-06,Wetland
Audience research,58.410234,-129.043641,79448,2017-01-27,Urban
Once work,-42.701799,171.650875,36645,2018-10-07,Forest
Hand sister,-41.29896,179.792243,80126,2023-02-26,Freshwater
Stock everybody,3.931045,-20.122103,69141,2018-09-08,Tundra
Society describe,-76.361334,-170.688001,66364,2019-01-16,Forest
Race own,88.530502,122.836198,2302,2019-05-27,Marine
Type fight,42.405734,115.334857,63586,2021-11-02,Grassland
On although,-17.314813,159.121513,7957,2018-06-04,Grassland
Expect part,-67.851742,24.706204,55462,2017-06-09,Desert
Happen Democrat,60.86069,-74.926067,51582,2017-01-14,Desert
Describe top,22.901602,92.380909,56861,2016-10-06,Desert
Experience benefit,73.245522,-164.469925,96404,2019-01-26,Marine
Interesting hot,80.871739,148.738433,9275,2025-07-24,Wetland
Tell notice,-83.75456,-123.284161,31511,2016-12-14,Wetland
Believe everything,34.567068,84.904015,85670,2019-04-03,Urban
List month,-8.841193,-27.16365,73869,2023-01-12,Marine
Later training,55.173368,133.405007,72505,2023-07-10,Freshwater
Interview new,31.881137,-157.339269,34590,2017-05-12,Urban
Rich artist,19.161804,45.367917,14462,2016-07-31,Grassland
Behavior about,79.482456,-96.295724,54370,2021-05-20,Grassland
Detail experience,-54.059951,-95.540232,13903,2021-09-12,Marine
Half each,-5.280568,-120.036261,23777,2024-08-25,Urban
Theory general,-66.139062,-131.915112,33895,2017-01-25,Forest
Want story,85.340064,-156.286083,79722,2026-04-02,Marine
Above different,-81.645012,-162.590067,30646,2018-07-11,Urban
Possible they,49.614802,-159.316152,51535,2019-04-30,Desert
Establish process,-78.914873,138.568006,12357,2019-10-09,Urban
Cultural marriage,1.465112,0.904431,77750,2018-03-05,Forest
Down item,-80.949662,-80.202059,28249,2023-10-16,Tundra
Century finally,32.290103,-52.566994,92323,2024-01-30,Forest
Relate one,17.697532,-179.28247,80043,2024-08-29,Desert
Plan south,19.814155,23.926701,67325,2017-01-17,Freshwater
Mrs leader,23.655653,118.285403,68463,2022-05-20,Wetland
Imagine determine,56.722515,126.056149,85781,2024-12-23,Forest
College man,-33.238739,83.934832,60777,2026-05-27,Marine
Thousand recent,-39.287507,169.279919,67718,2017-09-27,Grassland
Success work,7.544794,-79.836803,76108,2023-07-21,Urban
Everybody image,-34.586667,-146.710289,2258,2021-07-22,Freshwater
Author lay,-8.459777,47.968404,14974,2018-03-20,Wetland
Entire assume,78.215066,-95.068054,56031,2020-11-11,Urban
Tough school,14.964019,-151.861518,28089,2025-04-18,Desert
Including recent,-16.454248,45.773354,8744,2022-04-11,Forest
Garden accept,83.539736,-121.796839,84445,2025-10-05,Grassland
Item still,69.166757,-72.854712,44928,2018-08-24,Tundra
Clear turn,46.684629,121.874697,43387,2023-06-19,Tundra
Garden those,82.256401,-116.032314,57486,2020-11-27,Freshwater
Attention fill,-74.792566,-33.805501,90091,2021-05-02,Marine
Full stay,-71.027235,110.998771,83666,2023-06-07,Tundra
Its usually,-40.112348,24.563575,1344,2019-12-19,Freshwater
Today serve,22.45922,59.22316,37321,2025-10-01,Tundra
Bring short,-34.355051,-97.293189,72334,2022-11-21,Tundra
Several add,-20.745003,50.783637,13281,2016-12-14,Desert
Message send,-47.591502,68.762646,86198,2016-12-13,Marine
Guy outside,-66.388518,4.607066,11413,2025-07-13,Marine
Window door,21.816517,-129.557313,69419,2019-12-20,Freshwater
Worry establish,55.140275,32.057914,34158,2019-06-28,Wetland
Positive loss,59.12041,-142.44796,24207,2023-05-17,Freshwater
Space medical,81.009493,-77.009308,2426,2020-09-02,Wetland
Subject analysis,-54.484062,-90.780697,78813,2017-05-14,Desert
Thank bag,67.687877,86.673158,20332,2019-11-14,Desert
Through story,26.529782,-51.608542,58193,2017-10-13,Marine
View effort,57.375761,-112.059533,78078,2018-08-31,Forest
Listen theory,86.103147,-79.342774,32110,2023-03-13,Wetland
Recognize true,-63.631132,55.390467,33369,2016-12-26,Grassland
About right,32.07962,79.916889,71863,2024-11-26,Tundra
Generation chair,66.316461,-172.72046,53774,2016-12-02,Freshwater
Hope television,67.320593,73.08198,22531,2023-07-17,Freshwater
Head hard,-6.609377,173.392834,42960,2026-07-03,Grassland
Keep economy,86.936484,-19.222966,112,2026-07-09,Tundra
Compare article,75.814371,87.079038,34077,2025-01-10,Urban
Company paper,65.932998,38.334779,98193,2018-09-06,Wetland
Pick exactly,7.653272,89.035339,89305,2025-08-12,Grassland
Three million,77.56368,-6.976161,50011,2021-06-23,Marine
Model design,20.176386,-151.35186,32080,2019-04-05,Freshwater
