species,latitude,longitude,population,date,habitat
Southern memory,24.620597,58.384479,24680,2022-08-04,Marine
Herself friend,-84.119966,-51.937654,53338,2020-12-18,Tundra
Each let,88.630267,24.166931,6992,2021-08-08,Marine
Member represent,-17.204373,-117.479583,12822,2019-05-17,Wetland
Firm recognize,-1.605613,-149.514255,36678,2025-09-29,Freshwater
Security only,23.199169,52.645932,15599,2023-02-12,Urban
Just home,-34.247468,-11.761766,85140,2019-08-14,Wetland
Cultural dog,-14.904603,-90.712479,62459,2020-03-08,Grassland
Court everything,14.062093,-53.382101,66895,2018-05-31,Grassland
Threat crime,40.724878,158.374516,65695,2019-04-26,Freshwater
Why create,-56.91853,19.124956,40125,2017-08-23,Urban
Husband debate,5.103112,17.928079,31379,2021-09-30,Marine
Art successful,-82.042551,18.173103,78343,2024-10-25,Tundra
Collection purpose,29.787426,35.00013,30160,2022-03-10,Urban
Civil worker,72.541585,60.443062,28770,2021-08-01,Grassland
Dinner describe,26.119159,-138.2825,75537,2017-11-01,Desert
Scene simple,-31.917274,-26.975376,31444,2017-07-12,Freshwater
Successful woman,51.247021,33.595023,86857,2023-06-06,Desert
Ask important,-87.369381,-171.601808,52940,2022-03-26,Marine
Nice baby,-8.559736,-153.455141,79409,2019-07-21,Wetland
Film book,-14.65306,-111.46318,62830,2020-11-11,Forest
According leave,-74.398682,34.681626,25464,2022-01-29,Wetland
Later measure,-2.256958,177.622101,74470,2021-03-04,Forest
Wonder lawyer,0.865829,-79.707542,31957,2017-05-02,Freshwater
Dog machine,48.602608,10.507859,60071,2019-08-01,Forest
Teacher record,-35.588648,-52.208967,52360,2020-07-31,Freshwater
Fill education,85.616685,132.12992,21076,2025-12-06,Forest
Later eight,-44.728104,52.990808,91617,2020-08-24,Tundra
Main allow,49.9218,-178.566281,11771,2025-02-03,Freshwater
Bit memory,-1.818855,30.392295,97559,2019-04-06,Tundra
Cultural case,75.322366,-62.689622,61448,2021-01-26,Freshwater
Store growth,46.498305,-39.691353,95115,2022-12-07,Marine
Hand responsibility,69.65487,79.097141,26080,2024-10-02,Desert
Mind into,-27.716747,114.369963,75285,2016-08-07,Marine
Officer form,-73.341922,-157.082003,92057,2026-05-17,Marine
Soon student,84.52164,29.593617,55470,2024-11-03,Urban
Catch something,-21.637189,166.155465,81429,2023-04-20,Desert
Indicate agree,72.431968,-28.637068,42761,2017-02-28,Marine
Approach civil,59.542679,-130.946941,7237,2018-03-03,Urban
Sit nor,-23.631214,-134.177765,14457,2016-09-14,Urban
Event edge,-73.79188,-55.541566,42756,2020-12-16,Tundra
Door before,87.742309,130.623022,90828,2022-10-25,Forest
Onto true,-8.982452,33.769603,53240,2024-08-10,Forest
Statement common,-80.084838,-40.028973,63784,2016-11-27,Grassland
Practice necessary,-69.340703,-33.238009,1022,2021-04-05,Desert
Cut show,-26.319966,-101.740759,79499,2025-08-23,Grassland
Exist summer,-22.735536,-100.714299,97478,2017-02-23,Marine
Last arrive,29.006832,176.196893,56614,2019-11-20,Forest
Than cold,-35.537066,-84.606625,68152,2019-11-18,Desert
Someone believe,-40.358579,-1.997745,36970,2024-03-04,Tundra
Us lose,36.027422,137.755507,21324,2025-07-18,Tundra
Good doctor,-47.215675,-131.2416,13105,2018-05-27,Urban
Little again,-82.000079,-6.613461,99872,2023-07-15,Freshwater
Already support,26.39418,-138.576582,35089,2022-11-18,Forest
Unit before,-0.701746,4.638405,43920,2024-10-14,Urban
So question,72.390256,146.86138,30728,2024-07-20,Forest
Hope important,43.220949,-152.017355,13216,2021-02-04,Freshwater
Subject listen,9.087047,-66.637981,3998,2022-12-21,Wetland
Someone close,13.261229,-84.469321,13245,2017-06-10,Marine
Big case,23.109408,-1.068597,60595,2025-02-19,Grassland
After want,-43.098234,97.958304,60922,2021-06-11,Forest
Better public,-76.218054,72.816293,18858,2023-05-12,Freshwater
Go entire,41.282215,124.702803,60389,2020-01-14,Urban
Assume author,9.592844,-15.699934,43175,2016-08-01,Marine
Ball whole,64.150205,29.089591,67240,2024-02-19,Tundra
Notice quality,-22.129711,-42.803759,89759,2021-07-12,Wetland
Fine travel,73.385698,-142.859034,2636,2022-02-05,Wetland
Fall phone,-33.731199,10.464453,1607,2017-02-26,Freshwater
Or line,-43.175816,176.957439,38125,2018-03-27,Marine
Government reveal,-17.911932,20.783911,67603,2022-06-26,Grassland
Personal hand,-53.045057,113.0251,79284,2025-04-11,Freshwater
Blood as,-8.256478,-24.806161,97543,2021-11-15,Desert
Occur sign,-72.633869,-142.441204,77835,2024-10-17,Marine
Media trial,-64.99187,141.912724,83695,2021-08-30,Forest
Because wrong,-23.116275,-72.003115,8000,2023-07-09,Wetland
Page bit,28.093269,26.40213,51641,2016-11-28,Desert
Get finish,0.396976,-130.627328,77292,2019-04-03,Desert
Run to,-55.084675,56.5817,31236,2018-06-23,Grassland
Know difference,47.980398,130.193445,82203,2016-12-20,Freshwater
Goal especially,34.532964,-2.762472,58636,2025-09-02,Forest
Food who,-72.509488,4.297693,64833,2022-10-02,Wetland
Against bad,-53.682063,165.504218,92720,2018-10-09,Urban
Pass no,31.857914,-85.672756,14521,2026-02-15,Forest
Vote animal,10.104548,46.964889,22615,2025-02-17,Wetland
Control budget,50.535234,65.643459,92548,2022-08-17,Wetland
Eat firm,-16.264724,1.688349,75728,2020-07-23,Wetland
