species,latitude,longitude,population,date,habitat
Analysis power,38.97481,4.002228,61634,2023-06-08,Forest
Before summer,23.426739,158.033606,46495,2018-01-19,Tundra
Company attack,-63.507214,22.263106,80931,2021-10-28,Marine
Dark because,-37.458033,133.010388,88203,2020-02-24,Tundra
Happy break,78.776796,-51.673811,34050,2018-11-04,Grassland
Able then,-79.542668,-4.258414,81149,2024-08-24,Forest
Through most,-27.288802,-113.142483,21421,2024-03-02,Freshwater
Main high,-70.287026,20.259189,19098,2018-02-03,Grassland
College idea,63.794026,9.604914,73096,2016-12-24,Tundra
City situation,-10.29696,-23.371849,28534,2023-05-18,Desert
Meeting teach,60.109656,147.320351,76459,2022-06-20,Desert
Education defense,-67.34434,-21.71029,58015,2025-02-17,Forest
Manage they,11.606206,104.725188,17595,2018-09-23,Forest
Reach summer,-77.432262,159.609541,25292,2021-12-06,Tundra
Another defense,73.527895,156.788761,20647,2026-04-20,Marine
Explain section,-5.73396,79.422077,10580,2022-12-03,Wetland
Sea himself,22.045077,-130.258879,78953,2022-12-23,Desert
Site peace,89.25301,-91.970073,2695,2020-05-01,Freshwater
Data us,-36.054714,-106.608468,95551,2018-03-13,Marine
Yard people,10.00259,-18.404675,58168,2022-05-13,Urban
Add safe,-32.856073,139.279867,81221,2023-06-25,Grassland
Since family,56.885839,-166.482476,53106,2020-11-14,Forest
Section similar,2.525438,121.924653,89318,2016-09-07,Desert
Apply particular,-74.456178,-2.304518,14004,2022-01-25,Urban
Close project,-73.439364,-9.869038,17248,2017-01-12,Desert
Over science,57.755295,-116.26542,38912,2019-02-27,Desert
Cultural suggest,72.363103,56.534159,23330,2024-06-24,Marine
Commercial idea,-30.196868,148.050179,93105,2019-04-06,Grassland
See lose,22.079745,-0.980406,88162,2019-08-31,Tundra
Fear that,0.716492,175.166271,50463,2023-12-08,Urban
Five military,-13.728653,169.262571,3257,2019-11-09,Freshwater
Exactly environmental,34.23035,-50.873015,82262,2020-05-01,Grassland
Draw push,77.581788,-40.206643,2847,2016-10-03,Freshwater
Exactly almost,8.279786,-178.755632,10360,2022-09-27,Marine
Natural industry,30.587972,-24.588086,60363,2018-07-27,Forest
Want old,-64.608405,-67.642628,769,2022-05-05,Marine
Stock door,-44.043834,-50.886089,91089,2021-02-04,Urban
Read president,35.252381,66.79964,89006,2025-07-30,Forest
Stop practice,7.168194,-23.698358,55368,2024-12-24,Tundra
Value sense,-5.527767,-14.540329,15380,2020-01-15,Desert
Include through,-17.155093,145.190159,38605,2021-08-23,Forest
System stand,-39.50312,-141.545045,98141,2025-07-21,Marine
Five project,48.467494,92.25626,58528,2020-10-17,Tundra
Eat believe,18.237996,-12.11708,54801,2023-03-13,Urban
Room name,14.352499,98.320219,27658,2017-01-27,Grassland
Enter point,69.426593,-1.821519,84655,2018-07-29,Grassland
Whose pass,40.289394,-101.101836,14628,2025-09-25,Tundra
Everyone property,33.961286,141.70458,47104,2020-12-08,Marine
When degree,83.618532,-22.522278,71670,2018-05-07,Desert
Notice out,-48.945148,55.762517,75142,2021-09-09,Freshwater
Whose treat,-43.33654,-67.414182,93484,2021-08-01,Freshwater
Participant from,7.359081,-27.005874,23223,2023-11-09,Forest
Onto best,-49.463275,-86.119631,32682,2021-12-09,Urban
Herself she,15.378961,87.308406,77205,2017-07-01,Tundra
My organization,81.248423,-171.933222,60129,2025-11-16,Marine
Another particularly,-61.922234,-141.295359,42637,2026-01-06,Grassland
Win many,-63.096057,-108.746974,89531,2017-09-27,Marine
Fear occur,57.821579,-51.382897,60180,2025-09-17,Wetland
Know for,87.972784,100.813529,29519,2025-05-18,Tundra
Bit fact,73.238699,-117.002355,92835,2022-07-18,Grassland
Lead play,17.199238,40.290125,16504,2022-07-15,Forest
Democratic draw,88.130938,-98.391378,42829,2018-04-28,Forest
Ask run,-2.088135,-90.598415,77171,2024-07-17,Wetland
Up pass,15.420404,-120.590255,51091,2018-04-17,Tundra
Civil way,-20.682896,167.513898,80094,2020-03-03,Tundra
Represent reality,-47.768864,-79.296451,25635,2026-04-06,Urban
Artist report,-67.418729,50.391927,81760,2024-02-11,Urban
Goal expert,-29.289058,69.102377,81747,2024-02-11,Forest
None Mrs,47.394475,50.190212,61518,2022-12-04,Desert
Order idea,-84.377555,3.501206,15844,2024-12-29,Forest
Yet action,3.404632,69.129513,4128,2019-02-28,Grassland
Discover way,-38.420733,-53.604579,35431,2016-12-05,Forest
Democrat hospital,34.312605,-64.38125,19055,2024-06-19,Urban
Grow right,19.597295,105.473009,74660,2019-05-03,Freshwater
Learn early,63.595459,-161.252484,31947,2025-01-21,Marine
Green personal,-23.892187,-51.74239,67241,2017-06-09,Grassland
Kind agreement,9.332356,114.131265,20479,2022-10-06,Tundra
Big future,69.225329,99.629343,21148,2018-10-08,Freshwater
Interview more,77.876576,-39.718065,10006,2023-11-23,Forest
Same enjoy,-78.171711,-26.962275,29039,2019-08-21,Tundra
Black board,-35.292409,170.972126,55632,2020-01-30,Wetland
Shake turn,-68.307662,-50.749674,80724,2020-11-17,Grassland
Heavy attention,-76.6625,-143.762223,91914,2024-02-24,Desert
Act star,-4.27574,107.643547,68675,2017-05-07,Urban
Attention there,59.638388,51.806827,74463,2017-04-19,Desert
Green feeling,-9.494459,-32.562905,43738,2017-04-22,Marine
Less thousand,-30.605871,153.983513,70248,2018-08-15,Forest
Thank region,68.096006,-156.553839,99139,2018-02-08,Grassland
Right while,-63.20689,-179.201418,32103,2025-01-23,Grassland
Sense gun,-43.011151,79.097375,38525,2021-07-18,Wetland
Professor lawyer,-12.220277,167.775956,45235,2021-06-07,Forest
Size dark,-11.07499,114.191809,95570,2026-01-07,Urban
Sometimes good,-86.376482,97.638375,42574,2025-07-25,Grassland
Idea act,-62.340995,84.962053,52463,2021-12-06,Forest
Gun benefit,39.5093,136.089004,43217,2019-08-20,Marine
With health,-52.767121,101.665988,19956,2017-01-04,Forest
Just number,-5.210567,15.751254,93529,2022-05-28,Grassland
Station information,-44.80693,-58.868305,13626,2023-04-02,Freshwater
Maybe owner,73.166248,-27.996884,45200,2025-09-15,Wetland
People one,89.383492,-121.820074,63889,2023-01-01,Desert
Report listen,-1.593384,15.935618,85425,2024-05-13,Marine
Avoid goal,-58.42218,87.408142,36848,2019-08-18,Tundra
Claim ok,13.85904,-13.094665,78843,2021-11-23,Marine
Receive physical,-42.233303,5.550611,4605,2023-04-12,Wetland
Maybe order,11.557383,63.97829,70760,2023-07-17,Tundra
Time feel,88.242158,-26.837583,34110,2016-10-18,Desert
Anyone bad,-21.446734,164.946406,17242,2023-09-21,Urban
Minute less,29.037405,-176.390122,62429,2020-09-17,Marine
Animal small,-5.342345,13.705917,21810,2026-05-17,Desert
Technology off,4.421508,49.751655,66359,2020-06-23,Grassland
Various five,61.66738,154.824447,68630,2016-10-31,Freshwater
Concern certain,15.409555,39.125814,66752,2018-05-05,Grassland
Part situation,46.334611,105.44845,35690,2025-10-04,Wetland
Relationship should,-52.410604,-158.237937,15652,2020-02-01,Desert
Long opportunity,-2.142841,-172.557342,56406,2019-12-24,Forest
Onto control,-9.051739,97.129937,9951,2017-08-16,Forest
May discover,-71.1011,-137.223188,84952,2018-01-09,Urban
Everyone discuss,1.339851,117.947516,34285,2019-11-08,Grassland
Fine shake,47.688648,119.245604,68539,2020-06-14,Marine
Seem husband,-55.500812,-134.691608,21501,2025-04-25,Marine
Policy improve,10.080683,-105.894597,97527,2025-09-30,Tundra
These father,37.252628,-120.678908,13705,2025-04-29,Desert
Wish left,-19.688521,-118.895756,5974,2024-12-09,Marine
Audience strategy,-67.585699,118.477836,62490,2020-06-02,Forest
Six exist,68.805235,-99.515803,97500,2026-04-15,Forest
