species,latitude,longitude,population,date,habitat
Value approach,-75.293882,-105.460667,6154,2024-10-29,Tundra
A sound,-0.307195,-92.395231,39889,2020-05-03,Urban
Enjoy case,9.437166,132.641085,21002,2020-06-26,Marine
Exist reveal,42.063514,151.481892,88273,2021-01-21,Forest
Check wait,-63.138288,155.001941,85251,2020-07-14,Forest
Teach black,-84.090815,109.991577,24874,2017-11-20,Freshwater
Everything present,-41.200388,22.839075,25228,2022-11-09,Desert
Bar market,58.540918,-50.341216,90808,2024-01-20,Urban
Difficult until,-17.926362,-87.188179,11950,2019-06-25,Forest
Report else,61.449782,-61.89526,28458,2017-08-26,Wetland
Ahead environmental,5.064117,92.038546,11881,2018-09-10,Marine
Great argue,-43.697827,-48.65083,35424,2017-04-22,Freshwater
Film community,-80.184744,33.580265,36066,2018-02-26,Marine
Yet service,11.679682,166.226318,35804,2025-01-06,Wetland
Key Congress,27.929511,156.526042,25219,2023-07-10,Desert
Performance onto,43.992687,-122.592564,13648,2020-01-19,Desert
Individual smile,-64.815823,-31.415281,93021,2023-10-10,Tundra
In Mr,84.379777,84.79055,70140,2022-04-18,Desert
Like true,29.983704,-33.076294,21185,2026-01-05,Desert
Inside result,19.558248,169.647065,93692,2018-03-13,Desert
Key must,70.4232,44.426965,2047,2026-06-10,Freshwater
Wife not,57.688259,-4.475275,30530,2017-07-29,Forest
Into perform,6.763811,166.085785,16254,2020-10-03,Grassland
Discuss second,-65.838796,-61.581601,10721,2023-04-18,Grassland
Perform policy,6.160659,106.822013,88002,2019-07-19,Urban
They strong,-18.421724,173.767285,99656,2024-11-08,Forest
Bag make,62.68524,67.479045,551,2026-05-16,Forest
Inside for,67.254075,101.616572,70105,2019-07-07,Urban
Particularly itself,79.439678,-21.339505,2867,2022-12-20,Freshwater
Early four,-38.738449,98.639079,76142,2020-08-08,Desert
Group commercial,27.212996,135.931571,65228,2025-02-05,Desert
President economic,-55.764657,-119.130412,21914,2026-01-27,Grassland
Must white,41.083797,-169.412496,78634,2022-05-17,Urban
Give offer,70.054216,-22.529079,81242,2023-03-16,Wetland
Live challenge,39.798299,8.464894,23777,2023-02-03,Urban
Reveal will,40.962248,100.367,34543,2017-05-21,Urban
Beat just,-30.171292,-16.827812,69007,2017-09-30,Grassland
Sometimes friend,-33.381212,22.287757,32208,2020-03-01,Marine
Successful one,-65.848897,63.397886,95104,2024-03-08,Desert
Discussion quite,-19.057613,-54.406761,10246,2025-03-31,Forest
Unit them,4.462318,59.502953,68597,2022-07-13,Marine
Memory sure,42.279165,164.998655,7600,2020-08-09,Urban
Usually boy,48.515571,89.635111,1793,2023-10-22,Grassland
Vote standard,-87.98169,-91.758613,84786,2018-03-15,Freshwater
Party pick,40.414424,49.706274,7055,2024-07-01,Freshwater
Argue one,23.707019,-62.784909,36373,2021-06-13,Freshwater
Young trade,12.959259,47.261272,14704,2021-09-24,Urban
Second nor,-8.791628,-97.675828,24699,2024-03-25,Desert
Pretty adult,-84.610064,101.767771,37292,2016-09-03,Freshwater
Rest building,-76.465968,97.536049,68597,2025-11-17,Urban
Time cell,-78.172163,-12.925919,71864,2016-09-04,Urban
Skin road,58.538633,56.329424,56875,2026-03-03,Urban
Feel up,-60.556448,145.215404,14520,2019-03-15,Urban
Around prevent,-35.025788,-28.877192,98073,2021-12-21,Tundra
Such six,50.792883,40.311606,90258,2021-11-21,Freshwater
Various past,-62.702102,-176.218901,95752,2025-04-23,Wetland
However camera,-21.751623,19.836038,86071,2024-10-21,Wetland
Thing manage,-17.062874,-21.267666,17245,2024-01-20,Marine
Some air,-33.032435,-143.815483,75479,2023-09-12,Urban
Sport doctor,45.631701,20.233035,63541,2024-07-19,Urban
Friend as,65.229929,60.085679,17520,2025-08-21,Desert
Beautiful where,-85.658429,-102.637227,77770,2022-01-30,Urban
Today detail,86.637425,122.402366,74021,2021-03-01,Wetland
Art Mrs,12.797857,103.510677,64082,2024-06-14,Forest
Dog explain,22.309991,101.726338,28759,2020-10-18,Urban
Blue TV,11.080886,108.251432,56532,2023-11-09,Grassland
Only defense,-72.977912,50.850806,46746,2017-10-24,Grassland
Word join,52.343196,-132.581443,94018,2024-08-18,Desert
Example piece,49.252009,47.669117,94875,2016-10-21,Desert
Despite case,-64.731385,166.187454,54926,2019-01-03,Urban
Bed play,63.39624,-56.243383,36455,2020-03-09,Wetland
Among stay,42.451057,-134.979246,47607,2020-03-19,Urban
Finish how,56.263844,71.963979,31141,2019-11-02,Grassland
Table official,21.183694,-126.878655,14312,2018-06-13,Freshwater
Move meet,-53.841913,-34.313745,66290,2018-06-19,Grassland
Final senior,7.580499,35.478221,9406,2019-01-13,Grassland
Market line,85.141313,-177.563861,62832,2024-12-29,Marine
General war,38.163526,-154.143601,2121,2019-05-07,Freshwater
Main alone,55.903872,176.25543,45819,2020-03-17,Urban
Win particularly,-57.458273,-50.626925,91572,2021-08-19,Forest
Involve instead,18.049628,-5.400105,91712,2023-05-15,Wetland
Society current,-67.063812,80.554221,10498,2016-10-03,Urban
Also question,-84.082292,25.993871,16162,2024-06-26,Wetland
Soldier meet,-44.932818,53.283434,74374,2023-11-09,Grassland
Through minute,5.525185,-65.571095,28700,2016-12-28,Desert
General shoulder,-84.043868,-114.927669,7801,2017-04-28,Forest
Second same,84.858346,110.388365,59746,2022-05-01,Grassland
Agency director,-38.593275,-98.903699,40861,2023-01-15,Tundra
Factor guess,58.767841,-158.319131,96391,2021-12-30,Desert
Especially executive,68.334122,-60.361847,97073,2018-05-02,Forest
Suggest former,-87.795531,38.246567,4369,2023-05-17,Freshwater
Price beat,-30.951686,-2.86601,82502,2018-02-15,Tundra
Cold city,31.51159,-39.389762,73085,2023-12-05,Urban
Happen worry,-69.527859,101.097024,93846,2018-03-01,Tundra
Event green,-32.375822,-35.225362,53261,2025-01-25,Marine
Writer according,-8.113826,33.262716,59061,2016-12-27,Freshwater
Crime size,-10.844081,-164.176519,51602,2017-02-03,Grassland
Them ago,76.246286,-53.607765,93696,2026-01-27,Urban
Project fall,65.49501,-98.602163,65399,2021-10-21,Freshwater
Sister decade,54.933318,-96.491934,6059,2026-04-26,Wetland
Most they,88.823023,-165.9377,43337,2019-05-31,Wetland
Wear name,-71.477383,174.565896,7755,2019-12-07,Freshwater
Pattern laugh,-13.981475,129.363672,37056,2021-05-28,Urban
Listen benefit,-88.641008,-66.074404,84648,2020-03-12,Freshwater
Remain she,-88.439481,-76.701384,42384,2021-10-05,Tundra
Travel bring,-66.493125,-115.106194,2715,2020-04-20,Tundra
Ago no,76.055,149.520501,31854,2020-12-21,Freshwater
Among each,-30.33368,153.515964,28666,2019-08-07,Marine
Trip including,-26.797157,143.674005,87379,2024-06-27,Freshwater
Painting with,36.406763,128.456614,19046,2021-01-09,Marine
Degree simple,-83.212013,114.29872,83127,2020-02-24,Grassland
Popular little,36.726712,-7.394226,7160,2017-02-13,Urban
Religious image,19.364632,-113.881518,85317,2025-08-30,Grassland
Quality run,2.157125,155.701977,57486,2016-09-24,Forest
Adult edge,80.343914,5.494374,39715,2026-02-06,Grassland
Book after,10.839029,174.935328,47072,2026-06-19,Marine
Moment security,-29.318774,-49.250488,70497,2016-10-30,Wetland
Suffer event,72.214248,165.285472,98492,2020-10-08,Wetland
Structure system,26.253487,-4.160679,33404,2025-11-26,Marine
Close when,-59.905236,81.261774,37853,2016-07-20,Marine
Community system,-18.086187,-159.971616,1093,2023-09-12,Marine
Skill direction,71.756074,-1.793227,71960,2017-05-08,Urban
A land,-43.332908,-143.029217,31807,2026-03-17,Wetland
Around rock,-63.978323,-171.312786,57805,2020-09-05,Grassland
Radio herself,-79.002579,154.77746,62343,2021-01-06,Forest
Deep attack,-18.134547,-72.707131,79130,2023-06-18,Desert
Record use,17.288911,83.47654,8471,2020-09-30,Grassland
Stage price,-49.526474,-81.801751,33052,2024-01-30,Grassland
Political own,34.931574,-165.383637,4396,2021-01-13,Desert
Control support,-67.493656,127.939172,99322,2023-08-03,Tundra
Matter sister,-84.230756,28.555803,94619,2025-06-12,Desert
Kitchen system,77.017117,138.842046,20627,2017-01-31,Forest
Leave too,-19.573993,-81.031605,86215,2025-01-07,Wetland
Treatment character,-84.774166,67.466479,97379,2023-04-29,Urban
