species,latitude,longitude,population,date,habitat
Issue administration,-19.933976,136.217473,94607,2020-07-06,Grassland
Group number,49.013842,-19.41612,23330,2026-01-30,Marine
Great force,9.080758,-41.79512,22433,2022-10-01,Urban
Hear collection,-38.2538,-119.162103,75748,2022-09-02,Wetland
Responsibility memory,-9.492851,37.097725,84836,2020-10-21,Marine
Involve force,28.641571,-162.523366,23264,2017-12-01,Tundra
Remain light,48.126774,85.903465,61520,2023-09-22,Wetland
Ago song,-35.808743,53.944004,14595,2018-10-24,Marine
Goal company,27.402726,133.249049,70948,2025-08-16,Tundra
Western daughter,-21.891006,154.671363,19921,2021-11-21,Forest
Left race,16.779258,-133.97194,81928,2019-03-02,Freshwater
Card budget,-64.3097,-88.217072,15892,2017-12-16,Urban
Land himself,59.5278,-74.475825,74381,2025-04-14,Grassland
Board school,-75.867918,83.619283,32445,2021-12-07,Freshwater
Drive another,10.323075,-11.30027,96332,2017-05-26,Freshwater
Investment public,-39.772133,-173.176586,20981,2020-03-11,Wetland
Nation within,-57.82928,178.156471,37842,2024-01-15,Grassland
See whether,-22.692629,-154.429449,38084,2020-03-15,Freshwater
Sell husband,68.049592,-135.337432,13851,2018-10-08,Freshwater
Control cause,-23.35001,44.347574,47058,2025-05-28,Desert
Participant treat,-52.161491,167.712982,20303,2017-10-13,Tundra
Election mother,63.331817,-48.26385,16382,2023-03-05,Urban
His admit,86.283903,79.786682,35927,2025-06-15,Freshwater
Real find,43.285285,-33.806645,80709,2026-04-04,Urban
Car mission,55.360192,110.983589,48134,2018-11-13,Forest
After reality,-74.612329,-151.542002,50266,2021-05-22,Wetland
Election between,-58.661387,-49.367486,25580,2017-03-28,Grassland
Hear physical,-69.736641,-5.971312,15448,2016-07-20,Tundra
Blue per,-74.403951,99.712422,1677,2017-12-26,Urban
Point itself,45.588796,-52.649629,36178,2020-09-19,Wetland
Above positive,-61.584895,-179.090679,28402,2018-12-04,Freshwater
Sometimes understand,76.926299,102.854994,11421,2020-06-26,Wetland
Ahead budget,-14.761884,-82.811282,70435,2022-03-17,Grassland
Writer clearly,36.185251,-11.771711,50708,2019-12-06,Grassland
Choice sell,-62.37722,-5.36049,97593,2018-03-14,Wetland
Black bill,-42.061737,-102.392506,36111,2020-11-20,Tundra
Major marriage,50.505571,8.824242,74919,2025-03-03,Urban
Need member,39.113167,36.585298,61125,2018-03-26,Grassland
Everything not,61.62778,-4.933828,80465,2023-04-18,Desert
Assume board,-3.539553,102.471642,74179,2021-01-02,Forest
Land eat,41.5582,9.467184,39324,2021-08-03,Tundra
Place guy,50.766772,-8.250424,68610,2026-07-04,Desert
Consider Republican,-53.92092,51.353618,10378,2020-11-16,Tundra
