species,latitude,longitude,population,date,habitat
Value view,-54.332103,103.109748,60411,2023-03-23,Tundra
Hot fish,72.408736,78.909717,94914,2016-12-16,Freshwater
Start page,36.488164,-116.664377,8687,2019-12-20,Freshwater
Radio believe,-61.111125,-69.093077,27820,2019-05-29,Wetland
Side call,-49.695561,4.590526,68521,2023-10-06,Tundra
Between two,20.592846,-159.197754,21893,2019-01-20,Tundra
Effort live,-21.559671,77.546105,69054,2023-05-23,Freshwater
Expert company,-13.290163,144.705541,35734,2017-01-22,Marine
Little garden,18.434011,160.662501,13351,2017-06-24,Grassland
Always leave,31.045321,34.78921,9771,2020-11-22,Desert
Bill friend,74.701561,-28.520623,49932,2020-10-12,Urban
Same above,-48.54314,-37.799032,63757,2019-10-04,Urban
Just kitchen,-62.044367,-58.598483,15011,2018-11-30,Tundra
Try gun,-20.721061,147.747498,7714,2025-08-24,Tundra
When paper,-61.414667,78.59262,85595,2020-10-15,Wetland
Hit know,66.952459,72.847842,62132,2022-05-05,Freshwater
Four point,-30.302827,123.884394,84990,2022-08-28,Wetland
Television child,-66.901566,-27.407433,41865,2022-03-14,Wetland
Create cell,-31.020603,-127.850442,10056,2024-09-20,Wetland
Amount half,-7.392542,-52.926556,76677,2022-04-10,Forest
Care clear,-3.706766,-39.644826,83503,2022-05-08,Desert
Even own,-3.485489,-47.991224,741,2022-12-27,Urban
Late him,-16.844767,102.366433,1156,2019-08-18,Tundra
Center activity,71.079797,-155.956481,70558,2024-04-08,Tundra
Program support,55.918895,-118.62932,38919,2018-06-04,Forest
Sort cell,-42.913492,-21.038567,62132,2018-09-29,Wetland
Section democratic,-24.313051,-124.719591,10445,2020-01-18,Forest
Consumer deal,-20.222501,-41.901492,84673,2017-01-10,Wetland
Response involve,66.683971,-170.089719,41672,2022-08-23,Grassland
Off who,-88.313577,40.70005,63855,2024-07-08,Tundra
May color,-15.432155,59.119284,33,2026-03-10,Wetland
Evidence on,70.71997,-47.871044,51175,2017-04-01,Wetland
Firm interest,-76.702126,-28.530845,22787,2022-01-13,Urban
Notice treatment,-50.920599,-171.643903,42369,2025-03-31,Wetland
