species,latitude,longitude,population,date,habitat
Hand away,81.79915,166.883444,79360,2024-04-10,Desert
That early,4.503109,152.637952,23587,2022-05-03,Freshwater
Education this,10.130371,-16.571154,11849,2024-01-12,Grassland
Dark themselves,75.274655,-116.041585,11765,2021-02-16,Freshwater
Fall around,-54.976239,-3.019692,31301,2023-04-30,Freshwater
Down even,-14.397447,-46.389918,16150,2017-09-08,Forest
Surface develop,-48.576137,105.091813,93767,2017-04-07,Forest
Push space,-84.87186,145.898905,87255,2017-03-29,Grassland
Station meeting,24.433528,-34.689175,21873,2019-07-08,Freshwater
Collection brother,82.858118,20.397447,61541,2016-09-02,Forest
Begin name,27.822212,-77.804105,80248,2019-11-03,Forest
Suggest where,38.013638,-129.414722,238,2020-10-06,Grassland
Country occur,67.611434,29.14718,3358,2017-02-28,Wetland
Pick receive,-3.922912,151.4825,910,2024-02-01,Marine
Blood town,-30.537475,170.801613,41997,2024-07-31,Wetland
Scientist have,25.526585,111.649917,54759,2016-09-24,Urban
Walk last,10.118836,-111.888946,68683,2022-09-11,Wetland
Hot song,-83.564934,80.502495,93606,2018-05-31,Forest
Base man,-85.155313,-89.8735,12256,2020-11-11,Freshwater
Before continue,-22.91585,52.278737,89690,2024-12-30,Marine
Investment own,14.414511,-102.091057,14217,2024-04-23,Freshwater
Law away,27.156397,-67.393802,22531,2026-01-11,Tundra
Consumer crime,32.911092,71.251738,19836,2021-02-04,Grassland
Bit network,15.985553,-100.967354,12961,2023-08-14,Marine
Mr well,-52.273065,-92.350499,4541,2018-04-28,Freshwater
One good,-10.428365,-144.345436,73071,2018-05-12,Wetland
Democrat left,3.377581,13.171795,78137,2023-01-02,Freshwater
About throw,10.116144,-179.689264,81352,2021-03-08,Desert
Ball none,-15.719481,59.137018,90321,2025-01-14,Urban
Herself whatever,5.104122,114.518289,16198,2026-03-06,Desert
Until single,-26.449785,-109.959077,76443,2020-05-12,Desert
Force south,-27.693737,151.659968,4516,2022-09-14,Freshwater
Sure figure,-55.503464,-31.493356,61690,2023-04-10,Freshwater
Commercial several,18.395686,-80.150355,8055,2019-02-08,Urban
Do century,-51.872159,-115.428183,25611,2026-07-01,Grassland
Tend almost,-78.914302,155.572,36311,2019-08-18,Tundra
Agency answer,-5.291298,42.364103,82726,2020-01-06,Freshwater
Door more,-45.99895,-132.727912,65784,2024-08-07,Urban
Together sport,72.534636,-14.322177,86145,2018-07-12,Wetland
Draw four,60.107369,98.867958,52672,2019-03-18,Desert
Unit evidence,53.780464,-110.24679,60352,2024-09-30,Forest
Information fall,85.721466,-170.931676,80873,2026-04-06,Desert
Music his,-89.157597,-139.102177,65305,2025-05-21,Grassland
Method job,31.201182,-6.318045,72718,2016-08-13,Marine
General shoulder,-18.045876,100.256846,96390,2017-03-18,Forest
Character born,-37.931331,133.486006,46959,2016-09-17,Urban
List material,14.944009,33.211799,56945,2017-05-26,Grassland
Offer inside,-34.544416,95.9203,3939,2025-08-06,Wetland
Hot environment,-65.357371,172.845484,77071,2020-12-24,Forest
Job good,-12.732061,11.509689,25459,2026-03-29,Forest
Law away,37.392091,-109.055759,51545,2023-03-25,Urban
Subject executive,19.850068,37.547192,90582,2024-04-01,Grassland
Sport bit,86.671087,-178.871147,70592,2020-08-10,Desert
Coach newspaper,75.219321,177.011934,21490,2025-12-25,Grassland
Program matter,-1.464265,87.039488,10439,2026-05-23,Grassland
Matter push,24.345526,123.572517,82870,2022-10-23,Urban
Test drug,-51.815027,143.916735,42823,2025-08-20,Tundra
Leg together,-77.458951,-163.773205,14940,2023-02-22,Marine
Ready gas,52.077542,-123.664292,71051,2020-05-11,Urban
Their use,0.041535,-80.233814,1696,2025-12-20,Tundra
Interview staff,-72.602709,179.997499,10303,2022-03-23,Desert
Paper show,-47.463308,-71.034501,9721,2018-02-20,Wetland
Soldier day,-9.372766,-141.06397,62113,2026-01-14,Marine
System throughout,-34.530392,-32.236416,85693,2020-06-24,Marine
Street argue,-40.690215,31.327213,24066,2018-02-10,Desert
Crime participant,-28.549959,-157.485994,39308,2023-12-29,Wetland
About arm,-89.667746,39.676798,34854,2017-10-03,Freshwater
Bank accept,88.677009,-111.103289,89435,2025-05-31,Urban
Seek manage,63.615879,-26.948282,53796,2019-01-14,Desert
