species,latitude,longitude,population,date,habitat
Improve door,52.271488,130.92252,68042,2019-11-22,Urban
Central lay,73.09234,171.636881,1063,2018-09-27,Desert
Office explain,26.873518,129.723464,38954,2018-10-26,Desert
Seat interesting,20.265711,83.471004,22858,2018-07-03,Forest
Develop case,-83.788322,26.643085,2582,2023-04-27,Marine
Gas health,-60.669075,86.981438,55851,2025-11-28,Freshwater
Show health,-51.878589,13.960152,84328,2017-02-16,Forest
View hospital,33.431267,13.724784,62835,2021-10-13,Urban
Front stage,-58.826409,-112.080318,36870,2023-01-12,Freshwater
Of street,72.28108,46.363465,23145,2023-03-29,Tundra
Hot lot,15.732163,-8.599177,21107,2023-11-24,Marine
Free join,70.735975,-107.912939,95997,2019-06-06,Forest
Thing safe,-57.365048,-73.477214,73206,2018-12-11,Desert
Interest visit,66.123143,137.403149,88931,2021-07-29,Freshwater
Mouth medical,89.867334,-67.054128,11769,2017-01-23,Forest
Exactly own,-73.127667,50.780914,48338,2018-01-27,Wetland
Environment against,-37.999606,47.612282,1348,2016-07-28,Tundra
Area weight,55.17191,122.645831,69091,2026-04-07,Marine
Pass difficult,-0.186558,166.303759,89120,2023-11-17,Wetland
History investment,71.306629,23.600895,80912,2018-02-07,Wetland
Economic national,5.257995,98.319851,67376,2020-05-01,Forest
Up prepare,-1.141553,121.175415,97654,2017-11-12,Urban
Level issue,-16.928879,58.574077,43123,2018-02-24,Grassland
Serve alone,85.3215,101.152006,92471,2023-05-04,Wetland
Model subject,-21.850103,137.097815,21310,2026-04-15,Tundra
Close another,-72.819248,-137.050998,58650,2017-10-12,Forest
Industry market,5.349763,-9.866892,56307,2023-09-22,Desert
Far change,33.169705,-99.134558,76227,2024-06-02,Grassland
Serve education,-51.926729,-73.900248,35015,2025-12-03,Marine
Better card,5.898153,28.994151,70409,2024-08-03,Tundra
Call site,21.93668,-159.207558,29912,2023-08-07,Urban
Her simply,-76.257573,-46.352005,67102,2019-07-23,Freshwater
Produce Congress,-28.842147,74.77485,83162,2020-09-02,Urban
Summer player,-28.84897,-176.378372,63006,2024-04-17,Forest
There weight,-58.75173,-85.771312,32441,2022-04-08,Desert
Color institution,44.449387,8.646121,1238,2021-02-19,Urban
Evening day,27.866308,26.853664,88280,2017-12-12,Marine
Still form,-80.24254,-145.945339,3072,2017-12-04,Urban
Price party,50.516247,55.150108,55928,2022-02-26,Marine
Message page,20.785895,34.569031,56273,2026-03-28,Urban
Wonder go,-88.640105,-72.766785,75519,2021-10-21,Desert
Force under,51.029701,-51.395165,49877,2019-05-20,Grassland
Long coach,56.884086,-80.893184,22549,2024-01-20,Desert
Brother say,69.162791,-134.455997,66566,2021-05-09,Grassland
Avoid into,67.800337,91.589579,12288,2017-07-18,Marine
Compare month,-23.350024,-75.027841,352,2022-01-13,Grassland
Lead list,28.744516,162.3979,60807,2019-07-31,Desert
Staff father,-25.212328,167.905625,88555,2026-05-16,Marine
American they,29.885412,-76.245027,32889,2017-06-26,Marine
Pattern newspaper,-48.983529,-5.541823,52308,2017-01-01,Freshwater
Trip lose,26.570277,-16.613115,24084,2026-04-23,Freshwater
Involve kind,24.162852,128.595723,42909,2018-04-05,Marine
Act pay,23.73419,-72.470464,934,2019-12-11,Grassland
Still hard,-13.240916,166.272326,22490,2021-12-28,Grassland
Street mind,-42.001576,-81.734651,53179,2018-01-24,Freshwater
Learn staff,29.0666,169.344465,20460,2020-09-30,Desert
Bit oil,42.73566,-36.945727,88879,2018-05-07,Marine
Who book,-64.735777,51.478025,34322,2022-04-04,Wetland
Letter daughter,-7.929519,-103.30282,48805,2019-02-14,Grassland
Various trial,37.28413,-76.929961,601,2021-09-25,Freshwater
Oil test,36.073086,-39.713369,96129,2019-02-27,Marine
Center likely,-81.84209,91.794913,56392,2021-07-26,Desert
Several past,16.418529,-19.265996,45334,2026-04-07,Wetland
Include arm,-19.173038,-111.998466,1859,2023-01-02,Grassland
Owner campaign,-71.683948,-138.600114,43052,2016-10-24,Forest
Ten never,-82.655911,95.480508,53871,2020-04-10,Freshwater
Improve gun,-84.961166,-37.660225,39002,2022-06-20,Marine
Civil campaign,3.400287,-68.209801,71108,2017-02-06,Urban
Possible form,35.137075,-118.245901,84488,2023-04-05,Marine
Return loss,-61.217548,-148.72012,38274,2017-12-24,Tundra
Beyond approach,-65.345521,-55.735653,49762,2025-05-27,Tundra
Who Congress,29.464189,151.080574,84672,2021-10-02,Wetland
Can film,71.790144,81.651114,45816,2026-03-02,Marine
Worker away,29.396804,-178.152788,88565,2016-09-27,Marine
Concern scene,-76.221971,-89.81515,42417,2022-01-18,Marine
Quickly way,-72.303177,-94.670619,91131,2022-01-08,Freshwater
Wait pull,-58.240476,-145.873271,45197,2025-01-14,Marine
Wait pick,62.587135,-93.103249,18098,2018-05-04,Grassland
Keep contain,-70.267186,113.709612,22515,2021-02-01,Freshwater
Service pay,-7.744508,-92.331416,6716,2023-10-10,Desert
Present television,36.335315,-110.834481,23158,2021-01-02,Tundra
Message yard,71.705719,36.663655,56849,2024-04-05,Marine
Amount former,22.107352,-35.134116,18436,2026-01-04,Wetland
Draw apply,47.818758,42.844141,67655,2023-10-29,Wetland
Fine single,-23.463963,-24.004781,89031,2016-12-28,Freshwater
Rather whole,-3.580055,-161.332798,31863,2020-02-11,Urban
Form marriage,53.059247,-77.683436,12416,2023-01-04,Grassland
Sign ability,0.181547,10.665053,84522,2026-01-02,Marine
Chance explain,-79.606686,-114.237235,27011,2021-01-01,Wetland
Within score,41.941429,179.100191,87151,2016-09-21,Wetland
Campaign rather,-27.356408,2.252921,57926,2019-04-05,Wetland
