species,latitude,longitude,population,date,habitat
Cost table,-0.643056,150.742756,33259,2019-03-14,Wetland
This bar,39.133791,1.339437,22221,2023-04-20,Marine
Receive speech,-3.589587,-109.556536,76010,2023-09-10,Wetland
Which describe,-19.987587,-171.714426,88452,2019-02-25,Desert
Rise street,45.954246,-162.287289,42567,2024-01-01,Tundra
End you,-60.297812,62.808643,34388,2018-04-01,Marine
Game laugh,-12.441821,-141.335982,6518,2017-11-07,Freshwater
Face college,51.773952,57.336639,65603,2024-09-25,Desert
Against onto,57.098641,108.013714,22065,2019-06-10,Freshwater
Daughter up,12.390133,10.264878,92918,2018-11-17,Desert
Success without,-75.544134,91.721131,51900,2026-03-01,Desert
Appear military,43.589296,-64.889594,42020,2024-12-01,Wetland
Least defense,-43.403285,-147.839949,31463,2021-10-01,Urban
Billion everything,54.194238,156.75367,2568,2025-09-16,Forest
Later image,-30.978644,83.100772,24473,2025-10-27,Tundra
Myself event,14.610467,83.572473,10273,2016-08-24,Marine
Smile finish,-55.477186,-122.094145,70696,2022-05-19,Tundra
Central enough,-72.480525,-61.647609,94974,2021-03-24,Marine
Just region,87.140609,141.078769,83894,2020-09-03,Grassland
Senior himself,-67.500891,0.745043,76081,2022-12-19,Desert
Activity car,-75.453097,-29.673432,1903,2026-02-16,Marine
Instead teacher,-68.106138,-50.95601,80022,2019-07-05,Freshwater
Car themselves,-64.636576,70.015455,90930,2019-07-26,Grassland
Trouble whether,15.598271,87.748765,24191,2017-07-03,Urban
Put buy,-84.50961,-44.358405,75609,2026-04-18,Urban
Though wall,14.784655,-80.802273,34033,2020-06-04,Tundra
American network,-16.406259,147.463183,38127,2018-12-15,Freshwater
Wait threat,87.081581,33.009905,18629,2025-12-22,Urban
Quality director,-11.646993,68.553087,32613,2021-09-11,Forest
Bag main,-63.64145,126.750459,91584,2020-11-15,Wetland
Full realize,41.740919,-160.203348,37131,2025-10-31,Urban
Network conference,-74.153686,108.970297,53275,2016-10-26,Tundra
Respond to,-81.788556,-27.686298,77023,2022-11-29,Desert
Mind soldier,79.337003,30.016198,27123,2018-09-30,Urban
President daughter,70.902148,-88.280739,1551,2021-02-02,Wetland
Our worry,60.462484,-60.458305,30130,2023-04-16,Desert
Able increase,10.410787,-137.140415,10857,2022-04-29,Freshwater
Popular raise,11.728282,-157.626197,16638,2020-09-03,Forest
Unit college,-19.791655,135.50246,33898,2025-12-25,Urban
Argue someone,-29.393027,74.15011,80946,2023-09-26,Freshwater
Political walk,-6.973988,38.679845,91770,2017-10-21,Desert
Keep entire,-35.354681,-143.052238,33484,2021-10-23,Freshwater
Away guy,-35.495135,99.675191,1648,2016-11-18,Wetland
Play individual,71.940989,31.960792,26417,2024-06-16,Wetland
Subject health,69.686909,86.298028,77710,2024-02-13,Forest
