species,latitude,longitude,population,date,habitat
Military world,-23.929212,127.08371,70784,2020-08-07,Urban
Fill small,-47.100463,104.173801,84740,2023-01-26,Grassland
Young brother,18.644677,-80.015092,35110,2020-09-26,Marine
Write especially,55.958189,148.549425,98806,2019-04-15,Wetland
Gun doctor,36.726257,-63.79773,51255,2025-08-06,Urban
Teach bag,20.034687,-161.097359,9205,2024-12-27,Marine
Available ability,89.158059,7.496468,71435,2018-05-04,Freshwater
Short news,-75.152366,84.010611,65236,2016-09-18,Desert
Program more,-61.569964,-56.505992,23574,2020-03-07,Marine
System growth,38.214083,92.015327,26670,2023-03-10,Forest
Physical six,19.179464,110.920959,63298,2017-05-06,Freshwater
Off serve,66.872091,-38.54699,9851,2019-12-30,Grassland
About performance,44.33184,-106.006015,48190,2024-04-07,Wetland
Field personal,-36.402044,115.248514,9927,2023-04-08,Freshwater
Fast sell,53.337659,-8.279898,34017,2024-06-11,Forest
Author trouble,83.982767,-158.803044,13742,2019-02-04,Desert
Pick in,-23.302334,144.279232,94973,2024-10-23,Marine
Continue fear,-18.758144,-161.862686,86559,2023-08-09,Grassland
Wife store,-63.836014,-100.256788,28561,2019-08-31,Urban
Myself exist,-4.946961,154.820642,72519,2022-10-16,Marine
Attack start,-61.131629,39.300041,16843,2017-11-07,Grassland
Explain thing,38.711133,-50.629544,99646,2017-01-23,Freshwater
Single American,10.046949,69.03654,57970,2023-04-02,Freshwater
Later industry,-77.856916,-100.347949,59420,2025-03-06,Wetland
Three security,80.627873,-170.753204,59499,2025-07-13,Marine
Whom our,83.69464,-172.956907,53160,2021-12-30,Tundra
Partner back,-24.076119,-146.935244,84888,2019-10-04,Freshwater
Administration tonight,-64.946038,-49.044359,96353,2021-12-12,Tundra
Could a,36.766343,101.629584,28938,2025-10-11,Wetland
Try few,-23.223001,16.913254,56667,2023-05-06,Grassland
Despite mention,77.204766,-9.83712,67033,2024-03-21,Grassland
Toward under,-47.861582,-40.751555,90654,2026-04-11,Forest
Price hope,-47.501031,100.354532,69629,2026-03-20,Urban
Make sport,-74.594496,117.182865,68119,2019-06-18,Freshwater
I quickly,65.407956,45.624492,77461,2025-07-26,Wetland
Beyond one,38.371107,-0.271558,49953,2021-09-27,Urban
Research because,-49.673366,63.12911,48889,2026-03-29,Grassland
Field many,14.410199,-11.931098,67112,2017-02-10,Urban
Blue home,24.854948,61.164074,66753,2018-02-25,Wetland
Begin team,79.467757,-69.353149,60052,2021-05-07,Desert
State successful,-34.977425,-7.0997,44138,2024-05-17,Forest
Style bit,88.924137,67.347206,90393,2018-06-15,Wetland
