species,latitude,longitude,population,date,habitat
Try require,-19.582011,-154.103768,37308,2018-11-12,Desert
Identify opportunity,2.131564,43.122359,84762,2019-08-31,Desert
Always firm,53.156481,63.745412,7187,2025-09-03,Desert
Son win,-7.740365,-18.816548,82651,2022-12-20,Forest
Operation develop,-83.385497,-34.089938,81387,2024-08-05,Wetland
Yeah many,82.458448,111.122545,44799,2025-07-18,Marine
System at,-32.34237,-43.053936,73824,2025-07-03,Freshwater
Day PM,-46.565498,-57.552941,79761,2018-09-30,Freshwater
Government measure,65.806816,-164.209263,9979,2024-12-29,Desert
What hit,-24.923399,-109.701618,71250,2024-11-02,Urban
Network staff,-15.974055,-110.46179,76222,2026-03-12,Desert
Eye director,-39.332365,-65.566236,39852,2024-05-19,Tundra
Treat statement,-51.431134,-86.846463,22653,2026-04-12,Grassland
Return value,-8.124099,-32.952208,74398,2024-03-11,Wetland
Democrat gun,-24.805643,135.139462,7542,2021-01-29,Freshwater
Himself several,-16.863846,-119.623932,57352,2022-10-29,Freshwater
World sometimes,32.078655,50.435856,50453,2020-06-22,Desert
Production nearly,86.371088,-122.030246,36947,2019-07-16,Urban
So start,-59.651384,-48.631407,32865,2019-03-02,Urban
Three personal,-28.387443,13.575114,8175,2020-07-14,Marine
Station final,87.231452,-71.7572,9028,2019-12-26,Desert
Gas present,61.507559,117.879416,30328,2024-09-21,Tundra
Example design,-86.825608,62.224263,77114,2018-11-18,Wetland
Opportunity wait,84.544359,-72.29587,44782,2024-07-25,Tundra
Push hospital,-3.411798,136.098781,76248,2018-10-12,Tundra
School right,26.370176,-22.49212,30358,2018-08-21,Marine
Attention success,-3.969102,-148.212793,94053,2020-04-23,Forest
Set especially,12.60069,108.281732,3592,2020-12-10,Freshwater
Thousand key,-15.454652,-3.23994,90879,2026-02-28,Tundra
Space behind,-26.642465,-35.928992,97330,2024-04-12,Freshwater
Whole some,56.760245,120.007994,58282,2023-03-31,Desert
Law account,44.884661,99.4137,40470,2017-03-14,Tundra
Southern year,31.572074,77.759436,92039,2016-10-28,Wetland
Answer former,31.326161,-12.845428,6405,2021-12-20,Freshwater
Between soldier,-74.306487,-37.051835,5385,2017-04-30,Marine
Through court,-50.540616,140.316446,13496,2023-08-19,Urban
Herself safe,-21.898431,-106.936377,32146,2018-01-10,Freshwater
Give move,-86.175821,-27.496607,24095,2023-03-17,Wetland
Political international,50.034918,93.26078,53546,2024-03-25,Grassland
Meeting blood,-47.548587,-145.540951,13649,2018-09-09,Forest
Describe treat,15.412109,71.381053,84894,2022-06-21,Tundra
Social here,74.398712,40.652307,44039,2022-06-07,Marine
Imagine enjoy,-6.707502,-60.615268,54488,2019-09-27,Marine
Stay step,25.260518,-64.460285,37583,2024-07-16,Wetland
Part manage,-25.190808,-171.428143,82490,2024-06-26,Desert
Out animal,-47.267586,-166.630428,54228,2019-06-11,Desert
Majority operation,-61.262777,64.819118,74114,2022-07-06,Urban
Spring condition,68.657012,-42.863787,46467,2022-09-16,Urban
Close surface,-33.589191,13.580891,35588,2022-02-23,Urban
Site second,-73.255712,102.75994,17064,2024-04-30,Marine
Save set,-82.809036,-87.79056,50790,2025-11-14,Tundra
Open two,-10.719263,57.511834,26266,2022-06-09,Tundra
Particular lot,52.083731,-93.065072,32568,2021-03-19,Wetland
Natural production,1.86023,77.321214,87281,2021-05-09,Tundra
As amount,-38.734455,-110.129237,56067,2021-04-02,Marine
Serious great,16.316353,-162.328228,37136,2020-06-24,Desert
Road might,24.248619,71.486157,76279,2024-10-19,Urban
Major respond,25.575201,166.131125,26093,2023-12-07,Tundra
Growth prevent,60.073954,-81.695729,36248,2023-04-08,Urban
Nor space,63.288277,122.201215,79801,2019-04-27,Marine
Position stage,41.836031,123.680801,40437,2020-11-02,Grassland
Process do,26.336207,-159.803582,41921,2024-09-12,Grassland
Whether already,-85.573512,-48.297237,46387,2018-03-25,Urban
Best begin,-55.95844,-6.453134,47948,2022-12-26,Freshwater
Cause from,-6.057428,128.192542,53757,2021-10-07,Urban
Attention next,79.14704,-176.61298,6663,2019-08-10,Marine
They scientist,-27.224714,-157.81845,27481,2020-10-27,Tundra
Inside provide,-63.215177,-163.633436,42503,2021-09-15,Tundra
Quality from,42.42234,-56.354138,29781,2017-10-04,Freshwater
Without read,-37.979702,87.064274,96286,2023-02-02,Grassland
Large follow,80.598273,-95.478834,18662,2019-04-17,Forest
Nearly parent,89.982858,48.632155,67873,2018-10-09,Marine
Focus occur,23.726798,47.996585,96828,2021-08-14,Tundra
Go technology,40.523308,155.165218,31189,2020-10-13,Wetland
Message occur,72.714325,171.164766,81484,2023-01-30,Marine
Arm teacher,56.011801,164.735526,44932,2017-10-10,Marine
Crime dream,12.552265,105.440281,80393,2017-04-25,Forest
List billion,82.290379,-95.774763,23059,2026-06-30,Urban
Huge Congress,-54.727465,-126.793966,68450,2021-12-08,Wetland
Deal strong,-10.190761,86.811628,72337,2023-01-27,Desert
Politics father,62.178503,45.787425,84845,2016-09-28,Grassland
List central,-72.057739,-12.42222,25054,2022-09-25,Tundra
Control attorney,43.568031,8.730596,25754,2026-01-17,Desert
Success close,47.402872,-91.730014,53916,2017-08-27,Desert
Race this,25.246583,35.070566,78968,2018-11-16,Forest
Player or,-75.863771,151.442316,27413,2021-08-03,Desert
Sister more,-80.025982,174.17048,88946,2022-09-23,Marine
Political also,-63.99564,-51.827408,32346,2016-07-19,Forest
Whole rule,3.912257,73.487903,55610,2023-01-21,Grassland
Option notice,18.220627,-9.191808,42302,2023-06-20,Marine
Old goal,57.188089,-138.244063,40513,2025-08-02,Desert
Easy activity,66.052699,-114.440584,4605,2020-11-06,Urban
Trade significant,7.620479,-9.259772,24051,2022-03-15,Freshwater
Few account,70.13578,-12.622366,13864,2020-09-28,Freshwater
Eat alone,-75.952493,-136.98018,54756,2017-03-17,Marine
