species,latitude,longitude,population,date,habitat
Send memory,-74.744122,-161.883068,95754,2024-10-20,Urban
Radio huge,38.84956,50.219672,51671,2023-09-06,Wetland
Week action,89.751695,60.072558,98118,2020-01-24,Grassland
Letter time,25.525084,-67.35196,75159,2026-02-27,Freshwater
North how,40.293739,36.141417,39043,2021-01-20,Marine
Every mean,18.787282,90.821147,94163,2024-12-03,Marine
Artist yard,87.916708,121.254934,66701,2026-02-25,Tundra
Usually lose,-55.785852,-87.673936,90851,2016-08-01,Wetland
Goal example,27.766769,-27.99651,72827,2026-01-12,Marine
Dog nice,0.19573,-95.169057,10600,2020-12-10,Tundra
Read church,-77.89649,69.063784,25434,2019-07-27,Freshwater
Change particular,42.46108,82.688221,75322,2021-06-02,Wetland
Daughter full,45.334396,10.813529,2081,2026-04-16,Grassland
Environmental data,80.866037,-130.200213,35281,2024-11-30,Urban
Your but,-46.746417,8.846581,75502,2019-02-10,Urban
Anything right,-38.45066,-107.987101,96188,2025-08-24,Urban
About clear,-33.616588,-88.903348,42239,2025-08-18,Wetland
Movie defense,43.099411,143.198761,23932,2018-04-24,Desert
Nature teacher,-64.919737,160.005996,52072,2017-09-30,Wetland
You garden,47.027679,-100.303859,62394,2018-07-01,Desert
Compare spring,19.298467,0.579595,10830,2024-04-19,Urban
After first,-89.793869,-56.123105,15269,2024-12-16,Marine
Pick me,-31.135907,-25.719102,42076,2019-06-01,Urban
American baby,-65.876515,-146.430544,97277,2022-04-24,Marine
Table market,33.446714,-79.541935,17592,2023-12-23,Freshwater
Hard laugh,83.059679,173.050111,27422,2019-09-26,Wetland
Wide pass,41.971224,-27.924129,5117,2019-05-15,Urban
Represent big,21.618383,-63.601527,6926,2020-02-03,Desert
Executive a,0.116645,-128.623271,73691,2021-11-28,Forest
Year claim,30.645602,35.988688,17364,2022-11-12,Desert
Shake when,17.955043,118.490197,3121,2023-01-01,Tundra
Property thought,-3.088043,7.928025,67,2022-10-12,Urban
Every report,74.029504,57.666868,18151,2020-01-22,Grassland
Police water,-42.457675,58.860413,78267,2024-12-24,Marine
Why rather,-88.312884,153.633474,7197,2016-11-17,Marine
Today personal,17.877783,68.71259,83311,2024-07-09,Tundra
Listen light,-61.038524,68.112859,97979,2026-01-15,Marine
Seven decision,-26.502425,116.24111,62733,2020-04-12,Forest
Most population,-83.010822,161.565609,53955,2021-10-06,Tundra
Page last,-70.423572,163.266366,95640,2025-02-10,Freshwater
Their attention,-70.023127,50.169774,53791,2020-12-12,Wetland
Change avoid,16.656295,-30.841556,60751,2022-06-22,Wetland
Majority expert,82.054613,139.993611,57009,2017-02-03,Desert
Occur some,-86.187066,70.174106,10381,2019-02-13,Desert
Best decade,3.782427,67.624409,84221,2021-08-07,Freshwater
Some eye,77.149198,56.646493,21906,2025-10-08,Forest
Against air,-15.72303,-23.420874,30311,2017-09-20,Wetland
Before claim,-13.865754,37.522859,60087,2022-02-28,Grassland
Respond continue,-43.273491,-160.912235,89173,2019-09-02,Desert
Billion left,-7.954084,165.747453,50246,2023-06-11,Desert
Share need,14.308612,176.555688,33969,2026-06-15,Urban
Right never,-25.689628,145.17884,85501,2025-09-06,Freshwater
Visit gun,23.10504,-48.184807,87942,2017-08-30,Freshwater
Prove research,-87.98278,-80.17739,32765,2018-01-29,Freshwater
Thing ask,-30.727126,98.831748,65695,2025-09-04,Tundra
Congress catch,86.505351,113.196406,91519,2019-08-14,Wetland
Sign single,-69.384136,-149.430668,15156,2021-12-12,Freshwater
Expert above,31.843191,-81.340823,79440,2026-04-26,Tundra
Hit down,58.61277,8.317349,77664,2018-03-15,Urban
Management agency,31.765519,-134.095759,86035,2022-05-24,Desert
Music section,-2.102586,-143.745521,89858,2022-04-23,Wetland
Discussion give,1.580428,123.770045,10617,2023-10-29,Forest
Just help,-65.926342,113.195973,99855,2017-12-14,Marine
Age include,-32.845119,-69.089024,12856,2019-03-09,Grassland
Professor third,87.912512,-155.719279,37625,2018-02-01,Tundra
Budget seem,3.663042,99.317234,76881,2019-08-17,Forest
