species,latitude,longitude,population,date,habitat
Southern recent,27.438129,-121.188095,4427,2021-12-14,Desert
Son meet,-42.774977,-49.406305,52106,2017-08-23,Grassland
Point capital,-8.337911,-21.267168,23767,2024-12-12,Freshwater
Share understand,-2.732098,154.936032,47647,2025-04-26,Wetland
Green mean,27.580263,176.994969,55921,2017-03-21,Freshwater
Purpose manager,57.406447,18.821024,83197,2024-02-03,Marine
Song later,-28.556955,170.783835,53844,2023-11-17,Grassland
Friend fund,2.843028,85.085494,58176,2025-08-21,Desert
Near reach,38.576268,-59.266339,31544,2022-08-19,Urban
Quality exactly,60.951315,173.338014,54014,2021-11-05,Wetland
Pick region,7.918042,31.092164,76406,2016-09-21,Grassland
Police nearly,41.996347,-140.170829,47844,2026-01-29,Grassland
Protect probably,-33.422814,-36.081784,50320,2020-11-02,Wetland
Wonder tax,-27.692367,7.0095,47947,2021-02-25,Freshwater
Save apply,77.331718,78.280301,2642,2023-01-31,Urban
Chance including,-53.915835,-7.922889,81352,2020-08-18,Freshwater
Television coach,-61.781313,164.244265,2773,2025-03-24,Freshwater
Film authority,13.023854,143.886764,5139,2020-03-26,Marine
But voice,40.208716,-136.374491,10358,2025-02-21,Marine
None dream,-1.977809,86.741199,7429,2018-09-04,Grassland
Reason lay,54.203247,-129.931585,45218,2022-04-11,Urban
Another moment,44.690555,-71.51168,31581,2022-11-02,Grassland
At why,-59.205743,-172.528862,60680,2021-02-03,Urban
American four,68.598057,88.251372,34189,2018-05-13,Tundra
Consumer game,72.098868,-142.599724,10284,2023-04-14,Freshwater
Young then,50.065578,172.983473,44142,2019-08-27,Forest
Officer participant,-82.595215,163.007625,63044,2018-12-19,Wetland
Reality expert,51.75922,-123.284892,88822,2025-11-25,Grassland
Box huge,-89.901218,-165.977768,41033,2021-02-07,Grassland
Investment affect,1.134704,144.414144,75961,2018-01-23,Tundra
North wrong,66.65238,135.064713,76090,2019-10-01,Tundra
Various including,39.181611,-171.113609,35077,2017-07-20,Tundra
Federal green,52.140239,-51.755944,32126,2019-06-09,Tundra
Per direction,83.092152,14.883417,44756,2022-08-11,Tundra
Both machine,-30.453237,-6.852301,36994,2022-11-27,Grassland
Hot while,37.747378,-90.690047,8453,2019-06-18,Marine
Car American,65.579244,27.321642,26987,2018-02-18,Grassland
Create second,18.327601,-141.695246,43108,2023-10-25,Forest
Ready back,20.077706,178.023344,20767,2019-12-10,Wetland
Blood without,34.708964,17.383777,61171,2023-07-17,Forest
Sell result,-58.389391,162.239694,54330,2017-02-05,Urban
Tell message,-32.243613,-30.087426,31725,2024-08-20,Urban
Usually although,-83.043756,18.829362,50764,2019-11-12,Urban
