species,latitude,longitude,population,date,habitat
After much,79.286813,34.125425,44528,2018-07-08,Urban
Other scene,-29.194711,35.905664,53184,2022-10-19,Marine
Until step,-51.293493,-25.090139,98148,2020-12-10,Forest
Front place,-77.886627,-153.35673,26677,2023-12-25,Grassland
Should one,84.603335,-32.87997,51887,2017-08-02,Forest
Edge table,13.105308,80.737045,53583,2024-06-26,Forest
Mission station,-85.153103,32.815265,53956,2018-04-17,Wetland
Then community,-53.86405,7.844568,84533,2018-11-29,Tundra
Poor will,-47.105496,-86.721789,34545,2018-01-28,Desert
Simple day,-60.037749,-81.71156,75334,2019-12-31,Freshwater
Bit chance,30.204229,-172.853777,17040,2021-07-12,Tundra
Family discuss,-9.076553,-89.49845,51398,2021-11-20,Forest
Feel miss,-77.641071,132.337684,37838,2017-01-12,Forest
House member,-28.771133,23.020376,12261,2019-09-24,Grassland
Next amount,3.180605,133.644442,28426,2024-08-05,Wetland
Make mission,-45.210554,-6.473395,12191,2020-08-30,Wetland
Article Republican,-25.339509,36.731505,64631,2022-07-02,Marine
Manager cost,-72.33519,61.669706,91092,2018-09-16,Freshwater
Best system,-73.095877,86.392222,18506,2024-04-01,Desert
Send ask,-27.69413,164.495454,20459,2020-03-13,Freshwater
Job game,-85.851542,-52.831255,52166,2018-06-20,Wetland
Exactly eat,23.638173,164.123045,82800,2022-01-05,Tundra
Relate young,-58.461422,-49.77276,60750,2020-03-11,Wetland
Region hair,-43.120257,-115.210409,85311,2016-12-23,Desert
Main production,80.412068,-52.327839,19359,2021-10-21,Wetland
Participant stand,69.564405,-45.857205,97715,2016-10-11,Grassland
Old another,13.178681,7.440002,23898,2025-06-27,Freshwater
Play thought,-88.566209,-150.877481,60434,2019-04-01,Grassland
Attention box,29.601411,-24.672333,80497,2022-11-29,Wetland
Left true,-8.328383,-156.895005,83365,2020-04-12,Wetland
Spend research,76.329112,13.78519,66933,2022-10-31,Urban
Ever during,-51.446992,120.697743,45243,2020-09-12,Tundra
World reflect,57.534811,98.939893,59544,2024-04-14,Forest
Seven wrong,-58.019029,-70.549045,94704,2017-12-14,Freshwater
Boy collection,-51.56126,-86.833981,37255,2022-12-10,Marine
Discussion realize,-58.922744,-22.158887,38011,2016-11-26,Tundra
Section reduce,71.784987,68.811189,23411,2022-04-10,Desert
Call strategy,78.226939,126.731969,96367,2018-09-19,Wetland
With rise,74.405656,-45.626825,17392,2021-01-30,Freshwater
Including nothing,-80.944461,46.031811,14867,2019-07-27,Marine
Heart product,48.286643,2.519614,37060,2025-12-01,Wetland
Nor rich,-63.128101,-110.473117,80700,2020-07-31,Freshwater
Activity movement,1.874677,165.409374,66427,2023-07-10,Freshwater
Message boy,-52.749265,-161.406843,45753,2018-02-21,Urban
Cost we,42.70693,-57.904838,50377,2021-07-12,Tundra
Off baby,-52.551264,133.903854,72949,2018-08-24,Tundra
Paper century,13.195104,-116.485955,43502,2021-10-16,Urban
