species,latitude,longitude,population,date,habitat
Behavior recent,-58.806156,18.646257,98617,2017-08-24,Freshwater
Lead middle,-42.176867,176.713308,30103,2022-04-12,Tundra
Outside professional,9.677471,1.224216,64494,2023-05-29,Urban
Organization night,-19.224696,-37.869793,8463,2021-01-26,Tundra
Company room,-14.222128,-174.457304,34311,2023-06-29,Grassland
Entire shoulder,34.33083,25.132235,5256,2024-06-08,Wetland
Music method,11.409421,-40.975204,5499,2020-07-22,Forest
Business study,-73.263396,27.776039,10078,2023-03-08,Freshwater
Popular prepare,23.069488,-36.352429,23452,2024-03-23,Desert
Although day,-13.945852,10.568624,2096,2018-01-14,Grassland
Thank history,-82.76271,77.995668,8130,2018-01-28,Urban
Step indicate,-15.887871,32.056694,75511,2022-09-12,Desert
Writer pass,42.6658,-117.891164,9568,2022-05-14,Grassland
Sort for,79.802988,-94.415549,43305,2023-01-31,Forest
Yes position,17.102458,-86.527033,58875,2026-06-18,Urban
Most its,44.036444,-105.836736,26375,2024-05-30,Marine
Record none,83.669395,-9.270798,5540,2019-03-16,Freshwater
Line land,-10.421748,69.958012,24620,2026-06-10,Urban
Specific look,22.835578,-30.36796,57755,2020-08-05,Grassland
Feel issue,26.790961,-82.731308,96194,2021-04-01,Urban
Tonight them,18.603759,-69.382261,94596,2018-01-13,Wetland
Camera season,-41.870281,9.087299,16549,2019-08-01,Grassland
What bring,-64.138445,-162.097665,83256,2020-01-03,Freshwater
Number director,51.351822,112.238259,61216,2025-04-01,Forest
Movement play,-29.711657,-174.671096,10682,2020-10-13,Forest
Sense likely,71.649716,130.758313,34269,2020-08-27,Desert
Difficult stop,-27.243458,-127.383713,54746,2022-03-09,Tundra
Message however,6.040894,151.476017,88930,2023-11-03,Urban
Story month,49.328036,-79.060295,29250,2022-07-28,Wetland
Measure law,69.875765,163.085159,51251,2016-11-21,Forest
Color or,-64.441887,-146.04677,55274,2021-02-08,Grassland
System myself,-33.823818,-143.692587,26296,2022-11-28,Urban
Information site,7.593672,106.357488,4098,2019-06-28,Tundra
Whose hundred,47.069688,-146.028615,6430,2022-11-09,Wetland
Always pattern,46.321714,34.40141,11588,2016-12-11,Tundra
Wife player,-3.481098,37.690392,58171,2020-02-28,Tundra
Life everything,89.282539,-95.414777,5771,2022-12-23,Desert
Chair friend,-41.786863,-39.429155,28162,2016-08-14,Urban
Fine agreement,-22.563501,-39.303314,63673,2021-06-22,Grassland
Discuss we,-0.180322,-68.655725,3713,2020-01-01,Desert
Method learn,48.059122,115.749394,3719,2024-07-24,Grassland
Reach environment,50.536447,-46.992359,66810,2023-07-02,Wetland
Loss drug,-71.840552,-137.358555,46800,2024-05-14,Tundra
