species,latitude,longitude,population,date,habitat
Manage energy,-43.225539,151.786559,19622,2018-05-11,Marine
Some full,-80.036556,115.961791,8569,2016-12-16,Marine
Information policy,78.336049,-27.422282,39122,2020-08-05,Freshwater
Expert once,-87.412171,64.947713,26348,2016-08-09,Freshwater
Score government,55.496646,-2.801654,98538,2018-02-21,Urban
Government rock,-34.032643,58.335784,65625,2023-10-17,Forest
Poor tonight,-44.355391,-170.810529,7569,2025-11-11,Wetland
Authority machine,-49.046669,126.635519,20351,2024-04-14,Marine
Style reason,45.750929,-73.538217,89557,2024-03-01,Freshwater
Off theory,-68.474753,-87.770158,11269,2017-09-15,Freshwater
City life,-2.478779,-108.631983,56436,2021-10-07,Tundra
Mention several,-57.528526,-98.679531,92681,2019-10-29,Desert
Crime either,52.0416,-134.273549,27125,2018-05-06,Marine
Seek how,-28.681827,-124.025019,80665,2016-11-09,Tundra
Green other,67.959938,147.749781,89657,2021-04-05,Grassland
Few age,-42.040022,-0.397282,18096,2025-01-27,Grassland
Sit a,-63.267612,38.999307,20318,2026-02-26,Desert
Daughter wait,-61.997566,-164.490046,743,2025-08-29,Desert
Set offer,-7.549657,-94.500668,44550,2023-10-05,Urban
Do draw,-52.205376,-22.252558,60035,2017-11-21,Desert
Town property,-84.416031,39.830471,24977,2023-02-09,Wetland
Itself concern,-12.112717,-107.806441,94398,2020-06-15,Freshwater
Attention until,53.900311,-58.973837,50621,2017-08-02,Tundra
Phone right,33.362278,-21.598107,6466,2016-12-13,Forest
Voice without,40.837159,-138.950199,76941,2022-05-05,Freshwater
Third popular,80.690797,-122.527034,44551,2022-11-08,Grassland
Image goal,7.338684,12.174191,70065,2021-01-19,Freshwater
Into hit,-61.699902,40.127006,51931,2022-06-08,Marine
Article concern,-3.075985,-60.96056,3828,2020-08-05,Freshwater
Old case,84.28874,58.400473,92331,2023-12-19,Urban
Story hundred,-34.667342,59.69055,65899,2020-04-26,Urban
Writer but,-46.483635,87.909405,66012,2021-12-01,Grassland
Administration campaign,-72.897268,33.711524,22118,2022-12-07,Wetland
Thought door,57.851299,46.307116,14738,2017-05-08,Wetland
Step material,-37.264565,-21.557754,67143,2022-11-17,Grassland
Effort sort,51.199273,51.228437,67682,2020-06-15,Desert
Get phone,40.866588,45.647178,13735,2016-12-16,Wetland
Consumer technology,70.424623,-148.002281,44273,2019-10-12,Wetland
Full military,-85.801698,-129.55273,52610,2017-12-30,Marine
Member activity,-67.279724,-41.920618,32366,2020-01-04,Forest
Food meeting,51.05981,-176.939941,84057,2022-04-25,Wetland
Yeah city,-69.264973,160.216587,17726,2019-11-17,Desert
Million message,-89.712585,-3.474166,90979,2018-09-13,Marine
Beat especially,-32.300689,50.355887,96016,2022-04-30,Grassland
Couple whose,23.792052,28.108881,14820,2022-06-29,Forest
Prove new,-56.529118,107.387167,62812,2022-10-10,Marine
Wrong finally,-41.256052,-3.16735,6076,2024-09-09,Desert
Life view,47.854855,115.640764,39047,2016-08-07,Grassland
Short near,-63.926663,30.772663,70078,2023-10-12,Freshwater
With five,-22.824884,24.562516,5378,2025-03-06,Desert
Home visit,-19.055993,-104.264704,56156,2020-05-07,Urban
Teach yourself,-27.414963,119.271904,74342,2023-12-18,Urban
Commercial get,43.587248,-60.585177,669,2021-01-28,Tundra
Leg seven,82.503669,-45.843671,82033,2024-05-17,Forest
Rule join,23.792215,-25.62768,77776,2016-09-02,Tundra
Box happen,-48.738756,10.067993,13063,2019-12-22,Forest
Increase hospital,-59.002193,20.974005,14272,2024-02-27,Desert
Behind professor,6.732462,56.42691,74053,2018-03-08,Tundra
Record goal,-16.849743,-61.881923,81088,2020-02-24,Wetland
Age marriage,86.427472,-155.894186,72005,2020-01-11,Desert
Real approach,89.095099,-17.797966,10763,2023-10-23,Wetland
Fall level,26.157334,114.988338,72800,2025-01-20,Marine
Particular bit,-71.902601,-94.272547,25809,2019-01-22,Urban
Available shoulder,-49.510958,66.293714,611,2021-03-29,Grassland
Line open,-42.495805,76.543035,4552,2019-11-12,Marine
Here suffer,60.901229,-157.983125,13170,2025-09-10,Wetland
Matter answer,30.781171,-11.269581,69773,2020-08-19,Forest
By deep,79.709523,-52.174849,41728,2024-08-28,Desert
Put energy,53.520873,166.881746,28545,2016-10-26,Desert
Sit his,9.909439,44.781283,11682,2018-07-25,Marine
Protect pressure,-65.922917,86.394629,30798,2022-06-21,Freshwater
Sister case,-30.426606,49.309973,52274,2020-12-06,Tundra
Than off,37.985088,-56.19091,84883,2018-02-26,Tundra
Century hear,-54.23047,53.325053,49579,2025-03-09,Forest
Cup agent,31.512259,-119.14668,67332,2022-10-09,Marine
Generation follow,53.155044,-179.115679,75829,2022-10-22,Urban
Allow loss,2.381625,-44.003282,63087,2019-06-26,Desert
Must go,-10.508478,-103.190221,13748,2018-12-08,Tundra
Firm near,-58.241225,-6.521472,31119,2018-03-16,Urban
Expect treat,-82.12045,5.936717,14199,2017-04-28,Freshwater
Radio place,-85.121231,-24.9938,1842,2024-10-26,Tundra
Thus vote,50.727131,-88.812235,94298,2018-10-31,Urban
Raise or,74.512196,-57.526311,21787,2022-03-08,Tundra
See this,-19.730863,125.312586,9306,2017-10-01,Marine
Serve white,48.888937,45.300411,89380,2022-05-15,Forest
Western community,-77.766209,-74.590141,35150,2020-05-13,Freshwater
Staff edge,52.919427,10.517859,43626,2019-02-11,Wetland
Deep media,0.799539,38.988596,59987,2023-07-06,Desert
Eye guy,-2.31713,-72.912906,55245,2019-01-08,Urban
