species,latitude,longitude,population,date,habitat
Enjoy institution,-54.730827,-54.819526,452,2026-04-10,Marine
After time,13.099666,-53.633956,37844,2019-01-27,Forest
From process,-25.544956,-20.107262,89916,2017-08-16,Wetland
Industry painting,64.3407,115.686347,84482,2017-10-07,Urban
Southern career,-19.708352,-69.362281,94309,2017-11-04,Forest
He arm,-9.024177,-93.737069,25203,2026-04-03,Grassland
Foot but,38.463787,52.41297,72214,2022-01-17,Urban
Beat hope,-20.892141,-94.17629,57501,2024-07-13,Desert
Base five,8.943535,-124.887244,69842,2020-12-26,Tundra
Wear prove,42.813345,173.369582,34878,2022-10-05,Forest
Improve same,76.356806,168.475745,62001,2018-06-18,Freshwater
Argue car,-66.733389,139.18821,72775,2017-07-16,Freshwater
Tonight kind,-52.865211,64.427236,30102,2023-12-14,Forest
During management,-34.993464,90.834267,68800,2018-11-29,Forest
Style pattern,1.422396,-15.80061,71311,2023-07-03,Marine
Now approach,-74.374589,82.242402,47421,2017-05-27,Freshwater
Lose himself,43.692241,160.312257,85878,2024-02-07,Wetland
And wife,68.087226,-8.96007,58185,2025-01-14,Freshwater
Recently resource,85.044921,-104.43132,9701,2025-09-14,Marine
Feel change,85.573646,97.124014,13782,2019-10-01,Urban
Girl past,-84.146704,-49.101019,82416,2024-08-23,Marine
Break feel,32.187921,162.410478,79058,2023-12-06,Grassland
Her prevent,-40.922778,74.541552,54363,2019-04-02,Desert
Increase help,0.24706,-33.168632,22597,2023-04-06,Urban
Heavy board,24.356348,-26.465259,53554,2021-08-19,Freshwater
Whom yeah,-39.261162,-99.857323,98550,2018-12-01,Desert
Conference force,-52.810639,0.973406,1648,2020-06-27,Urban
People week,85.500516,-0.064036,98811,2019-03-26,Urban
Account cut,16.41271,85.193655,20473,2025-03-28,Freshwater
One put,3.272032,-107.446264,60181,2023-08-09,Desert
Admit mean,45.682465,42.111409,23262,2021-03-31,Urban
Rest son,-56.656362,-99.868278,99309,2025-09-22,Urban
Town number,77.280936,98.212127,14834,2017-05-26,Grassland
Always serve,48.07932,-140.472687,89975,2025-04-13,Tundra
Ahead wait,35.533874,-97.171118,37401,2017-11-26,Grassland
Lose charge,9.849018,-158.699601,19183,2017-11-11,Wetland
Heavy sense,-17.452532,-105.194583,70435,2018-12-09,Wetland
Later security,-12.715419,78.709304,45739,2017-01-18,Urban
Kid add,68.931422,119.70989,23827,2025-03-25,Urban
Perhaps cut,61.460393,135.032377,57805,2022-11-15,Marine
Brother south,61.466643,-60.011581,81829,2016-10-23,Marine
Significant organization,61.909577,-135.796332,31103,2023-05-15,Tundra
Mean concern,17.228051,161.990869,42064,2024-04-02,Tundra
Read food,65.10823,35.990101,17612,2024-04-21,Grassland
Option us,-63.741357,-37.132941,26449,2023-03-02,Desert
Stock create,-54.912158,163.192508,45393,2020-06-04,Forest
Western senior,50.626693,11.005715,85991,2017-06-23,Grassland
Poor yes,-49.197936,41.154081,34198,2023-08-02,Forest
Challenge exist,-80.877652,97.070678,41598,2025-11-15,Grassland
Though small,-15.084183,-138.473324,95770,2021-02-09,Urban
Buy involve,-24.285035,125.840098,91585,2022-03-20,Freshwater
Population sometimes,84.742285,-96.676122,37791,2026-05-17,Marine
Feel start,-77.15441,-29.643005,33116,2026-04-29,Desert
Card hair,7.77079,-124.505885,29919,2020-04-27,Tundra
Last decide,39.683812,133.382485,51395,2024-12-12,Tundra
Political wish,70.100455,-143.032382,68542,2026-05-16,Wetland
Above old,61.10689,146.485329,89542,2025-10-05,Grassland
Eight station,89.166842,-167.504435,57536,2023-02-02,Tundra
Beyond prevent,-19.563371,98.313503,47173,2026-06-19,Grassland
Much light,-1.172185,-112.873997,32815,2023-10-07,Tundra
Before sell,36.535691,-119.203888,39061,2018-02-03,Tundra
Player management,-24.459734,-68.01074,31248,2019-09-11,Marine
National large,-39.964402,-166.055858,79324,2025-11-30,Urban
Doctor sister,-73.443624,125.463781,67024,2026-07-01,Urban
Voice plant,-87.067635,-15.967332,8043,2024-04-15,Urban
To rich,-39.572011,88.934345,74985,2018-07-11,Freshwater
Finish life,86.70649,77.99367,64622,2016-10-09,Desert
Wind table,60.021147,-95.260541,52955,2020-03-29,Freshwater
Item next,78.64341,-173.717367,85909,2021-07-23,Tundra
Sign check,53.155241,168.033143,61374,2023-10-19,Desert
See sport,-52.790922,-44.084331,54491,2021-01-24,Urban
Away bad,3.454351,-11.191347,7758,2021-04-09,Wetland
And would,-42.966297,-73.454956,53033,2021-10-23,Freshwater
Tough work,-39.464224,62.650812,95488,2017-04-18,Tundra
Eye appear,-31.250165,31.754468,8803,2016-12-05,Wetland
Air war,-45.631647,168.566091,90305,2024-06-04,Forest
Investment environment,60.3909,6.673207,92457,2021-11-12,Desert
Difference guess,12.005467,61.981327,94401,2023-06-11,Forest
Sea win,24.172055,122.572697,9657,2021-09-21,Marine
Center team,-48.4402,-60.44798,4219,2023-12-20,Grassland
Give heart,59.954169,17.208673,35689,2023-09-18,Desert
Meet structure,25.280633,-156.696523,75419,2021-11-21,Marine
Man must,-79.136421,-110.557862,73213,2025-07-09,Wetland
Us education,13.857598,-74.684594,84669,2018-08-11,Freshwater
Why ball,-32.442515,100.572147,86541,2025-11-15,Wetland
Manager section,14.903012,-9.435703,40140,2017-11-01,Wetland
Cut discuss,2.200125,-36.151763,89010,2022-06-09,Forest
Hope first,39.701911,68.78962,71609,2024-12-31,Desert
Cultural church,-45.887993,93.835525,97744,2017-10-07,Desert
Attack successful,70.969832,-64.144207,81595,2021-04-02,Forest
Staff eye,17.402767,-151.062545,55711,2024-07-19,Desert
Wife let,-65.582456,42.291697,43862,2023-09-12,Wetland
Poor her,-49.869737,156.568027,68518,2023-05-17,Freshwater
Almost hard,53.823874,0.874482,96896,2020-07-01,Marine
Year base,56.808727,32.639935,55495,2020-06-12,Freshwater
Simple any,-52.213071,52.836687,36105,2016-09-25,Marine
Dinner attention,-52.054152,-111.67013,30338,2021-07-04,Marine
Race notice,51.280031,54.993465,23181,2024-01-28,Desert
Happen energy,-53.766601,-107.660196,8455,2018-09-07,Forest
Evidence although,47.413706,-54.518489,44315,2025-07-10,Desert
Star give,-30.106486,-41.842818,9477,2023-06-27,Marine
Happen floor,3.429658,149.990144,7322,2020-12-05,Tundra
Reduce the,-83.03974,-139.581011,58334,2017-03-25,Forest
Cause address,53.612722,-173.078669,81963,2020-08-18,Grassland
However cut,-39.072908,123.363665,70315,2025-10-11,Wetland
Often fly,87.145222,45.907065,34012,2016-11-20,Freshwater
Decade however,-39.677073,-53.773551,13431,2020-10-20,Forest
Goal picture,47.645517,-60.9362,74983,2019-09-28,Freshwater
Station seem,11.513733,133.79723,5055,2017-03-17,Wetland
Class hit,-78.398559,-114.827238,97275,2024-11-23,Wetland
Real also,-64.126914,43.255651,56296,2022-03-14,Urban
Face ability,72.097568,84.126648,16042,2017-10-01,Tundra
Three short,-71.618803,76.898005,12127,2021-05-14,Wetland
Kid world,72.303725,-120.31184,59570,2017-06-30,Wetland
Natural couple,48.395654,119.019324,8119,2020-12-16,Marine
Feel forward,-68.005582,174.86922,94188,2026-02-14,Grassland
Hospital soon,-59.367185,-102.120674,22209,2022-09-30,Tundra
Sound later,-61.097768,146.120675,88679,2020-08-27,Forest
Money kitchen,-61.206656,-179.798162,96358,2017-01-29,Tundra
Kitchen item,-35.376098,-149.74461,94542,2018-04-21,Desert
Age citizen,-13.224787,-41.979854,16602,2026-03-05,Wetland
Election growth,-25.027253,-34.616661,96147,2020-01-16,Forest
All kitchen,-85.757526,-32.793778,8710,2024-08-16,Marine
Tell arm,17.890587,89.475151,75994,2025-03-18,Grassland
Owner the,-45.397578,-89.306587,35953,2026-05-11,Marine
Ok develop,39.434819,8.229591,97051,2026-03-04,Desert
Dinner interest,46.048723,111.297185,31153,2016-12-03,Grassland
Quality own,45.053924,26.643262,83426,2023-11-10,Freshwater
Pretty during,-88.002999,-88.473688,45587,2022-05-03,Freshwater
Recently grow,-12.101522,-11.814972,1728,2024-01-03,Marine
Wish run,41.348425,98.031293,81027,2023-03-30,Grassland
Allow idea,22.687326,-87.261286,70380,2016-12-09,Forest
Attention realize,10.337725,-124.475715,97868,2023-02-25,Tundra
Support friend,-44.813133,89.734518,39086,2021-10-13,Marine
Message head,63.11293,-2.59079,75202,2016-08-09,Marine
From study,-81.158235,-178.574008,65370,2024-12-13,Urban
Teach spend,49.745377,-144.109953,8231,2021-01-31,Freshwater
Argue improve,-13.322036,126.926901,34335,2017-12-09,Forest
Present point,-74.899791,-14.794418,29465,2023-06-09,Urban
Fight join,-18.316838,47.473669,32289,2025-01-26,Marine
Remember lawyer,33.056612,9.865492,75640,2026-01-29,Urban
Investment before,-11.991832,-170.499374,80559,2019-12-26,Desert
Young blue,-37.437958,-170.489312,47308,2024-08-29,Desert
Test matter,66.316243,-92.875738,40005,2017-08-29,Forest
Describe public,-38.241616,-163.056267,30075,2018-05-25,Grassland
Tax that,-1.970949,133.028166,24441,2020-06-22,Forest
Contain hot,-48.316698,93.730995,78062,2020-02-11,Desert
Rich production,-66.401202,-103.363477,49089,2025-11-05,Forest
Prevent difference,-87.88574,157.082156,8470,2022-12-26,Freshwater
Probably billion,-27.271065,136.385436,65603,2020-12-27,Urban
Lose decide,-14.099758,101.032855,61485,2026-01-11,Urban
Although ok,19.634194,-104.780918,60310,2021-11-14,Urban
Matter fill,16.58228,-103.495052,10123,2018-05-09,Grassland
If eat,1.80429,-81.557622,33039,2017-08-03,Grassland
Whose require,63.052195,-172.002945,93237,2019-02-02,Grassland
Hard red,81.068311,0.676021,4763,2023-03-16,Desert
Mr bag,68.12751,-31.089181,87660,2021-11-21,Forest
Civil change,-63.093987,-142.795845,337,2020-07-05,Desert
Agency board,15.908486,95.83087,11578,2017-08-24,Grassland
Despite talk,22.607525,-152.128103,13351,2025-06-28,Urban
Color conference,-72.725584,-106.265435,55019,2025-03-17,Tundra
Me control,-4.586593,-80.342547,4544,2016-12-16,Urban
Audience watch,-2.100594,-98.459279,64442,2020-03-21,Grassland
Bank require,35.509106,-94.259674,74484,2019-08-03,Marine
Executive forget,45.589618,-82.035791,77640,2018-09-16,Desert
Together fear,-54.833156,143.024955,31963,2017-04-16,Forest
Fill sport,-62.617694,90.124127,71560,2020-07-26,Tundra
Serious new,22.242035,-9.212499,35779,2019-06-09,Forest
Hotel degree,-79.633569,-166.033027,82783,2025-01-03,Grassland
Contain quickly,-42.339916,178.157688,41019,2026-05-16,Grassland
World southern,69.970218,-132.932921,84448,2021-06-08,Wetland
Six leg,40.150558,-40.840303,61710,2024-09-07,Freshwater
Boy expert,35.436896,158.231925,30494,2019-08-23,Forest
Allow left,-67.106389,55.970465,31506,2018-08-03,Grassland
Condition she,-68.897564,61.779358,4026,2024-02-06,Tundra
Inside manager,9.715066,115.010334,77185,2019-01-07,Wetland
Second fish,29.786164,-68.267422,3818,2019-03-24,Grassland
Color new,49.537288,3.836031,96897,2018-02-13,Marine
School night,-40.092675,30.913657,19412,2019-09-21,Urban
Heavy series,20.503567,-152.95573,72995,2016-07-19,Marine
Performance sing,73.025769,-113.283845,97197,2023-09-18,Urban
