species,latitude,longitude,population,date,habitat
Nothing practice,-64.085652,153.491826,69503,2022-07-20,Marine
Rest under,-25.439876,74.991273,82071,2025-09-03,Grassland
High season,26.736812,56.572022,81621,2020-08-10,Freshwater
Thank traditional,13.59647,24.831322,44827,2025-03-21,Desert
Moment process,7.191629,-30.965087,8565,2024-12-28,Grassland
Mr professional,-43.937673,-47.988459,53493,2017-08-30,Marine
Difficult good,16.241428,37.941466,34285,2021-06-26,Forest
College exactly,89.492832,36.449732,8245,2018-07-17,Tundra
Prevent price,-25.333929,175.34629,16958,2024-06-27,Grassland
Beat others,-20.285618,38.330426,22305,2024-07-28,Marine
Ground prove,-22.338608,-13.951559,36163,2023-08-24,Grassland
Item begin,7.619329,-87.574776,87517,2023-03-28,Urban
Clear determine,-39.532163,-103.668953,13184,2019-06-16,Grassland
Eat skill,81.416091,95.86463,2625,2025-03-12,Freshwater
Open explain,48.06459,179.851023,73919,2025-07-11,Wetland
Name full,73.128008,70.744715,41481,2021-01-18,Tundra
Focus present,-8.833786,-139.062033,7566,2017-04-02,Grassland
Fall control,27.895293,-130.775333,64478,2019-02-17,Wetland
Current purpose,28.915503,-142.2884,5350,2019-03-05,Tundra
Need Mrs,-69.013934,-129.117495,99225,2018-05-11,Desert
Build town,-33.585146,168.075365,59109,2024-01-02,Tundra
Step education,-9.143255,130.318297,54283,2019-04-02,Grassland
Brother require,-79.619023,95.695982,7213,2022-12-20,Wetland
Window quickly,86.496432,-106.814547,23038,2023-10-28,Tundra
Rich gas,30.531268,163.312484,74789,2019-04-17,Marine
Board hotel,54.499488,-48.877725,42363,2021-08-18,Grassland
Themselves name,83.203775,177.733565,91108,2017-03-03,Forest
Agree policy,15.357238,-93.757339,5358,2023-04-03,Grassland
Course laugh,48.238437,-34.333395,18785,2025-01-13,Wetland
Sea degree,23.394717,-43.341732,89433,2017-06-09,Freshwater
Whatever discussion,7.089043,-153.870106,31832,2020-01-29,Desert
Bank dark,-0.107068,114.019662,63659,2018-10-16,Forest
Image action,50.812101,-47.196586,90141,2017-12-13,Freshwater
Appear institution,-24.748645,151.795735,78522,2024-02-29,Grassland
Authority spend,-48.585117,-44.241549,72707,2022-11-05,Urban
Today vote,-47.946052,69.966616,19928,2024-02-06,Marine
Maybe age,39.578523,-108.645345,20980,2018-03-28,Wetland
Stop firm,54.138404,-29.377964,88753,2021-11-22,Desert
Them door,-73.864586,-16.105973,30478,2024-07-20,Freshwater
Various coach,-29.231293,-117.852205,50919,2016-11-19,Wetland
Stage instead,13.713995,-146.846515,53756,2018-06-28,Freshwater
Range impact,-10.826388,82.633816,41607,2017-05-21,Tundra
Specific growth,39.214817,34.702704,76240,2025-07-18,Desert
Rule after,36.218242,-11.492844,38210,2017-06-14,Urban
Suggest investment,-53.789346,33.620648,91066,2025-02-09,Grassland
Soldier speak,82.117229,165.966705,7533,2021-07-20,Freshwater
Development family,22.645962,140.00929,93223,2019-06-14,Urban
Any question,38.326674,101.261298,79925,2021-04-02,Marine
Drug his,-3.860067,-125.298826,73152,2023-04-14,Urban
Process treat,12.126644,4.752803,74450,2017-01-29,Tundra
Machine some,-58.756135,102.012165,79810,2018-05-16,Urban
Structure staff,29.101035,98.897643,70680,2020-08-08,Urban
It behind,-66.471921,-22.793504,30986,2020-08-28,Marine
Mission respond,-36.503457,31.508261,5839,2019-01-12,Forest
Thank myself,7.457454,-178.600581,88287,2020-07-26,Freshwater
Bank remain,-3.420569,123.600665,3648,2019-01-25,Grassland
Of quality,-44.485149,-24.382896,68251,2025-06-21,Forest
Laugh fight,36.294141,-61.196639,9867,2024-02-29,Forest
Century we,-17.678505,-26.159588,61552,2020-11-16,Urban
Weight measure,84.402008,-64.732898,46572,2016-09-13,Grassland
Feel former,-46.960926,-58.793073,7491,2022-08-20,Tundra
Data more,70.650619,24.064926,71872,2018-02-22,Urban
Five four,26.712505,173.953064,66767,2024-10-18,Grassland
Clear such,64.018107,139.697135,10990,2025-06-14,Forest
Face run,45.813107,64.399956,87970,2018-01-17,Wetland
The bit,-42.281317,23.794928,55129,2020-09-08,Grassland
Writer popular,-45.622211,-114.220833,78231,2019-01-25,Freshwater
Lay hope,60.582988,27.705092,53174,2018-04-19,Wetland
Toward source,10.535667,120.949468,60693,2024-01-31,Desert
Continue world,-23.472027,124.17271,53283,2020-01-29,Freshwater
Enter eye,32.211311,120.372981,86535,2024-12-30,Marine
Easy tell,60.060242,27.740636,59401,2017-08-04,Urban
Particular stock,89.122716,-175.951423,13487,2023-08-21,Desert
Pick then,6.85459,-52.623486,99440,2022-02-13,Desert
Arrive so,-74.288783,143.596915,54281,2019-08-27,Tundra
Fly watch,29.491379,94.155233,42164,2021-08-04,Grassland
Sell air,-56.970686,-30.482067,57109,2020-03-30,Wetland
Pay quickly,-8.557948,-16.675184,19444,2023-08-17,Forest
Middle some,50.465745,103.923333,10283,2023-11-25,Freshwater
Effect lead,-80.316328,-74.140876,76745,2024-03-28,Tundra
Director or,-37.814167,88.91004,60730,2020-03-04,Freshwater
Democratic reason,-76.653379,148.381167,43176,2025-04-03,Forest
Certainly wait,-70.576472,20.684947,89573,2019-10-09,Urban
Far carry,77.731591,28.356772,68890,2023-02-12,Freshwater
House wife,-8.366283,-148.710308,23874,2021-01-28,Forest
Whom tough,-51.844634,45.964656,8209,2022-03-09,Freshwater
Sit analysis,-9.273295,-91.180066,39145,2019-12-19,Freshwater
Approach should,8.536614,133.991841,97722,2016-09-19,Wetland
Day management,-31.160667,165.406284,53183,2024-12-13,Marine
We where,-77.758163,-141.994056,3362,2024-09-25,Tundra
Father wrong,-9.604266,175.180951,94187,2019-04-03,Tundra
Degree law,-64.540635,-34.918435,87370,2025-12-21,Wetland
Area look,44.873137,171.918615,68725,2023-11-07,Wetland
International both,55.82952,161.988888,1805,2023-07-07,Freshwater
Night enough,12.85115,-119.589883,24463,2023-07-25,Freshwater
Kid live,89.673698,-78.035047,18994,2024-01-14,Forest
Though often,77.447387,-163.878742,47722,2017-03-16,Grassland
According most,-6.230721,-49.53937,64758,2023-06-25,Grassland
Surface opportunity,24.414154,-32.762139,9455,2026-01-30,Marine
Policy choice,31.088578,-94.333617,87771,2025-03-18,Urban
Increase politics,-78.810219,-70.146929,84737,2016-07-27,Urban
Onto car,-23.124139,29.638174,92255,2019-04-08,Wetland
Effect return,-3.347659,169.922021,4758,2020-07-31,Marine
Strategy let,-31.294455,21.445429,1949,2026-01-21,Desert
Point surface,-35.368914,56.640731,58472,2025-06-23,Tundra
Everybody always,-30.732292,164.334432,82829,2017-10-02,Freshwater
Step public,-0.446255,13.666698,92668,2023-03-03,Forest
Animal court,-83.22639,6.176111,96946,2024-09-09,Grassland
Similar these,68.714895,-108.539882,36843,2019-03-07,Forest
Student painting,23.161783,-136.837081,86944,2016-09-15,Urban
Challenge receive,-10.16877,10.240339,93930,2017-01-03,Wetland
Score open,-31.472109,39.193189,59978,2024-12-06,Wetland
Factor a,-81.807264,-118.336232,47664,2022-02-05,Forest
Staff lay,-54.620054,-139.350933,3363,2018-07-24,Grassland
Court body,48.16402,143.226668,25932,2025-11-02,Freshwater
Later speak,38.171998,178.715127,16310,2020-03-13,Forest
Even this,-15.667332,-45.284461,738,2016-12-12,Desert
Fill move,-72.352793,-134.144754,85819,2023-04-14,Desert
Yet suddenly,40.847116,-43.055874,4411,2022-05-14,Marine
Responsibility security,51.801327,96.516321,43512,2022-12-31,Desert
Vote loss,72.11021,-73.963424,31774,2023-04-12,Tundra
Score method,50.590144,21.519224,93591,2017-04-11,Marine
Most manage,-0.239534,39.103223,53835,2024-02-04,Tundra
Here commercial,-47.994023,61.811164,21876,2017-09-09,Marine
Nation article,33.974285,106.972488,92462,2023-04-19,Wetland
Concern necessary,49.203355,21.38324,41634,2016-10-07,Urban
Think around,-50.763561,21.156199,80834,2023-01-19,Desert
Allow whom,48.729039,111.890772,95779,2017-08-17,Freshwater
Cause attack,-11.890927,82.169862,68422,2017-05-02,Marine
Price nothing,-61.295537,136.95315,39510,2018-08-07,Marine
Present produce,-20.525402,156.883386,99705,2026-06-06,Tundra
He language,-56.068509,75.731742,74891,2024-12-12,Tundra
Director paper,64.912011,130.122731,38867,2022-03-08,Tundra
Region stop,12.041942,-174.453922,87014,2020-03-20,Grassland
Mrs energy,41.307947,9.147405,38700,2023-08-31,Forest
Fast career,83.952887,24.102224,92639,2025-05-31,Desert
Magazine likely,-83.658065,-131.016696,9806,2026-04-08,Desert
Financial create,-43.157201,119.02608,4526,2018-05-06,Tundra
Available soon,64.557981,139.190084,85705,2024-03-18,Wetland
Her sing,50.908426,165.718768,21868,2025-02-02,Freshwater
Tend other,73.397225,-132.064062,77743,2023-01-07,Wetland
Suffer gun,12.777777,120.570285,95285,2018-10-06,Marine
Between involve,-12.806737,-177.721361,66576,2017-05-18,Freshwater
Stop call,-33.926565,-126.767766,10596,2025-02-10,Forest
Page difference,80.305688,-123.714601,74605,2020-12-18,Urban
Start again,63.363759,-176.273567,45830,2018-05-15,Urban
For kind,4.031681,97.629974,51350,2026-06-22,Urban
Task test,-81.750471,131.5055,41114,2019-02-17,Forest
Different matter,87.324527,-129.893618,67857,2019-02-21,Freshwater
Get live,48.182382,159.358476,28616,2019-01-13,Urban
Financial security,-3.976669,45.637398,33522,2022-08-04,Grassland
Rate technology,32.940954,93.38603,91804,2019-10-11,Marine
Send card,53.853543,-71.551845,97123,2020-10-06,Wetland
Road really,28.862464,-22.049958,6856,2016-09-23,Forest
Success seven,-70.307522,-178.556698,30233,2026-02-18,Urban
Specific nature,-72.910174,112.820545,83148,2025-01-11,Grassland
Dinner way,56.719839,-30.521763,6476,2025-02-09,Urban
Fear others,76.911385,-152.702609,74429,2023-10-21,Marine
Election vote,87.30716,100.385642,39553,2025-10-10,Wetland
Friend how,46.364713,-80.068341,16346,2019-02-20,Marine
Card wall,74.038024,133.042286,72026,2019-07-03,Desert
Everything offer,88.287061,155.780163,19060,2023-09-22,Wetland
Without drop,4.675364,73.275723,37651,2017-12-17,Marine
Different too,45.968087,-143.854958,56820,2018-03-23,Forest
Story season,-68.473552,-105.976044,26631,2026-03-06,Freshwater
End full,36.128438,2.33159,84051,2020-10-01,Marine
Week budget,-60.685642,-75.44016,4667,2016-12-28,Wetland
Doctor modern,-89.302142,156.486497,72671,2018-12-25,Marine
East nearly,50.117368,122.712981,54781,2020-11-29,Marine
Note set,-5.053202,-26.006752,14293,2025-05-08,Forest
Small than,-67.233344,110.014137,51895,2017-06-01,Forest
Sound model,6.63735,-32.785541,766,2020-04-19,Tundra
Sing either,33.322824,122.525224,22572,2021-07-17,Freshwater
When down,-28.213441,31.265827,64494,2022-01-29,Urban
According head,-46.491389,-139.079381,81434,2022-12-12,Wetland
Recognize attention,-62.301319,178.808218,92232,2022-11-13,Freshwater
Crime manage,60.005207,-13.369013,85629,2022-12-02,Desert
Occur the,73.770135,159.796754,32886,2018-11-18,Desert
Ready Congress,14.829408,23.386168,54042,2019-08-05,Desert
History own,87.268619,11.061512,49265,2021-03-03,Freshwater
Simply interest,67.726731,166.987147,59893,2019-12-15,Wetland
Special production,71.79966,-123.111505,13092,2018-02-17,Grassland
Reveal vote,-4.496969,-124.713616,61108,2017-05-16,Urban
Imagine beyond,-76.090578,12.627378,70487,2021-12-22,Wetland
State TV,-68.990901,33.636232,83370,2026-01-02,Forest
Recently television,-20.014167,28.542158,44727,2022-07-25,Forest
Few happen,14.204289,22.026303,33619,2017-01-25,Urban
Fear item,-69.069718,-60.077345,89503,2019-12-29,Urban
Bag nothing,26.863942,-58.9536,8037,2022-06-18,Freshwater
Story prevent,54.179516,-0.107938,88385,2025-10-12,Marine
New technology,59.065135,-127.559779,15562,2020-08-03,Forest
Central really,88.028895,58.16521,33505,2024-08-11,Forest
Order political,-0.939622,-64.220404,21260,2020-09-26,Desert
Use himself,30.614729,-89.070945,85913,2019-02-19,Desert
Relationship lawyer,10.346779,76.50689,58614,2025-06-27,Forest
Growth one,-47.166367,152.664802,61351,2022-10-09,Urban
Take leg,-77.923098,-113.388215,41451,2021-09-08,Marine
Mother style,-75.220312,120.158101,94276,2023-05-16,Forest
Two finally,-54.703897,34.010703,34267,2023-09-24,Wetland
Personal forget,69.964218,167.204347,20124,2019-10-06,Grassland
Across during,-57.319245,148.065924,43317,2019-01-13,Desert
Affect left,4.647179,88.711271,77614,2017-12-18,Tundra
Computer middle,56.424124,130.994907,51634,2018-01-16,Tundra
Effect benefit,4.99614,-173.36102,5074,2016-09-25,Freshwater
Return might,-57.359806,167.324814,7454,2025-11-29,Grassland
Month government,-25.130201,23.087132,59602,2025-01-25,Marine
Whose manage,75.130327,125.039066,95118,2026-03-18,Marine
Senior say,-56.564491,113.416924,62103,2026-05-07,Forest
Interesting trial,36.313078,95.139406,66609,2018-11-30,Freshwater
Visit concern,-2.944542,-5.616979,62535,2025-07-11,Marine
Individual attack,-51.982466,-170.073398,77924,2022-08-07,Marine
Mrs appear,13.892645,130.330264,32763,2019-05-17,Marine
About customer,48.089656,-49.916554,67211,2025-11-13,Forest
Someone decide,51.516477,-102.675997,63420,2021-10-13,Freshwater
Movie another,-52.091204,-71.880892,65044,2025-05-19,Forest
Drop thought,-51.162417,123.540636,16779,2024-07-18,Wetland
Law red,22.998461,32.165777,57476,2025-08-01,Tundra
Agreement everyone,39.731613,-143.012557,55391,2016-12-27,Tundra
With market,-13.187939,-143.080675,89478,2024-04-18,Tundra
Scientist matter,-31.888389,87.246509,13826,2024-04-24,Desert
American better,14.508302,-46.312651,8308,2022-11-14,Wetland
Blood recently,-9.877022,84.251616,19232,2026-03-04,Grassland
Parent discover,-42.789393,-177.560317,78535,2026-04-10,Tundra
Reality rest,-62.388769,-32.335148,32264,2022-11-13,Urban
Be buy,71.441429,167.507098,57976,2019-09-08,Marine
Reach budget,56.501512,135.160701,43085,2023-05-27,Forest
Of democratic,-53.044577,-170.852355,21967,2018-12-18,Desert
Into others,53.598797,149.162701,67857,2020-05-04,Marine
Evening reach,24.813319,-56.743668,99288,2024-06-22,Wetland
Happy usually,-34.704989,-153.466506,73061,2025-09-24,Grassland
Put pay,71.827887,-155.549506,35325,2019-08-08,Desert
Thing certain,-0.874692,68.103735,61506,2021-12-18,Grassland
Action oil,38.928492,93.536674,65706,2019-05-19,Marine
Nation outside,28.614167,-171.808311,49207,2021-04-11,Wetland
Subject professor,69.602884,105.993526,9610,2021-09-13,Tundra
Artist system,57.137822,118.258256,56154,2019-10-28,Freshwater
In show,51.347082,3.636727,92404,2024-01-15,Desert
