species,latitude,longitude,population,date,habitat
Beat anyone,19.805711,129.186306,64239,2021-11-15,Grassland
Beyond crime,-8.063603,-93.798594,14174,2022-02-13,Freshwater
Rest we,-68.438851,-104.515535,29744,2022-12-28,Freshwater
Site fear,-8.808312,-161.482119,15885,2021-06-10,Marine
Entire over,-39.959272,68.518845,97786,2024-06-11,Urban
Guy across,46.003299,-43.637724,9213,2017-01-20,Grassland
Trouble issue,-2.130636,1.523395,73534,2026-03-08,Urban
Strong score,-52.952131,97.011797,76094,2016-11-18,Grassland
Police future,-9.164116,124.925707,76704,2024-07-02,Marine
Quite mother,-22.535335,-159.942441,68513,2024-10-07,Wetland
Image change,-18.327598,7.389046,28816,2025-10-12,Marine
Far start,70.409192,-115.469074,69738,2025-05-05,Forest
Firm when,-61.11029,2.261587,31863,2018-12-11,Urban
Clear fact,-67.165452,166.114912,73500,2017-09-26,Marine
Value heavy,57.79733,-89.454542,26762,2025-03-03,Tundra
Social say,21.071765,136.44598,81709,2017-06-12,Desert
Pm also,-74.45306,136.061656,58770,2023-02-22,Grassland
Party thought,53.568337,-11.461285,77792,2019-06-21,Urban
Film visit,-26.975896,114.740396,43339,2021-10-31,Urban
He economy,-87.902465,-161.188549,18962,2022-09-04,Wetland
Middle agreement,-75.616072,-25.449797,85208,2017-09-17,Desert
Simply fall,-36.401112,27.038713,6403,2021-03-05,Tundra
Avoid cut,-6.070281,135.860595,12395,2024-10-18,Marine
Reason bring,1.275336,-83.540613,72527,2023-11-12,Urban
Example outside,-54.946591,1.70938,6512,2019-12-19,Marine
Item ball,-13.628559,23.948276,77855,2022-04-10,Grassland
Stage else,-24.907866,-146.327601,92818,2021-10-31,Wetland
Land sign,74.01522,-68.108287,85405,2016-08-12,Freshwater
Myself firm,-46.394488,-125.157098,37697,2018-02-13,Freshwater
Thing protect,19.016454,-54.814665,72166,2023-09-15,Marine
Bad including,83.312804,5.050937,69648,2025-08-05,Marine
Rate experience,32.809927,38.189104,3670,2024-10-23,Desert
Approach nothing,57.218345,50.803189,4463,2024-09-02,Marine
Eye which,-79.224997,147.942827,82542,2026-04-27,Grassland
Pull game,5.999007,176.460395,37037,2023-07-23,Forest
School last,-46.095175,148.776454,96246,2019-06-01,Freshwater
