species,latitude,longitude,population,date,habitat
Stock page,54.29772,-159.336096,53305,2017-09-14,Freshwater
Case see,-9.966466,-138.787998,68172,2019-05-02,Wetland
Magazine become,83.823394,138.466395,19997,2021-07-11,Desert
Purpose book,5.348296,61.668123,5211,2017-05-31,Wetland
Follow up,11.474775,143.683381,57233,2021-11-02,Marine
Particular go,44.250608,62.894436,91646,2025-03-27,Grassland
Who affect,-20.574306,137.313001,1339,2016-08-26,Grassland
Law they,-8.53264,26.406949,94589,2021-08-14,Freshwater
Science once,-36.188257,45.681654,77056,2019-09-21,Forest
Fill almost,67.122019,-178.637791,92211,2025-05-11,Grassland
Own never,33.567169,91.433679,51205,2020-07-08,Grassland
Third sit,-12.199768,-165.105407,10541,2022-10-12,Wetland
Brother wish,8.511556,120.517931,83726,2020-03-19,Freshwater
Nearly account,-15.597512,138.055851,71094,2025-03-03,Freshwater
Say feel,-12.008644,47.872176,28647,2017-07-01,Desert
Their far,-21.707583,-92.458789,6517,2023-01-07,Forest
Administration speak,-22.480607,148.730862,90027,2018-04-03,Marine
Evening service,-6.833071,127.749109,10295,2026-03-07,Freshwater
Prove key,-50.206668,96.176172,44019,2020-06-19,Grassland
Up surface,3.38667,138.909348,85046,2019-10-06,Desert
Cup unit,82.619826,-124.103745,60064,2018-05-12,Freshwater
Consumer rock,80.822598,30.614938,71821,2021-07-21,Grassland
Resource upon,28.371976,159.042247,56085,2023-01-03,Wetland
Benefit prepare,11.291942,61.837203,43146,2020-03-04,Wetland
Common dream,-68.743059,166.32714,13510,2019-03-14,Tundra
Enjoy education,6.015565,129.647612,53083,2021-11-19,Desert
Account subject,-66.737756,-86.846153,29337,2017-06-05,Tundra
Word experience,-13.169595,10.012089,30286,2024-09-21,Forest
Because try,12.368493,-5.903426,20746,2024-01-09,Marine
Responsibility approach,46.416359,-65.473417,74241,2017-03-02,Tundra
Food TV,-38.631349,82.925896,71800,2016-08-15,Freshwater
Prepare more,-34.246277,46.434916,77807,2025-05-09,Grassland
Necessary success,-79.311391,-178.051372,4341,2025-01-25,Forest
Believe shake,-10.574287,77.481425,52409,2022-05-02,Desert
Fight best,-5.5571,-98.784521,22745,2019-11-18,Forest
Movement institution,61.118777,-66.053708,94699,2019-04-01,Marine
Of child,-8.962561,-73.709483,21147,2020-03-09,Grassland
Amount the,85.91256,171.185891,75861,2022-03-05,Grassland
Life growth,-79.611311,133.062882,40787,2025-12-29,Forest
Month role,79.031926,-14.011561,85534,2026-03-09,Desert
Country movement,-60.730298,102.626859,4143,2025-10-31,Urban
Eight born,41.605535,140.78662,62739,2020-02-26,Wetland
Include provide,84.922696,-18.274127,56391,2024-12-30,Desert
Voice southern,64.668061,26.539605,93769,2020-07-21,Desert
Officer join,21.310033,66.659864,17809,2025-07-12,Wetland
Likely money,56.894738,4.764357,17747,2019-02-10,Forest
Find it,9.665932,3.332941,23718,2024-03-01,Desert
Information many,80.169754,49.904769,58133,2024-01-09,Marine
Price Republican,-28.368564,62.576745,67463,2023-09-09,Forest
Home this,-84.706866,-122.294241,31426,2022-06-06,Marine
Huge sport,-27.892621,174.839041,15418,2020-04-04,Marine
Social nature,-8.782479,-176.332075,99311,2016-10-12,Marine
Evidence yes,-58.805026,101.177703,35206,2023-03-28,Desert
Maintain check,68.813431,64.062037,89662,2023-09-03,Wetland
Clearly big,-77.8325,-61.25306,35350,2025-02-17,Grassland
Speech open,-75.846345,-172.02239,74424,2017-05-08,Forest
About wonder,38.643896,174.201503,94777,2022-06-30,Tundra
Reduce whether,-73.291817,-100.607364,8694,2023-08-29,Wetland
Despite best,44.917183,-65.234623,90718,2019-07-28,Grassland
Cost be,78.86525,107.227906,86315,2022-04-29,Desert
Home mention,-23.132848,-137.456405,19066,2019-07-10,Urban
Thing per,12.918583,97.469682,33854,2018-06-16,Marine
Kid already,10.92495,-137.156394,42483,2024-09-09,Wetland
Official from,-47.042692,45.023388,29282,2021-12-30,Marine
House doctor,37.609648,8.675984,34674,2016-11-12,Grassland
Red race,18.088355,51.504838,56311,2021-12-02,Tundra
Wide school,28.311629,171.362139,67501,2016-09-07,Grassland
Party then,6.564108,-150.851177,94468,2020-06-27,Desert
Hit view,-9.379352,158.639068,74100,2025-06-26,Tundra
Paper movement,39.372784,26.244085,37203,2019-07-25,Desert
Mention later,79.62284,112.045506,74366,2022-08-29,Desert
Have others,-25.038881,-124.40004,45339,2019-02-04,Marine
Technology decision,-47.300583,165.360157,98014,2017-06-09,Desert
Style pass,-11.597197,-53.924076,47108,2018-08-05,Tundra
Door surface,-40.800915,-155.984821,81891,2023-01-29,Desert
Air thus,14.96075,-147.113119,53760,2021-09-08,Marine
Perhaps your,-31.318355,-3.448808,35621,2022-11-05,Wetland
Believe fall,-37.151559,21.974446,50844,2020-08-27,Tundra
Room skill,7.284165,-66.684952,3296,2022-01-02,Marine
Side rest,0.031682,-84.056169,93771,2019-04-21,Grassland
