species,latitude,longitude,population,date,habitat
Report face,71.139784,91.877713,88093,2019-07-12,Marine
Live activity,-50.391472,-133.150027,36617,2022-07-14,Tundra
Drop industry,67.734281,54.321691,37485,2023-06-02,Forest
Company likely,-73.389335,-100.538824,30494,2020-08-01,Forest
Two mouth,-89.355147,71.315229,54272,2024-01-18,Urban
Stuff everything,21.065347,-158.636808,25879,2022-05-25,Tundra
Voice lot,-37.810311,110.196766,55821,2022-03-31,Grassland
Congress per,-68.435567,-45.293207,15366,2016-09-02,Grassland
Ready nor,-37.765985,36.016946,16779,2026-05-01,Freshwater
Bring near,17.286353,-43.178559,55340,2026-02-19,Grassland
Both let,81.032603,101.006452,72493,2024-08-22,Wetland
Yet provide,-12.235141,-174.241557,22071,2020-07-04,Marine
Feel official,-78.887466,-172.705271,78936,2024-08-26,Marine
Tax soldier,79.892008,19.222535,61543,2021-07-02,Desert
Rise important,71.545384,84.489402,32260,2025-05-21,Forest
Respond pull,-13.65373,152.587951,87031,2022-04-16,Tundra
Nearly back,8.09833,-166.671451,58743,2017-04-25,Tundra
Can then,21.04405,-11.106198,39549,2020-08-21,Wetland
Into artist,-20.715289,-144.704629,43015,2022-12-17,Tundra
Statement world,-12.924463,4.353277,44970,2016-11-20,Wetland
Pull impact,-18.293231,177.454404,13844,2024-09-28,Grassland
Stuff why,12.312554,-25.279216,91877,2017-10-04,Wetland
Outside loss,71.647597,79.968196,66644,2019-09-03,Grassland
Purpose authority,38.237576,-63.543899,72307,2022-04-10,Marine
Chance just,30.574511,57.609326,12015,2025-03-14,Freshwater
Improve seem,-29.006367,135.011156,33403,2024-10-10,Wetland
Production yeah,-27.98151,-100.42101,47804,2025-03-02,Grassland
Up push,42.647765,135.639963,32521,2023-10-31,Wetland
Return a,-54.124681,-74.553318,66178,2022-10-09,Urban
Still their,-10.996712,-81.435751,59531,2021-11-05,Tundra
Fill charge,81.369354,-93.345718,63489,2016-08-02,Grassland
Common you,77.444623,138.874739,5355,2025-06-16,Tundra
Thousand list,52.632577,-162.427815,98725,2024-03-30,Urban
Always painting,8.686402,-178.658208,25464,2020-08-16,Wetland
Forward defense,-80.6613,-40.21689,28539,2026-06-13,Tundra
Door quickly,63.395975,-73.928174,89895,2017-07-11,Freshwater
Strong provide,-44.676845,37.358203,23505,2023-11-16,Tundra
Care member,-14.743627,92.208674,36998,2022-05-18,Marine
Option against,-45.127963,149.600556,50992,2019-12-20,Urban
Technology action,-51.304255,-11.531018,86827,2022-05-05,Marine
World interview,-59.990073,71.254816,77290,2025-12-28,Freshwater
Entire sit,17.292387,113.876392,60280,2023-09-04,Urban
Knowledge from,5.026353,72.308558,45054,2023-09-14,Grassland
Brother a,-44.298761,85.594691,35657,2025-12-11,Wetland
Stand next,-9.11628,-23.030155,48983,2020-09-24,Urban
With much,-67.794601,-144.022948,8691,2023-07-25,Urban
Former necessary,-8.003038,148.659291,32802,2022-12-03,Forest
Explain in,14.532454,-128.417674,8947,2022-07-02,Wetland
Various state,-33.617422,-84.668559,18546,2019-11-30,Forest
Again protect,68.767687,169.69505,22540,2025-06-02,Urban
Similar whether,-43.101584,-92.177508,50013,2023-06-23,Forest
Individual interview,-71.734008,-25.734908,14145,2024-07-18,Marine
Break sound,63.727989,43.846373,31703,2019-01-15,Tundra
Edge she,-44.225238,-164.864522,61057,2020-11-05,Desert
Enter plan,16.933503,45.58038,41442,2020-11-12,Tundra
Thing moment,35.732548,-92.948063,7167,2021-03-18,Marine
Data quite,-62.704937,25.990874,70699,2018-05-30,Tundra
Shoulder week,-71.722151,30.347265,81227,2022-07-20,Wetland
Republican home,45.475327,136.506106,15928,2022-11-08,Marine
Key seek,9.824757,88.698433,27059,2017-02-07,Freshwater
Industry attention,-68.545032,-139.524421,9642,2021-05-30,Forest
Significant office,-75.508988,143.118542,86586,2018-05-20,Forest
Star month,4.704177,168.450841,738,2022-12-04,Marine
Enjoy become,70.753403,148.300859,60539,2022-04-17,Freshwater
Determine sister,-78.482208,173.461576,88037,2018-06-30,Urban
Morning forget,-88.828775,62.140728,44207,2022-04-30,Urban
Reveal his,56.00763,-82.624245,92654,2020-08-04,Tundra
Address which,58.8836,-50.43841,61467,2018-09-03,Tundra
Stop drop,64.645276,-52.110971,31357,2017-02-11,Tundra
Explain something,15.314753,-136.260237,95677,2020-01-23,Desert
Involve particular,37.654631,92.571072,80443,2017-06-25,Freshwater
Star wear,-43.811312,81.614262,4684,2023-11-21,Tundra
See describe,53.656359,-91.018674,41803,2026-03-14,Forest
Since his,-12.837333,-66.114145,61266,2018-04-29,Freshwater
Thought strong,85.146505,30.76414,86268,2024-12-09,Tundra
Form language,-29.972964,-139.053519,53538,2020-10-18,Desert
Water born,-30.274242,43.933749,17297,2020-10-10,Urban
Impact national,43.586,-10.411944,3177,2018-11-27,Grassland
Officer similar,34.572636,59.374797,6749,2017-04-11,Wetland
Anything agree,-83.292526,17.439075,4939,2021-01-08,Urban
Grow coach,-9.208094,-41.154793,7953,2022-02-21,Forest
Mother minute,-5.716585,65.047084,13363,2022-03-26,Tundra
Research forward,17.462245,37.494107,30622,2024-03-19,Desert
Read south,46.731965,98.865843,96420,2019-07-03,Freshwater
Class mean,67.082477,156.131644,43903,2026-06-08,Grassland
Economic various,-53.3196,-136.512429,91422,2025-08-26,Tundra
Past bad,71.052019,-147.287872,25622,2025-11-05,Urban
Music deep,56.74787,-87.744608,39706,2020-12-05,Freshwater
Hundred type,-36.583975,-96.781272,14308,2026-06-25,Forest
Serious thought,-71.375781,-20.029428,9147,2017-10-19,Forest
Officer certain,-86.378547,-163.99939,79581,2016-11-14,Desert
Imagine speak,-89.948864,95.072861,29352,2020-11-30,Marine
Piece such,55.758339,39.349615,73931,2019-05-11,Wetland
Radio over,68.503664,139.909712,43234,2018-12-08,Forest
Say model,-75.108075,175.767587,6617,2022-12-17,Desert
Manager indicate,14.935447,-36.305657,11198,2017-06-25,Freshwater
Few hospital,65.274081,160.366786,29903,2021-03-18,Freshwater
Election analysis,87.694396,170.289813,74412,2019-03-23,Tundra
Term agency,61.066419,54.761353,9325,2016-08-26,Marine
Role daughter,-28.361687,15.952787,37154,2019-09-01,Desert
Challenge thought,-19.504624,-34.62327,85266,2017-09-03,Urban
Reach too,35.23599,-99.314998,85807,2020-08-21,Wetland
Who place,27.000741,17.842027,75510,2023-06-27,Desert
Yourself again,17.071172,-152.964645,48276,2019-03-29,Wetland
Need after,82.126612,72.442274,48208,2018-11-02,Wetland
Gas office,44.717664,51.592442,58200,2021-12-27,Marine
Take pattern,33.450329,97.091409,3056,2019-04-23,Urban
Those to,-17.296876,126.638869,58226,2019-01-23,Desert
Of fear,-36.077121,-106.179769,98396,2024-01-12,Marine
Account room,-85.736926,-166.931168,87014,2019-04-03,Desert
Serve rather,-84.267121,-147.470181,85252,2016-08-04,Wetland
Shake main,-45.835417,76.723276,19917,2018-05-17,Tundra
Seven area,2.954643,-163.240146,3079,2022-10-31,Freshwater
Few debate,-13.956276,127.044858,15823,2017-05-25,Urban
Success current,66.129102,172.644733,56589,2024-12-27,Forest
Dream lawyer,-47.091932,32.039479,73930,2023-03-12,Desert
Reach rise,-44.698664,107.98067,22668,2018-04-13,Wetland
Room share,62.412271,86.725512,39761,2021-11-21,Desert
Only message,13.005863,-94.197681,88622,2022-06-30,Desert
Cause window,75.973778,126.883335,32839,2024-02-09,Wetland
Man test,86.390889,175.2856,93651,2018-05-30,Desert
Treat teacher,21.553861,107.249976,71851,2018-06-03,Desert
Score behind,70.584803,-75.189128,3463,2021-10-23,Marine
Scene dream,16.936217,108.832336,24292,2020-11-29,Desert
Citizen site,43.83088,-77.323648,57027,2022-05-10,Marine
Community firm,80.464905,-160.820896,62770,2024-04-27,Forest
Hope fund,-79.29097,15.483129,55088,2026-03-14,Forest
Others watch,66.027421,-81.770737,32120,2023-08-06,Urban
Economic down,-26.648113,166.527029,72744,2019-04-10,Forest
Sometimes feeling,-16.734169,78.350452,79283,2023-05-31,Wetland
Tend measure,-21.43446,-16.129205,40638,2024-10-31,Forest
Finally feeling,33.974334,50.712019,32306,2017-01-20,Tundra
None many,-2.118792,23.834152,21914,2020-11-02,Tundra
Week next,-7.180037,17.529464,55900,2021-03-08,Tundra
Sort attorney,64.193798,84.598355,99060,2023-05-01,Wetland
Miss source,31.160797,12.210738,13531,2019-05-20,Forest
Another save,-57.576695,-3.73442,50435,2025-06-26,Freshwater
Bit decision,30.805345,80.828328,41369,2019-07-07,Wetland
Short former,86.029574,-60.773423,93691,2019-01-19,Tundra
Cup modern,59.722661,-4.151126,18918,2025-03-21,Marine
Away remain,-75.981836,-63.441502,80624,2022-08-25,Wetland
Reality stand,-41.532336,36.368855,23229,2021-08-06,Forest
Rule eat,39.947718,-6.356527,14593,2018-01-05,Grassland
Affect way,-17.062509,31.695869,36426,2017-03-05,Grassland
Special write,55.802643,147.640236,62505,2018-04-26,Forest
Above indicate,45.802447,162.475843,58857,2025-08-12,Tundra
Stage should,-83.216024,-108.687551,63235,2024-09-01,Urban
Coach program,-0.368159,133.319197,68937,2025-12-15,Wetland
Glass throughout,66.066128,37.546982,67180,2023-01-18,Grassland
Nor lead,-43.183769,157.905944,37886,2025-09-05,Freshwater
Later style,61.935897,-169.186578,99643,2019-12-13,Tundra
Exactly class,72.580621,57.837952,66441,2019-11-12,Tundra
Available within,-32.772072,32.494641,2625,2016-07-22,Urban
Myself everyone,75.123217,10.229453,48040,2019-02-20,Marine
Customer head,-52.829305,-76.884366,50955,2023-06-23,Desert
Billion strategy,-30.339916,5.283623,56039,2019-05-27,Forest
Beautiful medical,-73.202553,-1.824639,57409,2017-05-02,Grassland
Police move,80.505681,-25.220292,51550,2018-10-19,Grassland
Never computer,31.771965,77.13054,54850,2026-06-10,Grassland
Fact rich,63.626239,73.027066,52820,2020-11-12,Tundra
Thus street,-17.923959,173.790323,45048,2019-07-01,Desert
Respond same,51.293994,-167.898235,88340,2019-01-30,Grassland
Next service,-86.97373,148.094824,44918,2025-08-04,Freshwater
Official suggest,-39.788217,-76.831033,36085,2020-07-30,Grassland
