species,latitude,longitude,population,date,habitat
Land else,54.880881,-38.627693,31961,2017-02-20,Grassland
Book value,-16.040835,-38.957886,7156,2017-07-28,Wetland
Most only,-42.581986,-131.363473,74369,2025-09-07,Desert
Nor down,42.904948,79.895133,97323,2020-08-26,Desert
Study according,16.481635,-119.596049,19014,2025-07-08,Grassland
Pm option,75.077193,-178.609546,48656,2016-12-12,Desert
Name common,-68.642115,178.735569,43648,2024-02-16,Desert
Recently night,-48.938791,-96.102133,40464,2025-11-25,Forest
Then wish,-35.287571,174.211399,19972,2023-05-14,Grassland
Land open,41.510812,127.009706,47941,2020-08-26,Freshwater
Event poor,-28.67939,-36.638178,62755,2024-02-14,Marine
Myself stuff,62.754578,126.358595,50745,2023-01-20,Grassland
Away market,72.774376,68.332111,13534,2021-09-30,Forest
Machine meet,45.054503,-74.5249,97341,2018-08-19,Grassland
In treat,-8.320172,38.831083,45907,2018-10-24,Tundra
Day else,87.707892,-90.841737,65551,2023-01-06,Desert
Always within,-59.141721,148.647439,82733,2024-05-13,Tundra
Worker happen,-29.35378,85.54711,2219,2016-10-17,Marine
Attention new,-14.034341,43.004936,13266,2022-09-11,Marine
Newspaper policy,-41.236473,-73.20546,20448,2022-09-09,Grassland
Nothing toward,-74.245085,-172.417526,62981,2016-12-14,Marine
Campaign make,-17.601588,176.506501,12240,2022-10-17,Grassland
Hit interview,-6.216076,86.957133,79119,2020-06-05,Tundra
The late,13.250751,-158.909704,77233,2017-12-01,Marine
Yeah ten,-20.903338,152.164547,75098,2024-08-31,Desert
Throw school,50.802153,-50.005422,70470,2022-10-28,Forest
Energy member,66.405373,-102.445138,57676,2022-10-07,Marine
Military or,86.624977,-0.072823,46521,2025-06-04,Urban
President Mrs,49.769998,21.086527,15789,2024-10-12,Forest
Field out,-49.550322,57.770882,19257,2020-12-16,Desert
Might trial,-66.74733,104.063936,84731,2021-06-02,Forest
Issue she,35.295405,28.922145,70385,2025-04-12,Freshwater
Itself fill,-58.759988,170.769671,58625,2021-07-24,Marine
Thing several,7.78648,-9.233314,57660,2019-02-12,Urban
Direction method,2.204244,-91.722444,98090,2017-08-15,Grassland
Forget address,-56.89042,-128.092996,41626,2021-09-17,Forest
Learn foreign,-47.507437,-32.566429,63796,2019-04-21,Wetland
Week well,-86.056207,92.509458,57569,2026-06-24,Freshwater
Where itself,72.693807,-112.033424,9906,2021-04-12,Marine
South dream,34.008431,-16.84477,43968,2025-05-21,Marine
Identify population,10.871547,80.082671,88380,2023-12-08,Grassland
Road change,-47.918911,74.603452,80779,2016-12-19,Wetland
Attention no,-24.386904,-61.875339,21803,2021-07-18,Freshwater
Near risk,28.761702,110.330221,44749,2020-09-09,Marine
Care great,-19.347142,-51.118231,82043,2018-02-27,Desert
Sound less,53.3153,-98.009297,45729,2025-08-13,Forest
War local,-19.30021,35.813038,87107,2023-04-28,Forest
