species,latitude,longitude,population,date,habitat
Pick indicate,-48.254559,74.675201,54394,2026-01-03,Freshwater
Yes discover,86.942219,-125.164011,50023,2023-07-19,Grassland
Whose stay,-70.167457,25.649286,5539,2019-04-20,Freshwater
Country series,-70.500779,134.650626,82365,2017-04-06,Marine
Skin feel,18.566751,176.048508,9138,2019-01-23,Grassland
Wish miss,-46.866749,133.428292,87427,2017-03-04,Marine
Argue with,17.071257,-29.708347,41093,2016-11-08,Forest
Pull marriage,-57.891635,46.465097,55226,2023-04-21,Marine
Far opportunity,-51.411195,-2.241287,47352,2020-01-20,Grassland
Arrive collection,-62.9718,171.544586,88951,2019-10-12,Urban
Rule look,71.302089,134.444618,46833,2021-09-17,Tundra
Start and,-68.148939,43.882692,45197,2026-06-05,Forest
Act entire,-74.024835,73.030998,36289,2023-08-09,Grassland
Nearly truth,-39.068311,-81.358816,70313,2020-11-13,Urban
Board common,18.955827,-130.163017,68218,2017-06-25,Grassland
Evening girl,44.615998,-96.664941,97089,2026-07-14,Wetland
Economic attack,-19.653207,159.411706,93354,2021-09-05,Forest
Who discuss,45.930118,-101.053329,65950,2023-06-20,Urban
Trade certain,-12.511586,38.968442,29831,2026-06-24,Tundra
Similar father,-76.403218,-118.3821,51083,2021-06-20,Marine
Nice become,65.949817,14.032568,77358,2024-07-02,Urban
Man realize,-46.154265,-0.49019,52422,2017-08-20,Freshwater
Series position,39.594165,102.043217,62224,2019-07-11,Tundra
Manage pick,-27.334419,-118.219699,44372,2017-10-04,Forest
Dream large,45.246526,8.062885,48673,2024-12-23,Wetland
Able answer,17.088721,-12.934033,67133,2022-06-21,Freshwater
Pressure born,-2.254345,107.086272,29301,2021-08-16,Grassland
Nice improve,53.491332,20.014251,10525,2020-06-10,Desert
Assume far,12.488871,-154.197216,67038,2018-12-02,Forest
Pull must,-39.282361,-159.301193,72159,2020-06-16,Grassland
Such woman,-86.229765,-67.153937,73514,2022-07-14,Freshwater
Meet federal,25.654506,-171.450721,91559,2020-03-13,Desert
Outside represent,31.321943,-59.124236,21848,2017-03-20,Tundra
Floor go,21.759172,122.306081,29604,2018-06-07,Freshwater
Admit service,-7.683558,-96.91275,70717,2022-03-11,Freshwater
Number catch,-89.235747,-105.142426,57944,2024-01-04,Urban
Opportunity national,84.545024,2.633927,65041,2022-01-01,Urban
Help movie,19.599885,-67.792828,7671,2024-09-17,Urban
At school,16.788604,3.542243,40002,2018-04-02,Wetland
Card scene,-23.967199,-98.218178,81232,2019-05-23,Marine
Hear law,37.561831,20.935248,46645,2025-03-14,Wetland
Investment deal,10.068837,-73.145481,71018,2023-01-06,Freshwater
Lawyer perhaps,72.450722,16.863714,62457,2019-12-09,Freshwater
Business everybody,18.552488,44.333283,62129,2026-03-18,Tundra
Later officer,23.167446,-60.198158,30871,2022-03-16,Marine
Least security,-67.31828,-118.88719,9729,2020-01-27,Tundra
Expect executive,71.832811,-23.180132,91170,2020-12-14,Urban
Show music,51.395831,-87.251077,9571,2025-06-04,Urban
Type almost,1.43109,-57.068697,97810,2025-02-01,Desert
Deal wish,40.212883,-56.397644,95341,2022-03-06,Tundra
Professor information,19.931295,63.937978,27124,2017-05-16,Wetland
Concern matter,-85.919321,-113.589279,83754,2024-06-07,Tundra
Especially win,-4.759718,-127.688616,66600,2019-07-05,Tundra
Election begin,-7.924928,109.823774,23900,2025-05-01,Grassland
Whole concern,-77.064814,-62.043946,73087,2026-03-04,Desert
Imagine late,-53.429545,-115.915931,35724,2022-12-26,Grassland
Back wait,24.201993,-158.465018,71540,2021-01-12,Urban
North final,-80.609308,123.468825,66968,2024-05-03,Desert
Test seven,-59.156978,-76.942552,15144,2026-03-09,Forest
Girl international,52.342503,46.227878,90675,2017-03-06,Desert
Red exactly,-32.383547,30.798678,67008,2023-03-15,Grassland
Whether lead,52.522018,-143.671031,81196,2023-08-06,Desert
Technology down,32.261576,110.387681,47246,2021-08-09,Grassland
Step when,-56.931842,-137.795257,26168,2023-12-17,Urban
You image,43.885904,-120.589278,80441,2021-09-05,Forest
Third customer,13.811266,122.55268,25149,2019-06-25,Desert
Available a,-67.494916,-12.491323,39358,2023-10-15,Desert
There push,36.034939,-48.411813,50350,2017-05-25,Urban
Get give,52.658009,-47.625127,91540,2022-09-27,Grassland
Type current,79.975022,-30.64537,88769,2022-10-14,Marine
Pay man,82.137645,0.253523,77805,2026-05-21,Wetland
Where movement,42.15445,-6.288528,23453,2023-04-09,Desert
Appear building,67.987955,104.119763,35287,2018-03-25,Grassland
Case employee,85.605423,4.301034,870,2018-08-05,Grassland
Development pressure,-13.194507,-55.168375,18239,2019-12-26,Desert
Character wait,-14.650506,41.883256,66149,2024-07-19,Urban
They how,61.638042,-22.258451,21036,2023-07-16,Urban
Military agree,-70.903567,-145.479022,23751,2017-11-17,Tundra
Far field,78.131955,142.474788,99385,2021-07-26,Wetland
Nearly enough,24.080453,148.108827,78083,2020-01-29,Grassland
Each less,83.678855,48.995233,95197,2021-01-11,Freshwater
Food company,43.802234,141.899306,85095,2026-07-08,Grassland
Debate character,48.115711,92.132205,8691,2016-12-04,Marine
Past condition,-42.407852,-157.67964,86868,2017-01-31,Urban
Not act,14.463032,-36.525745,73603,2019-08-27,Urban
Charge pull,-21.074054,-106.413525,77539,2017-02-01,Marine
Group product,-18.423879,75.654049,12596,2023-02-08,Marine
Media entire,-45.610919,88.644882,37569,2020-12-03,Freshwater
Himself specific,-59.551237,93.627774,70769,2023-04-18,Marine
Perhaps situation,72.901103,-157.098191,45505,2023-06-18,Wetland
Several skin,-76.206122,-105.810348,18860,2017-01-27,Grassland
Month other,47.114127,59.393079,92326,2024-04-11,Tundra
Husband car,42.554163,-52.194826,96211,2023-12-27,Wetland
Smile history,2.692045,147.294062,75254,2025-07-08,Wetland
Up part,61.642775,6.062833,62230,2017-02-12,Wetland
Appear local,28.191111,80.264947,79904,2025-09-30,Desert
Stay body,-26.627581,94.678621,95494,2024-04-25,Grassland
Study soldier,27.247754,173.988265,98314,2019-03-29,Freshwater
Attention those,-60.057537,-67.85725,40380,2024-11-27,Marine
Account go,-58.959256,-79.38666,64248,2023-12-29,Grassland
Man his,57.534349,-56.240392,7155,2018-08-28,Tundra
Parent call,67.553433,71.96821,42652,2020-08-03,Urban
Set fact,-76.267478,73.113733,58181,2020-11-10,Grassland
Part board,80.077598,-99.560248,78870,2019-06-09,Tundra
Item physical,-79.056548,140.897298,33411,2017-01-11,Marine
Environment they,49.197998,19.119207,77647,2020-06-14,Freshwater
Power especially,33.197935,-80.696529,90111,2020-12-27,Freshwater
Just region,-4.996477,115.260726,66238,2018-04-11,Tundra
Event hard,54.607958,5.932732,99161,2021-06-03,Tundra
Citizen soldier,53.702971,48.638331,93789,2017-02-03,Desert
Pressure just,-35.448815,44.342568,30351,2024-12-12,Tundra
Commercial beyond,55.359814,-106.563697,80321,2018-01-14,Urban
Everybody head,-84.134161,79.704254,46516,2021-12-13,Grassland
Debate move,-81.522533,-102.116257,62209,2020-09-03,Freshwater
