species,latitude,longitude,population,date,habitat
Far reality,14.915532,-146.676154,27012,2022-12-07,Marine
Anything first,67.923571,63.390483,39474,2024-08-06,Tundra
Too herself,48.413218,66.438976,59543,2020-04-09,Tundra
Recognize quality,-56.384771,162.947923,20393,2025-01-28,Desert
Million raise,-46.83616,40.512116,12716,2026-07-08,Forest
Project city,49.117898,-120.537074,88396,2022-10-28,Tundra
Past property,68.826264,-142.733091,22131,2021-02-17,Marine
Lead writer,58.600787,40.755578,50924,2025-07-08,Desert
Thank allow,64.312706,85.782719,35349,2018-11-17,Forest
Federal instead,-67.960326,81.578447,77203,2018-09-09,Marine
Question market,-13.350564,-120.116178,84851,2016-10-09,Forest
Western economic,89.151944,102.425924,98248,2022-09-11,Freshwater
Side suffer,-16.375749,133.267313,53758,2017-10-24,Desert
Choice information,22.037807,61.703474,90918,2021-03-04,Forest
Ten bed,31.415648,-106.227751,43561,2026-02-27,Forest
Should station,-8.409553,-124.704692,89914,2018-10-17,Marine
Must character,62.688635,106.05414,85926,2026-03-21,Forest
Identify father,-15.876357,-132.562968,93334,2023-10-02,Urban
Than eat,1.388893,2.145954,31341,2018-01-12,Forest
Outside more,-81.533571,156.53775,78679,2019-07-10,Wetland
Treat field,23.968545,80.317505,98932,2022-05-11,Freshwater
Near end,-66.248971,85.807981,41163,2026-01-27,Grassland
Hope I,-54.481776,-73.936289,44142,2024-12-27,Desert
Democrat left,-12.518499,-89.878071,34854,2019-04-07,Wetland
Travel business,49.564024,121.759189,66448,2023-04-26,Freshwater
Tv space,-41.093619,114.227103,25471,2026-05-20,Forest
Future door,-79.518283,-11.999539,34077,2020-11-04,Forest
Red participant,-51.075816,62.187703,1333,2021-08-31,Wetland
Spend adult,-64.87091,54.047773,94344,2017-06-01,Grassland
Approach simple,-33.183957,60.875046,80286,2018-02-09,Freshwater
Yourself white,76.751964,132.300233,20820,2025-06-10,Grassland
Fly most,-40.010702,158.214122,73272,2024-02-05,Forest
After bed,-24.988612,132.525134,79734,2021-12-22,Marine
Training worker,-59.947096,-93.553286,14645,2022-10-28,Freshwater
Make job,19.030832,159.955506,23392,2017-06-06,Tundra
North every,7.670591,61.074284,342,2017-11-24,Freshwater
Kind gas,-34.618024,-134.031575,37906,2025-04-17,Forest
Series majority,-78.146474,165.84121,83353,2024-07-09,Wetland
Charge court,-20.683759,38.370609,30889,2021-06-02,Wetland
His probably,62.042603,-166.434758,56560,2018-08-20,Grassland
Plan today,73.175353,-176.834215,37441,2023-07-14,Urban
Notice grow,-78.218973,-27.323594,62471,2017-03-20,Forest
Think shoulder,-1.212215,-145.991679,61667,2024-06-01,Urban
Figure contain,2.030675,64.969557,44860,2023-06-09,Tundra
Forget fill,63.495365,169.720243,49396,2019-09-06,Grassland
Buy class,-61.598606,-142.508165,93310,2020-04-16,Forest
Couple least,-25.343301,-117.241972,34767,2025-05-17,Grassland
Information rather,28.983184,-171.223767,76896,2023-07-03,Forest
End safe,-55.418648,-175.394678,26807,2019-04-21,Wetland
Sing discover,-56.948481,102.455341,36952,2022-07-27,Forest
Course because,-2.075001,-177.684773,32804,2023-03-31,Tundra
Wind message,34.256894,70.570492,27841,2023-09-21,Marine
And both,49.277167,168.652483,18076,2021-12-17,Grassland
Someone home,-0.890752,-147.670248,75323,2025-12-06,Forest
