species,latitude,longitude,population,date,habitat
Campaign employee,-33.758328,-42.345089,84720,2022-10-24,Urban
Bill although,-72.429103,-153.413952,66912,2023-07-09,Wetland
Key fish,-63.035886,123.817861,53990,2019-07-08,Urban
Their east,-64.274775,-109.595491,15759,2016-09-29,Desert
Administration star,69.918064,-129.367306,69978,2021-03-21,Grassland
Threat moment,11.149815,20.213478,75281,2026-03-01,Wetland
Since beautiful,-67.023505,45.691838,76863,2022-06-26,Desert
Fact break,-3.143114,-157.924732,46294,2025-03-27,Freshwater
Subject same,-78.381682,-53.283323,81570,2017-12-16,Grassland
Top study,-49.521003,47.685443,95744,2025-04-11,Freshwater
Set however,-68.222045,-89.538523,70024,2017-07-04,Wetland
Account conference,74.757769,52.001084,41087,2020-12-01,Grassland
Away program,8.142538,-142.785868,49238,2017-02-16,Grassland
Later eight,-18.524979,49.455518,91899,2019-04-23,Freshwater
Rest town,-74.062674,-120.607211,77490,2023-04-18,Wetland
City easy,-89.898146,-171.615023,66182,2017-12-25,Freshwater
Stage wall,49.196803,-59.371922,12624,2020-03-14,Marine
Former important,-69.913625,144.760223,8971,2023-09-16,Grassland
Maintain us,27.649669,98.840246,10634,2025-10-22,Forest
Hair change,48.277108,-98.790062,58283,2019-05-26,Urban
Worker parent,-83.074553,-154.140165,12579,2025-09-08,Freshwater
Hold type,63.272906,-142.130576,4007,2016-11-13,Tundra
Real cause,66.438049,7.856744,63167,2025-11-10,Grassland
Change its,-83.397746,170.543303,48445,2023-11-13,Forest
Risk increase,15.933712,119.469187,53237,2024-10-24,Marine
World girl,13.200172,-22.935398,11108,2026-04-12,Forest
Catch no,7.497924,114.047491,2175,2024-08-29,Freshwater
Plant someone,21.514002,-40.266183,72127,2022-08-22,Forest
Capital stay,-75.59146,-16.728755,37967,2024-10-09,Freshwater
Worker when,-37.40727,-98.732478,26827,2024-05-24,Forest
Allow attention,-8.12928,96.592731,25563,2023-09-16,Marine
Image south,-77.070687,149.744527,90749,2023-12-18,Freshwater
Finish especially,-62.416792,178.234358,55494,2020-04-28,Forest
Hope wide,76.953469,-84.802535,95225,2019-10-15,Desert
Security particularly,37.620344,8.055637,30864,2018-03-27,Desert
Career and,-7.01333,-51.504098,73511,2017-02-28,Grassland
Must since,59.861921,144.821563,33025,2025-07-12,Wetland
Off hour,70.990027,176.664552,27067,2024-08-18,Marine
People example,42.202024,-172.631149,74979,2016-11-08,Wetland
Moment get,21.389609,-54.125013,32340,2020-09-21,Urban
Sea away,47.778794,-25.403531,81298,2024-04-23,Forest
Media value,-82.241632,-45.342895,87202,2020-10-12,Urban
Draw bit,5.881486,65.521323,6387,2026-07-22,Desert
Away market,-68.378486,8.140647,87782,2024-09-03,Marine
Area know,15.423948,-82.801483,47453,2016-12-15,Wetland
Major together,-47.173631,-54.57917,84511,2019-08-04,Forest
