species,latitude,longitude,population,date,habitat
Clear use,79.652578,28.995939,41522,2026-04-21,Freshwater
Listen factor,18.758469,-155.604961,35890,2018-05-23,Desert
Try half,18.217243,-162.299727,82578,2022-01-03,Grassland
Partner particularly,83.155201,-24.641403,34032,2021-04-06,Desert
Whatever around,-51.547889,87.289664,30219,2019-07-03,Urban
System task,78.020198,177.209163,43687,2021-08-18,Urban
Medical risk,-84.338431,-130.455184,39535,2022-10-26,Desert
What same,13.889557,-52.553737,9291,2023-04-14,Tundra
Big do,73.515286,162.060582,73142,2021-02-07,Grassland
Factor have,-4.259821,-96.345369,79910,2022-12-25,Desert
Son grow,-77.63206,-130.673609,99889,2016-09-03,Wetland
Deal hold,57.169471,41.916314,92341,2016-09-23,Urban
Sure know,-47.242956,105.599288,72039,2024-04-23,Urban
Various matter,2.451868,166.03317,36515,2024-02-19,Wetland
Also there,7.48137,104.442233,64152,2025-02-27,Tundra
Agent middle,-14.966499,62.577205,81167,2025-12-09,Marine
Four bill,-85.85634,-87.844093,33899,2021-05-11,Urban
Industry yourself,78.886087,-142.232952,7995,2020-09-16,Desert
Treat staff,37.904755,-56.250014,23864,2023-09-19,Urban
Serve spend,45.908134,-68.490064,44602,2022-09-15,Freshwater
Even suffer,22.869392,116.58922,88708,2018-07-14,Freshwater
Significant answer,-22.929937,117.104199,53043,2021-09-19,Freshwater
Campaign poor,61.556617,168.430615,89531,2021-03-30,Grassland
Various we,19.862807,14.090061,26394,2020-05-12,Wetland
Go administration,-85.34658,-136.663127,95671,2026-06-03,Desert
Month shoulder,-14.232605,-98.076086,20131,2019-09-05,Wetland
Bit up,-29.623899,-88.927685,95438,2019-02-08,Freshwater
Local care,21.852084,-127.871097,43060,2018-11-08,Grassland
Area grow,-75.309947,69.217738,84339,2020-07-04,Forest
One than,-27.49258,102.188483,27543,2018-09-19,Desert
Base direction,-43.444683,-83.556776,22386,2024-12-12,Urban
Opportunity have,-61.044366,-0.281314,37387,2019-12-07,Forest
Us serve,40.692984,170.656032,73507,2025-04-19,Marine
Rock campaign,19.857815,-33.663379,32977,2023-03-04,Marine
Next then,-75.68642,-122.346277,99911,2024-09-28,Forest
Film contain,-39.186455,-87.659796,85237,2022-06-05,Forest
Model always,-39.007271,64.599,12511,2024-05-20,Forest
Surface class,-54.327312,165.931752,17032,2025-09-02,Freshwater
Together some,54.256196,-113.159565,41855,2019-09-10,Grassland
Player strong,76.483543,-13.733935,24640,2022-04-10,Desert
Billion herself,62.424885,-56.668337,51734,2020-03-31,Urban
Else theory,30.565565,117.319404,40177,2020-08-30,Urban
Marriage we,22.864253,155.22564,31812,2019-05-31,Marine
Statement charge,46.980293,9.615842,88627,2023-03-22,Wetland
Crime someone,-22.561442,161.082415,10218,2017-10-27,Freshwater
