species,latitude,longitude,population,date,habitat
Put voice,-35.232123,-138.991737,83331,2017-08-14,Wetland
Difficult trip,-74.721976,-137.113667,99147,2020-06-21,Tundra
Brother information,-4.644469,-78.992284,19270,2023-04-01,Forest
Left night,23.66242,-5.876871,11757,2022-04-22,Forest
Matter as,-50.481857,-114.439757,24905,2026-04-05,Tundra
Win success,20.150433,-32.106243,67652,2018-11-17,Desert
By brother,13.574328,-156.08556,83169,2018-03-22,Grassland
Herself full,-2.201545,133.573703,9287,2017-11-21,Grassland
Direction simply,-29.961766,-43.731937,49007,2019-01-29,Urban
Several expect,61.813335,123.849438,89550,2022-07-06,Grassland
Mind news,51.564605,134.558604,8656,2019-03-30,Grassland
Option stuff,-56.28409,7.858621,54263,2019-08-01,Desert
Society measure,72.177382,120.424781,61894,2018-01-14,Desert
Interesting forget,-14.932817,-15.499606,59775,2017-03-23,Desert
Arm piece,-33.936691,141.041278,76411,2016-11-12,Grassland
Tonight ten,37.099332,21.697114,5517,2019-07-12,Urban
Spring cost,16.382006,-1.15084,23238,2022-01-29,Marine
Father necessary,31.302045,-105.614183,1424,2024-11-21,Grassland
Family thank,4.930494,-120.282019,69722,2025-09-08,Forest
Marriage book,2.395919,-157.211307,10934,2021-05-06,Forest
Another common,-56.377483,-172.124627,27573,2022-05-27,Tundra
Bit three,-7.759816,-2.486464,64981,2022-12-10,Urban
Effect top,65.983944,154.428814,12795,2026-02-25,Forest
Senior bag,52.225493,166.810758,17897,2022-03-05,Forest
Forward husband,-25.627163,82.355475,17328,2022-04-09,Freshwater
Gas figure,6.325276,-77.764238,55630,2024-11-27,Freshwater
Better partner,6.856191,-99.837743,18370,2019-07-27,Forest
Around economic,54.123141,166.517458,97543,2024-03-13,Tundra
Receive Democrat,81.290479,-57.909423,89271,2020-07-03,Grassland
Receive foreign,-13.77243,-12.015635,4492,2020-12-30,Desert
Professor if,64.748012,-92.784107,32859,2023-03-22,Desert
Run consider,-79.958607,-131.380258,82096,2024-05-06,Freshwater
Material old,-41.099838,-148.960377,8783,2025-01-12,Marine
Star heavy,18.191995,-27.873828,97514,2019-08-13,Grassland
Time probably,63.829825,-177.461485,66745,2020-01-31,Marine
Several at,-74.963152,-171.550212,54376,2021-02-20,Marine
Night political,-66.242557,124.446165,88431,2022-04-09,Forest
Become measure,-38.866649,145.096675,31712,2022-06-25,Freshwater
Fast end,-63.81572,41.368934,30281,2018-04-21,Forest
Call open,36.496691,157.028045,9171,2016-12-15,Wetland
Step animal,23.799766,-32.322194,42455,2024-05-21,Marine
Here deep,-54.953973,-60.341179,36790,2026-02-07,Desert
Night often,79.14566,148.612229,48291,2020-11-01,Wetland
Good key,11.282384,14.156094,76250,2022-08-04,Urban
Month industry,-29.753198,-37.680247,49307,2021-07-13,Desert
Continue fact,-45.916061,-70.495627,83637,2022-06-20,Wetland
Husband rule,18.217259,166.922967,36514,2017-11-21,Freshwater
Son physical,-45.24134,112.512864,49481,2024-03-27,Freshwater
Drop simply,-19.883805,-40.39321,57061,2019-02-26,Wetland
Color thank,34.668946,68.248376,68019,2018-03-10,Urban
Claim senior,72.098936,25.936679,5657,2022-10-18,Freshwater
Interest tough,7.795717,154.601756,47468,2023-07-04,Grassland
Week interview,6.103124,-115.101064,3661,2017-09-05,Urban
Cup two,-54.031047,116.61177,94949,2021-03-11,Marine
Protect some,77.93112,20.751296,97671,2024-01-28,Tundra
Window new,0.444649,69.312601,1035,2021-11-22,Freshwater
Thought player,26.027624,-54.014604,46925,2023-01-26,Marine
Store produce,-51.09384,61.144951,728,2017-10-19,Grassland
Effect build,-84.865035,-26.68471,36505,2021-01-14,Marine
Middle really,-30.088326,-145.504049,87190,2018-02-02,Desert
Build fire,-13.400719,161.165274,42820,2023-06-29,Desert
Word maintain,56.422035,108.556845,16814,2023-01-29,Desert
Bar range,2.195759,-124.501891,50395,2019-12-13,Marine
Include available,51.860373,-47.789075,97974,2020-01-29,Marine
Both imagine,-71.020151,78.515653,2562,2025-07-21,Tundra
Weight modern,48.860625,-133.149518,50359,2021-09-13,Freshwater
Sign effort,69.055657,164.292232,20191,2026-06-05,Marine
Source every,85.823276,-178.431502,11812,2022-12-05,Freshwater
Note all,56.945026,163.699412,22503,2022-07-16,Wetland
Political realize,15.124967,-176.884573,17269,2017-05-05,Wetland
