species,latitude,longitude,population,date,habitat
Business science,-31.665925,45.489873,40214,2021-07-25,Forest
Shake talk,57.003831,-46.92467,41290,2024-10-06,Urban
Make foreign,-48.231808,0.22726,44525,2024-09-07,Desert
Receive station,40.845522,62.38748,66805,2017-03-19,Wetland
Continue billion,-6.314948,-18.90436,18779,2018-06-20,Grassland
Dark community,-78.784894,117.65963,75592,2021-02-02,Wetland
If music,-20.248432,96.660548,45267,2026-01-28,Desert
According part,-26.355692,33.158958,62311,2024-03-31,Desert
Court road,-3.165863,32.358968,38999,2022-07-18,Grassland
Leader candidate,-66.137682,-133.571856,36940,2017-01-27,Wetland
Customer protect,-75.09889,-31.363861,22854,2022-08-02,Tundra
Film decide,-8.012658,-174.393888,97806,2020-03-23,Grassland
Bed onto,39.926073,-153.406466,75310,2016-12-28,Tundra
Identify down,54.645028,113.268481,3774,2020-10-21,Grassland
Tell apply,31.797871,175.675836,64570,2020-12-22,Tundra
Movie floor,-7.14425,10.204559,27941,2022-03-12,Forest
South office,-54.14526,-62.50214,77150,2026-04-21,Freshwater
Sense off,44.745133,27.862061,92651,2021-12-25,Forest
Try sister,88.081778,-170.923511,41023,2020-12-10,Urban
President later,33.974317,-66.465845,12647,2024-12-19,Freshwater
News kid,-33.47649,-52.375102,69300,2021-01-16,Wetland
On travel,-68.476726,76.698185,77163,2016-11-11,Urban
Note development,-6.280728,124.729045,42885,2019-01-29,Marine
Tv better,-28.875851,51.338891,27470,2021-10-10,Tundra
Four his,12.074301,-21.99952,81795,2020-07-07,Urban
Expert kid,-84.984927,-68.820771,94047,2016-11-22,Marine
Reduce understand,-11.487324,-68.216084,31379,2020-03-02,Freshwater
Finish article,-58.757967,-165.696943,64105,2026-03-03,Grassland
Camera factor,11.845749,46.736644,19868,2020-06-02,Wetland
Painting family,18.699044,40.806699,43639,2021-03-17,Forest
Option lay,3.631055,-145.104773,4380,2016-11-24,Marine
Tough arrive,-78.950455,-97.828645,90356,2025-02-09,Wetland
Science onto,16.763971,88.079229,41346,2017-02-15,Marine
Past increase,72.193569,162.349218,54230,2020-09-17,Urban
Suggest whose,64.644955,-37.120438,15802,2020-08-10,Grassland
Stay employee,-78.40287,179.159996,70858,2025-08-30,Forest
Grow staff,-44.114987,93.550009,62958,2023-07-11,Freshwater
Answer actually,63.483369,-117.06311,21033,2024-02-02,Tundra
Sign pass,-36.640216,160.013358,67210,2023-06-08,Grassland
Serious section,62.7981,-88.695953,98228,2020-03-19,Urban
I draw,14.938202,169.896329,66457,2021-01-24,Tundra
Decision pretty,41.039956,-24.710991,21657,2025-10-06,Freshwater
Political win,26.383986,8.923279,8595,2019-05-30,Tundra
Page recent,-79.76416,118.400775,6620,2023-02-27,Forest
Laugh if,72.414525,164.537878,69140,2016-12-17,Forest
Care worker,85.394172,116.161493,78284,2024-04-19,Urban
Challenge between,-65.451098,96.985905,17116,2022-01-17,Freshwater
Along movie,32.479039,120.553866,48609,2024-09-13,Forest
Nor walk,-46.598295,155.336988,53545,2026-06-06,Tundra
Food party,-46.174609,-163.282766,85760,2019-08-29,Grassland
Deep minute,-22.537152,-132.159822,18679,2018-08-15,Desert
Opportunity blood,71.912909,-8.692347,9922,2024-11-24,Marine
But two,83.131648,147.77136,72009,2022-01-12,Tundra
Full house,2.903697,11.348358,9762,2018-05-29,Tundra
Remember already,-80.674195,92.391479,67565,2026-01-17,Wetland
Big save,-14.902699,73.607641,44265,2020-07-15,Marine
Contain together,76.317706,-127.744748,49721,2022-08-01,Desert
Level together,-5.574683,-104.854493,53317,2023-10-10,Freshwater
Change me,-18.389345,94.038385,51722,2025-06-11,Urban
Describe indicate,-54.369403,-57.185641,75659,2025-04-07,Grassland
Tell couple,36.583902,-37.936822,12228,2019-08-30,Freshwater
Sport offer,6.321662,123.219969,419,2021-08-12,Wetland
Perhaps view,-15.45088,-99.703238,94742,2026-03-12,Urban
Ago eat,48.868411,-14.769574,16397,2024-07-21,Grassland
Speak eat,53.231691,-45.189734,54519,2025-03-02,Desert
Again natural,-89.61264,-169.292045,80380,2017-11-14,Desert
Glass however,-85.648293,-21.087614,815,2023-06-03,Freshwater
Hear late,-30.694204,49.523726,12716,2025-04-27,Forest
Drop area,29.542487,11.044583,10972,2022-01-25,Forest
Prevent again,62.893344,-20.815732,17718,2017-07-13,Tundra
Somebody citizen,70.165191,-131.495749,45274,2026-07-12,Tundra
Dark leader,23.328315,-31.694703,82988,2018-02-18,Tundra
Decade option,56.687724,-103.52681,8442,2020-03-27,Desert
Blue write,30.205486,-173.365198,77716,2022-05-05,Grassland
Throughout clear,-19.050107,-38.101107,54432,2023-03-09,Urban
Key shoulder,-51.789962,77.347514,61007,2021-05-26,Tundra
Lose reality,19.42651,-131.027613,81522,2024-05-14,Desert
Time perform,76.395135,-36.89219,83379,2020-02-26,Tundra
Blood low,70.139355,67.719036,93893,2022-12-28,Forest
Theory exactly,-22.207388,85.230751,94541,2016-10-13,Freshwater
Against ground,-75.650551,-31.327014,61196,2019-07-13,Forest
Probably audience,56.794669,-44.413168,36163,2021-12-23,Tundra
Throughout six,-15.367862,-177.598643,10193,2023-03-11,Marine
Those address,-59.85867,37.091336,94959,2018-07-09,Forest
Manager policy,89.9877,-47.891472,53509,2020-02-02,Desert
Almost itself,-84.669252,3.114067,90823,2020-04-23,Grassland
Whose figure,24.758958,-115.761516,42563,2019-09-06,Urban
Need support,-79.812344,-0.42029,48641,2024-02-07,Grassland
Finally design,-24.944626,-152.088625,95845,2026-04-18,Wetland
Court name,42.660985,150.666863,55808,2017-12-26,Urban
Tell data,-6.167366,-55.396421,36708,2017-05-05,Grassland
Gun name,-54.191166,-49.731955,37839,2019-07-04,Tundra
Question off,44.360251,32.029956,94360,2019-10-09,Marine
Politics help,56.863406,-77.127058,86231,2024-10-16,Desert
Question impact,-10.604439,1.527635,27582,2024-10-14,Freshwater
Gun project,-57.191707,-115.290997,60420,2017-05-13,Grassland
Family five,-8.917173,163.310684,92023,2020-05-11,Desert
Account size,-44.338644,83.348916,71011,2025-11-20,Grassland
Because me,-56.910867,78.325607,18715,2024-11-03,Urban
Next pattern,69.816849,-62.249518,25746,2020-09-10,Urban
Realize continue,71.49041,29.268602,50852,2020-06-01,Wetland
Ok when,29.287447,61.754244,909,2023-08-05,Freshwater
Cup for,-21.401716,-86.408822,45856,2017-02-14,Freshwater
Deal same,84.343683,-7.827242,55389,2024-08-17,Urban
Film prepare,17.933441,-98.365226,30932,2022-08-29,Desert
Indicate less,-19.498681,-76.2933,6530,2016-08-01,Tundra
Energy ball,-80.349456,-59.713998,44739,2025-12-02,Wetland
Three spend,4.674507,39.392428,18253,2019-06-27,Urban
Possible around,56.41405,-22.129018,34747,2021-07-27,Forest
Party sit,-36.612849,145.845472,55386,2025-06-19,Urban
Air tend,8.084068,133.267176,15074,2024-09-07,Tundra
Close service,-80.47015,-36.402372,91322,2020-01-01,Freshwater
Billion gun,-70.429085,167.178874,76999,2024-04-06,Freshwater
Majority or,-22.688076,-143.244207,60474,2017-11-30,Marine
Note walk,-84.900485,-108.379428,18690,2022-09-25,Desert
Matter member,27.769542,-41.22397,96676,2018-10-11,Urban
Bring beautiful,20.290796,83.504813,13792,2023-01-30,Grassland
Alone computer,-12.945516,-153.892227,97566,2026-03-29,Forest
Late rather,70.511767,84.900984,43930,2019-04-01,Freshwater
Wrong account,29.512516,-115.159985,29708,2025-03-14,Wetland
Thus thank,-70.996188,-178.384323,22704,2018-11-05,Freshwater
Western real,8.003257,105.754251,8968,2025-09-27,Urban
Write effort,-36.470726,-44.81698,40847,2025-04-13,Urban
Live very,69.958238,38.224535,43783,2023-08-05,Freshwater
Hard middle,-61.043919,168.902821,11039,2017-02-03,Grassland
Better talk,21.408489,127.119517,47968,2019-04-22,Marine
Fast population,57.656593,58.102051,47965,2026-06-24,Freshwater
Wrong easy,11.18803,-61.593142,13502,2025-09-05,Forest
Ok some,-81.048409,-165.754106,23992,2024-07-11,Desert
Hold admit,53.895942,62.818658,6873,2022-03-30,Wetland
Culture all,-1.272079,-99.337146,88188,2019-05-16,Freshwater
About talk,-28.948544,168.943858,84643,2018-02-23,Grassland
Remember trial,89.917734,53.34721,74653,2026-03-02,Urban
West discussion,-30.860705,164.972726,52782,2022-08-22,Urban
