species,latitude,longitude,population,date,habitat
Star high,-66.98048,-136.487866,77973,2018-11-10,Freshwater
Despite low,-53.842,-61.410388,86208,2024-11-25,Forest
Themselves join,-43.789465,-171.380702,10567,2024-05-12,Marine
Ask begin,78.191349,-38.107256,2866,2021-01-18,Urban
Grow tend,-10.612026,-12.11739,28960,2019-10-01,Marine
History statement,-40.234606,40.98259,99940,2024-05-26,Desert
Star goal,-59.611542,139.535462,74373,2018-05-20,Tundra
Role there,-18.306088,64.524726,74892,2019-09-23,Marine
High hit,52.354123,83.403759,75467,2025-12-14,Urban
Far billion,56.088908,135.061146,167,2021-11-17,Marine
Listen enjoy,43.110464,-127.545018,54474,2020-05-11,Desert
Collection five,32.300593,-111.821852,21990,2019-01-13,Freshwater
Owner respond,-57.677105,25.641899,5398,2018-11-07,Wetland
Middle threat,63.219749,75.726811,78391,2025-04-08,Marine
Argue office,12.39549,10.627873,84554,2018-06-09,Marine
Anything score,-82.425965,144.793593,60485,2020-12-27,Wetland
Article event,46.510449,126.049693,49872,2024-05-19,Marine
Apply nor,-16.096429,33.573449,4477,2019-05-23,Freshwater
Side ask,-1.817338,-3.171516,84644,2025-06-23,Wetland
Food side,-47.569771,-109.412748,43941,2020-01-13,Freshwater
Everything standard,58.817931,145.118458,96563,2016-08-22,Grassland
Song detail,-65.1637,-37.372974,91378,2026-06-08,Grassland
Develop chair,53.507214,-91.143864,47955,2018-07-19,Tundra
Weight receive,-40.894692,33.881498,48860,2019-12-13,Marine
Crime tree,-75.071878,-116.732621,88839,2016-08-15,Marine
White Democrat,-85.400773,19.201313,8805,2020-02-22,Marine
Answer south,-89.292531,-171.151794,96239,2022-08-29,Wetland
Mention right,-47.763459,-41.21994,29795,2022-06-01,Urban
Themselves small,2.555875,-109.11869,76542,2020-10-30,Forest
Drive instead,-48.091066,18.22859,65301,2022-09-25,Desert
Great Democrat,-42.6208,-106.815065,20395,2017-07-27,Freshwater
Oil program,42.430109,1.364094,54674,2023-01-15,Desert
Look heart,-66.238768,136.339028,80477,2020-03-08,Desert
Action man,-20.097397,50.95245,24721,2023-09-06,Marine
Whatever note,61.330137,18.747879,14528,2017-01-28,Marine
Himself thought,-27.98091,-35.677598,15986,2019-12-25,Wetland
Arrive those,24.191049,118.126647,97488,2023-10-26,Tundra
Impact final,-10.882999,84.606822,71634,2019-05-04,Forest
Raise fast,-26.828672,110.045313,50143,2024-06-23,Tundra
Because star,34.508567,-174.20903,38937,2023-06-01,Tundra
Important despite,-78.908735,-69.203278,47689,2023-12-05,Wetland
Wrong claim,36.979514,132.813498,47741,2016-08-15,Tundra
Size nation,15.838119,65.717567,81528,2017-10-06,Tundra
Safe theory,-27.592788,-68.312605,94842,2021-12-14,Desert
Notice president,89.067507,-54.964104,81985,2022-07-07,Freshwater
Five social,-16.441657,-98.633134,72781,2021-08-18,Urban
Shoulder want,11.598005,125.295008,3690,2025-01-24,Wetland
Pay attention,69.252084,119.052794,68207,2017-09-14,Freshwater
Start card,-79.888219,-133.545132,72795,2019-08-25,Grassland
Hard themselves,18.735679,176.398684,40932,2026-04-18,Urban
Energy establish,7.475113,8.502451,12831,2021-03-04,Grassland
Run memory,47.513531,84.802446,16676,2025-01-17,Urban
Painting answer,51.976649,-53.876423,26286,2022-07-13,Marine
Speech record,22.535373,-13.996468,42377,2019-12-22,Marine
Work wonder,-6.380454,-9.709297,89043,2017-04-11,Desert
Ask be,-20.311661,-75.168351,33887,2021-12-28,Desert
Born act,-59.4842,-33.796161,50494,2025-06-08,Grassland
