species,latitude,longitude,population,date,habitat
Small stop,-56.675534,19.437219,99378,2023-10-19,Freshwater
Seem pressure,-82.401002,102.183015,50404,2021-05-18,Tundra
Window since,2.469225,-154.086212,79696,2018-03-03,Wetland
Two rate,25.068706,11.78962,36945,2020-12-24,Freshwater
Whom husband,12.63478,19.293418,58871,2022-11-23,Forest
Look might,-50.685921,-93.670281,71058,2019-07-09,Urban
Clear employee,-82.095998,-38.208927,8641,2018-02-20,Grassland
Foreign far,55.262772,-118.318181,88065,2017-06-18,Forest
Open also,9.365882,178.880162,1916,2019-06-23,Freshwater
Figure put,42.303498,19.521412,62027,2021-06-02,Marine
Individual nearly,-88.973072,-53.178175,71817,2017-02-20,Tundra
Particular could,24.195198,-105.352729,68601,2025-01-20,Grassland
Today support,-32.429702,-40.185276,74285,2021-04-02,Wetland
Think successful,25.291974,-103.76064,85992,2021-04-17,Freshwater
Report window,-81.794575,123.521212,87393,2025-08-06,Tundra
Who body,-51.848579,-59.01028,64679,2025-01-31,Grassland
Sound head,33.260319,-55.638737,22845,2019-04-29,Marine
Road whom,61.533608,107.317036,79831,2019-10-28,Marine
Beyond economic,47.830383,-121.63476,56442,2019-02-02,Forest
Maintain part,-73.508857,-0.255953,79027,2021-03-06,Marine
Movie few,60.062825,157.463622,23304,2017-03-11,Forest
Standard between,-55.029527,168.079625,95777,2026-06-19,Freshwater
Meeting for,6.307354,-123.766312,26199,2025-02-08,Desert
Piece store,-41.013475,-97.570543,28812,2019-02-06,Forest
Road guy,-59.610955,-51.199889,89089,2019-06-21,Wetland
Wear must,33.308856,27.772115,98825,2021-04-29,Freshwater
Standard statement,-44.051832,29.0265,32879,2026-06-28,Tundra
Treat dinner,47.669096,-122.395314,71227,2019-04-01,Forest
Meeting them,67.729861,112.997034,33983,2022-07-03,Wetland
Yourself truth,60.169158,46.885672,45561,2021-12-28,Desert
Summer exactly,-62.865816,99.883282,70612,2017-04-07,Urban
Night different,-77.809066,26.205004,16579,2024-10-05,Grassland
Poor yes,62.181513,-158.783835,27281,2020-05-22,Grassland
Arrive blood,-29.957273,-45.110377,21529,2017-09-27,Marine
Art suddenly,-73.485443,-91.566687,44679,2023-12-04,Wetland
Out step,6.729899,-21.431521,5940,2018-01-01,Marine
Onto then,-72.67438,-88.573925,69467,2022-07-05,Marine
Significant law,-35.28423,-105.664134,7792,2016-08-06,Wetland
Should do,62.84186,175.703776,403,2024-09-20,Wetland
Until event,66.092932,159.379915,90888,2023-06-05,Tundra
Social others,-58.611487,-142.551541,86316,2022-11-07,Urban
Model hospital,42.029012,3.735193,63268,2017-12-04,Wetland
Anyone campaign,74.680963,14.337358,66548,2021-07-19,Forest
Movement recognize,51.544904,134.518247,41629,2024-06-14,Urban
This go,3.490155,-149.337252,97116,2022-09-24,Marine
Available edge,44.221257,-68.268546,71597,2024-12-06,Urban
Treatment large,74.062439,-164.739517,2667,2024-11-13,Grassland
Ground spend,31.577129,-87.822534,31632,2024-03-23,Wetland
White necessary,-70.376836,27.849776,56353,2025-01-20,Wetland
Toward media,-8.315018,-33.03716,11275,2019-12-12,Marine
Staff action,47.683111,153.921662,13524,2019-02-19,Forest
Increase visit,-67.393528,127.873087,46648,2021-06-17,Forest
Fund thank,-79.577672,58.92865,48914,2019-05-19,Wetland
Power final,57.063653,145.005864,10748,2025-12-15,Freshwater
Member approach,-68.454543,-2.395403,46722,2024-12-12,Freshwater
Marriage race,36.341735,115.681898,69267,2019-06-27,Freshwater
Across customer,-44.819168,-109.098607,336,2025-07-07,Tundra
Sell even,-61.318493,-4.924073,49618,2020-04-06,Desert
Pick read,1.384691,112.775035,811,2024-03-19,Urban
Bed eat,-16.887691,-132.651993,1319,2020-06-28,Desert
Have economic,6.193148,-32.718028,16103,2021-11-07,Urban
Worry laugh,-35.593166,135.554519,88923,2020-01-27,Grassland
Under establish,-1.331478,-6.398367,78548,2024-06-22,Urban
Success line,-1.71789,-101.203097,75206,2026-07-12,Urban
Hit year,81.776226,127.123419,36794,2025-11-06,Forest
Pick science,15.525353,172.31823,58900,2017-09-16,Forest
Woman sound,85.41867,-68.402872,22957,2024-10-10,Grassland
Born take,-81.305866,16.580174,22702,2024-12-30,Freshwater
Condition me,87.90198,-166.655033,25536,2025-02-22,Urban
Five say,57.969832,80.150895,36987,2023-02-10,Freshwater
Dog appear,69.97543,-119.130705,13816,2018-06-08,Wetland
Able lawyer,59.935806,-8.450101,77646,2019-10-03,Desert
Family choice,-13.626783,8.760174,56703,2021-08-27,Marine
Risk back,-43.596011,-52.450172,97233,2019-05-13,Tundra
Onto stand,-25.428193,-154.603953,79552,2024-07-22,Grassland
Build all,82.53352,-36.4337,51041,2019-05-01,Urban
Last option,-49.145538,48.060101,19975,2023-01-08,Marine
Already when,-72.058656,34.052727,51424,2020-04-06,Wetland
Effect wait,-13.296198,-146.781628,17763,2019-09-09,Grassland
Item federal,63.86539,172.646984,7418,2018-11-28,Grassland
Enough employee,-8.628369,28.883328,5409,2020-02-04,Marine
Attorney beautiful,25.424417,-85.301116,88275,2021-11-17,Urban
Send stuff,-70.95623,-135.604286,77606,2026-02-11,Grassland
Current idea,-2.323448,153.047445,24124,2019-12-26,Forest
Town red,-87.424675,53.90398,39075,2019-08-15,Grassland
Picture through,-88.685396,20.715794,85242,2024-01-29,Freshwater
Tough entire,0.842099,106.07395,53808,2025-05-26,Freshwater
Happy card,16.785384,150.854791,99215,2019-01-18,Grassland
Tough woman,39.777478,136.908701,38402,2018-05-11,Grassland
Finish try,-78.576312,-132.09487,51844,2023-09-23,Tundra
Together teacher,16.007611,-79.604386,57152,2022-12-11,Urban
More traditional,88.303982,-97.625491,6682,2019-03-31,Wetland
Year road,-71.421311,19.268491,51303,2019-03-03,Tundra
Travel middle,-78.434224,139.064877,20556,2019-09-07,Wetland
Set me,25.92363,-140.159762,87125,2026-03-12,Tundra
Them firm,84.093553,-0.80803,1526,2022-10-22,Freshwater
The two,-46.637446,-113.161811,90820,2019-04-14,Tundra
Contain dream,-26.625146,-158.896833,92175,2020-10-02,Desert
International deep,-10.054075,124.944506,27560,2023-08-21,Urban
Possible hour,43.424972,51.55839,32614,2021-04-11,Tundra
Firm meeting,14.334586,-68.179203,72165,2020-06-19,Desert
Key those,-10.379929,-130.699268,39369,2021-09-02,Freshwater
Which likely,11.353942,-158.214858,11044,2019-03-18,Wetland
Understand almost,81.686821,17.501252,8665,2024-08-07,Desert
Wish level,-14.089011,-155.814692,96765,2022-12-01,Freshwater
Before population,71.072643,45.491025,59634,2021-09-08,Grassland
Direction former,21.211768,-51.320015,3511,2021-11-18,Urban
Something company,-16.98115,28.61079,44402,2021-03-02,Grassland
Operation push,-36.215706,57.554593,29590,2023-06-26,Marine
Federal property,-63.654978,82.455729,88419,2022-01-01,Wetland
Stand avoid,82.869146,70.009775,55281,2018-05-25,Desert
Bring model,-28.8348,-46.95332,39219,2019-06-09,Forest
Line role,-16.49182,-139.980941,67111,2017-06-02,Forest
