species,latitude,longitude,population,date,habitat
Significant authority,68.050611,-151.736688,5564,2016-12-11,Wetland
Write pull,68.269956,95.608797,93071,2026-04-21,Tundra
Reduce look,-21.228682,-174.819863,47267,2021-12-14,Desert
Always sea,54.226705,-82.75471,75270,2024-06-06,Desert
Just hit,-76.77576,-35.016995,7007,2016-07-28,Marine
Consider interest,61.926204,138.440371,27447,2024-04-06,Wetland
Exactly performance,70.686,-125.40267,20207,2020-03-21,Urban
Spring blood,-84.133341,102.662975,55518,2018-11-20,Tundra
Simply figure,45.900599,133.249074,40079,2024-05-19,Urban
Small ability,-41.433115,-87.868736,94275,2020-01-14,Freshwater
Shake middle,42.542927,82.971546,1800,2023-02-17,Grassland
Success whether,-15.352862,-65.583399,23687,2024-08-10,Marine
Discover couple,-62.954719,-14.005873,54718,2023-01-07,Freshwater
Experience win,-68.298621,-144.059555,66923,2018-12-02,Wetland
Whose chair,-37.938818,103.331612,60865,2019-04-29,Marine
Future conference,-10.408406,171.040888,45896,2019-04-11,Grassland
Law around,59.050374,-156.361662,48158,2021-09-24,Freshwater
Full involve,55.176977,-123.8857,494,2019-03-31,Wetland
None area,40.207066,123.084494,40264,2019-02-13,Wetland
Point husband,-86.350464,32.592558,40526,2024-07-27,Wetland
Budget because,7.324024,109.651425,92370,2025-11-18,Grassland
Whom surface,62.994133,-80.598359,53980,2017-10-09,Tundra
According claim,55.407285,-149.332229,74656,2018-04-30,Marine
Fund writer,-39.437389,-130.680023,59970,2022-04-23,Tundra
Knowledge pay,-60.060291,-45.8412,47536,2019-11-23,Forest
Yourself modern,3.00245,62.994434,71192,2017-02-14,Forest
Often business,-36.847084,-130.353098,42951,2020-07-18,Urban
Human argue,63.304501,49.290355,17703,2024-09-04,Marine
Significant control,39.179274,-59.80617,29539,2025-09-20,Wetland
Entire air,-32.78581,-65.487054,83093,2022-07-05,Wetland
Reality team,86.120962,23.749818,47978,2017-08-24,Tundra
Bill today,-79.38098,108.039674,4709,2016-07-31,Freshwater
Environment often,6.461448,-117.862531,14053,2018-04-29,Forest
Design score,-77.458877,-28.616627,89026,2025-12-26,Forest
Big individual,-69.150465,-53.357572,21155,2020-06-11,Wetland
Mrs officer,-77.211278,113.716002,59365,2018-10-11,Forest
Himself likely,-45.231229,142.304324,55205,2017-02-23,Tundra
Knowledge whatever,64.703672,167.290918,44364,2024-03-15,Wetland
Term voice,84.793204,59.625643,47962,2022-03-26,Desert
Despite table,-77.708554,83.291022,36734,2019-03-06,Forest
Unit over,43.259797,-25.665612,76392,2016-10-06,Desert
Actually majority,15.462077,1.482075,88253,2020-12-16,Wetland
Performance friend,19.308483,18.837827,39987,2024-03-10,Grassland
Another move,1.306894,-57.836062,27353,2025-09-21,Forest
Research choose,31.720244,141.441548,39368,2017-11-01,Urban
Career major,61.760416,99.460338,55387,2017-06-19,Tundra
Understand act,74.52037,-174.77814,86856,2025-09-03,Grassland
Staff my,20.966421,-71.168197,31445,2020-05-01,Grassland
Seem this,8.035388,106.310768,9137,2023-09-22,Forest
Commercial summer,-55.384145,36.930644,72200,2021-12-29,Desert
Person free,88.93755,-80.375838,55803,2022-10-30,Freshwater
However century,-86.391792,109.066222,30908,2025-01-10,Freshwater
Action point,-64.252886,32.973834,36153,2022-09-02,Forest
Smile factor,14.947223,70.288407,63379,2024-05-01,Marine
Kind sea,-37.191319,-20.859976,15625,2019-10-05,Urban
Congress message,80.316899,119.153139,24860,2016-12-07,Wetland
Scene sense,-67.037041,-137.360727,11533,2024-12-11,Tundra
Right claim,17.159073,140.082791,3310,2023-08-20,Urban
Such onto,55.168231,-75.215818,62621,2017-06-30,Desert
Picture smile,4.234379,20.484205,11304,2022-01-31,Freshwater
Two tough,-32.735741,-12.315949,53059,2017-05-27,Tundra
Fight day,3.955317,-145.893636,36581,2021-10-27,Forest
Power more,-25.705141,97.902308,451,2017-06-09,Marine
Again deal,14.155231,-132.021821,54282,2018-11-21,Wetland
Eat middle,-63.314544,17.755745,62802,2025-11-16,Urban
Organization reality,-1.854167,-163.076731,95815,2020-02-07,Tundra
Black goal,-8.218922,-54.668289,34315,2017-10-23,Tundra
Direction traditional,-47.412734,2.835505,21481,2020-11-28,Forest
Book us,-85.232903,142.914802,80063,2020-11-05,Tundra
Worry green,-36.371384,75.12677,33747,2024-09-07,Urban
Significant small,-35.296966,57.643457,72399,2025-12-04,Grassland
Financial must,-5.089527,-76.264664,91765,2018-12-19,Forest
Administration close,-1.782328,-4.663864,94342,2016-10-30,Marine
Trouble yet,89.861794,137.91256,86145,2018-09-06,Freshwater
Card thought,89.847752,84.894378,5033,2017-07-23,Forest
Cup quality,-7.903108,-49.33585,31111,2021-09-27,Forest
Peace manager,-22.623915,9.025825,12911,2018-05-03,Wetland
Important necessary,3.589646,-131.336274,60425,2025-04-11,Marine
Responsibility pull,-68.316267,-89.113517,45349,2017-02-08,Grassland
Sport foreign,-76.757362,7.207697,81864,2022-08-19,Urban
Follow cause,-22.069578,98.696054,39880,2022-05-11,Grassland
Ball smile,-15.33369,61.532456,92113,2026-04-29,Freshwater
Better three,-33.688552,43.747802,74414,2025-03-18,Wetland
Couple money,-55.202043,-94.373055,88631,2022-11-26,Wetland
Hard consumer,75.92313,-122.504896,37788,2018-07-05,Urban
Something ball,-54.698169,-149.881004,39954,2025-01-04,Freshwater
Recognize cold,-16.180008,102.451022,21130,2018-07-01,Grassland
Share ground,-60.886298,52.032076,11065,2021-08-22,Forest
Force save,-56.321075,76.387874,18714,2022-03-12,Wetland
Mother surface,21.896964,-157.4537,30821,2021-06-10,Urban
Himself still,83.361551,162.157595,93670,2020-07-20,Freshwater
Whether admit,-15.780267,-91.478029,41914,2025-04-24,Forest
That reflect,38.331364,-165.452419,22988,2024-12-20,Grassland
Management air,-65.588702,-160.05475,20481,2022-11-23,Marine
Bed event,4.870053,-169.699134,84753,2024-12-25,Grassland
Hour such,-10.202322,-122.433593,15640,2018-11-27,Desert
But religious,60.471277,-97.527497,86963,2018-07-19,Urban
Car board,24.40307,-48.046155,1699,2018-03-05,Desert
President employee,27.705188,-40.930615,65907,2021-10-19,Tundra
Dog dinner,-50.585011,-56.748497,50839,2023-10-05,Desert
Realize alone,-49.735546,21.57023,642,2016-08-03,Forest
Board firm,-42.503017,38.350171,65967,2026-03-11,Wetland
Spring forget,43.370976,163.23516,18810,2026-01-11,Urban
Hotel prevent,-21.500455,42.817784,21025,2017-01-14,Marine
Part run,-23.205865,122.274217,20718,2021-05-15,Urban
Stop though,29.663177,71.05894,29216,2022-06-01,Grassland
