species,latitude,longitude,population,date,habitat
Old new,-35.047638,-45.160782,7355,2018-10-31,Desert
Also a,-86.640548,118.198816,38765,2016-11-07,Grassland
Apply those,58.399415,158.826492,13961,2020-11-20,Forest
Color a,17.502559,49.828568,60621,2021-11-02,Freshwater
Fire population,56.477112,-123.54541,99729,2026-06-03,Urban
Hot save,43.098912,83.904412,76545,2019-01-13,Desert
Single itself,66.454329,-53.598181,44492,2025-06-25,Desert
Continue defense,-57.763308,50.129945,81825,2025-06-24,Grassland
Treatment question,56.836753,31.898289,79631,2018-08-28,Grassland
Front close,-47.972284,78.191332,15576,2025-11-30,Grassland
Cup class,-78.016005,135.806633,8313,2016-08-25,Desert
Politics agreement,-14.995225,179.691314,93309,2019-05-08,Grassland
Perhaps level,-77.392558,-118.693176,95019,2023-10-13,Marine
Rise shake,-83.664192,-137.775571,41709,2023-06-02,Urban
Until will,71.108161,-74.14479,34716,2024-07-11,Tundra
So drop,-39.758226,173.061706,73050,2017-05-06,Tundra
Field answer,-21.205007,-38.478488,63247,2026-01-02,Urban
Training particular,38.386987,170.073673,16926,2020-03-24,Wetland
Possible plan,65.505681,159.018677,55489,2020-10-23,Wetland
Store rise,89.404787,98.1186,19766,2021-12-09,Grassland
Cost then,-50.514194,159.430767,28535,2023-12-29,Forest
Myself guess,-59.472838,-168.346365,51048,2023-05-24,Tundra
Building mind,58.615174,-59.874456,35458,2022-10-05,Forest
With compare,-51.460754,70.581641,77807,2023-07-22,Desert
Charge collection,-45.556536,49.893346,59837,2020-06-06,Wetland
Cause those,-31.222542,104.111377,10103,2019-02-11,Marine
Without before,-29.114284,6.926004,70155,2021-12-19,Urban
Interview maybe,-88.493749,40.146385,38856,2025-05-16,Wetland
Garden personal,32.908631,-81.005795,12116,2020-08-29,Tundra
Husband like,-38.212169,5.213956,43106,2022-04-21,Urban
Establish nation,56.922072,142.171815,67779,2016-08-03,Forest
Letter event,-61.207999,139.303549,14290,2016-11-20,Forest
Floor protect,-79.619533,178.793102,82991,2020-05-18,Grassland
Vote medical,-44.105292,161.995637,94927,2024-05-19,Wetland
Several east,58.695101,-90.242262,79331,2021-06-09,Urban
Get recognize,-80.794635,53.345178,16503,2020-12-26,Marine
General could,-8.127923,179.155683,60916,2023-03-02,Grassland
Speech get,19.302056,-1.104667,90360,2016-08-07,Freshwater
Machine camera,34.647395,178.623268,66666,2021-04-16,Wetland
Data animal,79.452456,131.738314,22466,2026-03-05,Tundra
Just heavy,65.795603,37.5329,99723,2019-12-22,Tundra
Production address,-56.21503,81.317358,9534,2025-12-23,Wetland
At open,13.387131,-75.869916,50559,2026-04-07,Urban
Case option,80.10198,-125.622224,35817,2022-07-19,Desert
Help certain,70.24615,123.982512,64360,2024-11-03,Wetland
Course I,67.396366,158.754507,5162,2017-01-07,Forest
Nearly soon,17.477103,87.051493,51523,2022-02-22,Wetland
Production people,78.608552,107.216791,25982,2023-07-21,Forest
Nation hot,-8.022791,-52.690406,30371,2024-11-05,Tundra
Really meeting,57.605876,-67.9768,14075,2019-12-10,Urban
Item culture,80.957325,45.791985,77511,2021-11-01,Tundra
Major few,5.818184,-136.082949,7537,2017-08-17,Grassland
Mission world,39.917914,117.326318,83572,2024-02-15,Marine
Real may,44.245199,85.120913,34600,2021-06-20,Marine
Smile effort,-83.708089,-70.603925,4148,2024-04-21,Desert
Data customer,-22.978254,7.509259,40419,2024-04-02,Urban
Wall hospital,18.116528,-80.70151,83650,2018-09-25,Wetland
Beyond visit,-38.990373,29.293098,89964,2021-09-25,Forest
Well world,11.34491,-9.597442,14684,2018-05-02,Freshwater
Now ready,83.415465,59.99365,58809,2025-01-19,Marine
Thank paper,-75.508464,81.788244,39694,2024-11-28,Tundra
Enjoy suffer,-72.463718,171.061033,11521,2020-04-20,Urban
Ball receive,-27.475629,109.029889,30783,2020-02-02,Freshwater
Democratic foot,-21.720142,-0.095022,31708,2019-03-02,Grassland
Scene evening,58.838663,150.285389,67296,2024-08-12,Desert
Report whole,48.833753,152.089586,47980,2021-01-24,Tundra
Lot the,-33.00139,-163.666605,90005,2019-07-06,Grassland
Understand us,-27.609069,-67.405361,16003,2026-01-14,Marine
Answer visit,44.059115,-18.059577,82348,2018-03-19,Desert
Thank must,-48.597112,-62.089627,16840,2026-07-18,Urban
Game charge,-13.751613,-10.892791,8848,2023-06-09,Tundra
Article leg,-40.706856,69.044216,66048,2018-01-29,Marine
Dog degree,-78.315477,-33.767345,2065,2024-10-12,Tundra
Range detail,68.893312,-159.273886,66464,2020-09-30,Marine
Tax maintain,-82.389784,-167.860801,57363,2021-08-02,Wetland
Issue step,-72.701353,-69.930066,63306,2026-04-06,Freshwater
Group hair,-40.300395,9.588162,63296,2017-11-18,Forest
Scene agreement,-16.079065,-155.020437,97972,2025-10-12,Forest
Pattern boy,-1.689826,155.792713,47182,2023-06-28,Urban
She growth,10.895122,95.661606,42686,2021-03-16,Freshwater
After serve,-39.715225,-96.563581,90397,2026-05-24,Wetland
Remain language,-86.480391,-28.110593,61921,2021-03-29,Grassland
Light rock,70.510492,130.753385,68166,2019-03-07,Desert
About method,42.269328,-60.904843,47185,2019-03-18,Wetland
Car fish,-79.156578,69.89563,63680,2025-10-26,Urban
Mission organization,-68.584018,-29.62888,57931,2019-09-26,Freshwater
Discussion could,-14.375895,-144.136181,20986,2024-06-20,Freshwater
To Mrs,51.469165,-29.349222,63645,2018-02-25,Wetland
There boy,-89.468079,-172.636182,3466,2022-01-26,Tundra
Fire future,30.754887,-111.685567,57116,2018-05-22,Tundra
Able manager,-84.274245,35.275358,7915,2021-08-18,Grassland
Someone marriage,-36.737425,-125.609681,35329,2018-12-16,Freshwater
Our industry,-69.236025,-38.083037,73871,2017-05-10,Wetland
However city,18.909139,-137.680004,19629,2021-02-05,Freshwater
Color parent,86.563898,150.783166,32862,2024-03-04,Tundra
Reveal military,12.410713,-177.752208,10381,2023-10-29,Marine
Office some,-26.732571,-167.378712,77215,2025-12-10,Freshwater
Consumer middle,-55.922709,-0.832434,95231,2017-02-26,Desert
Individual in,-41.279367,-5.649461,96569,2020-04-18,Freshwater
Word film,20.569583,-179.823417,50634,2025-12-04,Freshwater
Would when,43.110341,103.23318,84399,2024-08-22,Desert
Industry foreign,-6.667018,40.443766,86357,2020-06-30,Marine
Find concern,-58.536171,33.756812,38378,2019-12-12,Grassland
Especially summer,56.417816,105.062315,88648,2026-01-14,Urban
Body of,-56.537605,-76.086944,32702,2025-04-05,Tundra
Parent follow,47.735475,-74.533878,65129,2018-05-08,Grassland
Without beat,82.096123,169.132911,28294,2019-04-23,Freshwater
Office until,16.546061,32.959997,49432,2018-02-28,Marine
Consumer middle,-11.306238,-176.951513,26626,2021-05-01,Urban
Bad difficult,-75.446494,79.990258,25405,2023-08-26,Grassland
Always writer,-73.803902,-62.295778,7311,2019-04-18,Tundra
Hour fall,19.580385,-22.415333,37879,2024-12-04,Grassland
Single should,-75.231064,-160.066658,81271,2023-08-11,Urban
Dinner which,85.799727,107.065855,60692,2020-04-28,Wetland
May analysis,-40.512031,-25.967157,22957,2020-12-28,Urban
Drive try,41.810024,-8.385165,33737,2023-06-15,Marine
Ability develop,-18.519304,130.441012,97872,2021-03-05,Marine
Late trade,-83.349754,-16.425388,19195,2018-08-22,Wetland
Style treatment,53.990442,127.507389,51429,2018-01-14,Desert
Raise various,5.769006,43.595315,61066,2023-06-11,Urban
Visit during,4.652416,-153.269862,28574,2023-08-07,Urban
Film hundred,-40.743715,-54.073295,56702,2023-11-02,Urban
Mission increase,76.709554,94.097101,23865,2022-06-03,Forest
Behavior choose,36.562978,-34.510726,78636,2022-06-03,Tundra
Spring should,88.852718,134.987049,20269,2020-07-02,Tundra
Fear meet,-69.614205,-2.976945,75468,2024-10-26,Desert
Thought enough,-58.0938,-41.931737,64594,2022-09-24,Wetland
Pretty site,-12.676912,-3.748797,9624,2020-05-11,Wetland
Interest as,-6.68137,149.923711,3108,2022-04-11,Freshwater
Understand through,-0.346469,-98.855149,8649,2026-01-15,Wetland
Night yourself,-22.4097,174.657405,82087,2022-06-29,Marine
Head police,20.07087,-74.11383,62229,2018-12-05,Grassland
Region meeting,-66.290606,66.334177,19778,2024-05-05,Grassland
Type safe,-5.443946,-50.745968,40362,2026-03-27,Forest
Yeah pretty,-14.7805,58.478208,25154,2019-02-27,Freshwater
Have short,40.847427,123.263877,34424,2019-06-12,Wetland
Prove international,68.972922,102.853433,95456,2018-10-12,Grassland
Head nearly,88.574603,142.390071,47565,2020-12-12,Grassland
Thought before,16.446146,-143.229105,11378,2021-02-21,Forest
Floor magazine,-16.43808,-151.172166,96616,2021-05-01,Desert
Me like,-21.123221,-153.888492,14396,2018-10-16,Freshwater
Event one,-40.105461,-144.756496,15083,2016-10-19,Wetland
Amount particularly,-68.971125,-173.447382,18314,2020-06-24,Forest
So candidate,0.189998,103.963657,45337,2022-12-13,Tundra
Similar foreign,29.864847,-137.619802,39530,2019-02-26,Wetland
According wide,-29.848298,-47.908348,29197,2019-12-28,Freshwater
Serious themselves,43.984747,63.215641,89838,2021-08-10,Grassland
Car none,15.732896,-131.714108,92296,2025-02-21,Desert
Include long,22.88514,-74.923637,63465,2024-07-01,Forest
Clearly buy,-68.821866,89.292706,67355,2020-05-13,Marine
Environmental church,-89.216746,-56.856925,66,2022-07-01,Urban
Car career,-75.522957,-125.104075,20489,2017-12-14,Desert
Always live,34.71182,51.099676,45282,2019-07-26,Tundra
Talk bad,86.674832,118.788256,22552,2023-08-23,Wetland
Explain show,-4.537382,-72.497847,9888,2019-08-19,Desert
Final north,71.773658,-94.941525,98750,2023-09-28,Tundra
None behavior,39.286925,105.971244,33197,2023-10-28,Tundra
Gun single,-55.141718,80.13762,25422,2022-11-05,Grassland
Might to,21.924475,103.406358,82968,2021-10-01,Freshwater
Nothing serve,-41.92163,119.41508,69466,2024-06-03,Desert
Carry firm,52.470424,-87.395373,24406,2022-12-28,Desert
Series protect,27.631414,15.034621,93156,2022-10-13,Wetland
Sit amount,-75.39154,-37.115403,15784,2021-02-26,Marine
Have describe,77.888602,-34.029101,11567,2017-03-09,Desert
Population the,-75.052319,22.475458,64149,2025-08-02,Marine
Lay short,0.303349,-68.785623,13215,2023-10-27,Wetland
Remain up,-42.733611,149.22635,94383,2026-06-04,Tundra
Travel lose,31.155078,74.948713,22975,2025-07-09,Tundra
Identify better,79.470588,-87.532707,50640,2023-03-23,Forest
Try trip,-6.697194,101.63198,19441,2016-08-29,Forest
Chance thing,26.142561,-128.972116,26868,2019-11-25,Desert
A seven,80.792709,29.34804,69281,2017-08-09,Desert
Industry live,81.243237,-6.60612,60336,2021-02-08,Grassland
Trip sign,-61.371177,-147.038151,86536,2021-09-22,Desert
Second unit,30.591091,-35.251828,89232,2019-09-22,Forest
Central structure,83.754136,72.939768,37775,2019-03-08,Wetland
Official turn,-12.160449,-75.261132,38800,2025-03-24,Desert
About college,-54.374973,78.448469,66678,2018-04-23,Freshwater
Once station,44.489969,52.304852,87594,2025-07-15,Freshwater
Risk nearly,-69.85731,57.863421,47873,2022-09-03,Marine
Everybody customer,-83.16918,-172.973427,26101,2017-02-09,Grassland
Citizen head,-0.836195,-51.737386,248,2025-09-27,Grassland
Consider small,-59.998826,2.502248,33613,2022-02-02,Wetland
Air reveal,-27.055808,-165.477033,73262,2022-05-15,Grassland
Common left,-89.180864,-88.636466,16357,2025-06-28,Urban
Response others,-86.796539,84.709175,60867,2022-09-15,Tundra
Value finish,-34.34285,-148.13126,50081,2020-06-03,Tundra
When fill,69.328554,-23.069986,43452,2025-11-03,Wetland
Support deal,-15.876802,-174.694802,58099,2024-11-30,Marine
Test movie,-22.52853,154.304365,77111,2025-10-27,Forest
Popular once,67.000115,40.867285,42824,2025-12-10,Marine
Mouth us,-79.928713,44.045791,89562,2025-09-18,Tundra
Woman no,8.587351,66.030211,72818,2025-02-07,Wetland
Father doctor,39.780507,61.761919,79452,2026-03-08,Desert
Production four,-6.904129,160.798707,17390,2025-08-23,Desert
Huge at,-4.951005,138.518849,18641,2019-11-22,Wetland
Above national,-16.577838,-62.792471,97754,2021-01-22,Grassland
Its security,-6.518387,22.22917,77092,2021-09-09,Tundra
Share police,21.413359,98.657046,72071,2025-10-17,Desert
Bring mission,29.036821,-69.614512,5885,2022-06-23,Desert
Mention according,-30.096563,-80.31586,26607,2021-05-25,Grassland
Instead whose,36.829327,-78.710942,56931,2020-05-10,Marine
East believe,47.180231,-96.036718,7227,2020-01-07,Tundra
Rather beyond,49.170762,-2.682855,98931,2019-12-26,Freshwater
For purpose,43.448252,49.53399,95242,2023-08-31,Urban
Short short,85.043745,-72.740605,86061,2018-11-19,Grassland
Year customer,12.527203,-72.259467,31153,2020-01-03,Desert
Street avoid,-32.353606,-8.763693,22724,2019-10-07,Desert
Each military,-85.371049,-7.009927,22691,2021-09-04,Tundra
Green strategy,2.344972,65.711112,80349,2024-08-22,Desert
Serve small,4.34096,-8.844589,92447,2022-12-21,Tundra
Wish include,-40.474383,165.5399,18020,2017-07-21,Freshwater
Adult source,50.57766,125.293832,24267,2025-12-19,Wetland
Law community,-30.085377,31.245572,49109,2026-05-05,Freshwater
Surface probably,41.145887,102.45459,50439,2024-02-18,Desert
Resource final,-78.324289,-91.077238,36625,2017-12-24,Tundra
Word girl,-12.899448,84.909728,72225,2017-10-29,Marine
Wall ever,30.621142,-18.091318,87629,2021-05-13,Marine
Trip ground,9.451916,-5.395765,92256,2021-01-31,Tundra
For religious,-40.334137,-169.723068,26451,2023-11-27,Urban
