species,latitude,longitude,population,date,habitat
Cover town,68.574799,-42.587703,32092,2017-09-29,Wetland
Turn executive,-23.329508,64.021207,37502,2022-05-06,Tundra
That back,16.477173,163.892273,76704,2024-01-13,Grassland
Prepare contain,-81.613212,-77.610465,43284,2024-04-20,Urban
Throughout see,77.206741,-97.027293,61167,2024-08-19,Tundra
Floor but,-28.064014,165.374768,20949,2017-05-23,Desert
Order serious,50.839863,-60.821302,88856,2024-12-28,Marine
Should whole,-88.618873,-32.548362,92797,2022-01-30,Marine
Walk cost,-46.874607,-118.886382,86406,2017-12-28,Urban
Share wear,-82.734185,154.118744,483,2021-02-28,Wetland
Future until,16.129442,6.406805,59290,2016-11-05,Grassland
Attention energy,-81.902473,-55.468656,66652,2024-11-06,Desert
Big my,-11.423123,93.252432,95193,2026-01-28,Marine
Dark beyond,34.501197,152.418649,38520,2020-02-16,Grassland
Middle marriage,-31.749538,-20.380483,61540,2023-01-05,Marine
And painting,-0.128908,133.481897,1745,2017-03-03,Desert
Enter guess,16.726453,11.891319,40014,2020-05-08,Desert
Son main,14.618152,103.88516,91936,2023-10-24,Desert
Into must,24.772867,77.013489,76924,2016-10-03,Wetland
Language method,47.60224,-91.953916,64581,2017-03-03,Tundra
Into event,15.560939,178.770293,74099,2017-12-08,Grassland
Instead authority,74.412965,83.996287,87773,2019-03-01,Wetland
Whom arm,-80.779689,-130.3904,21803,2022-12-11,Desert
Rate morning,61.697649,-169.879207,71656,2020-01-19,Tundra
Sign message,-50.600755,107.833171,30423,2022-06-07,Forest
Listen enjoy,2.921127,47.463741,51802,2018-09-08,Grassland
Middle born,44.221481,-113.611532,30675,2017-08-06,Freshwater
Near style,-2.530782,-90.976846,29957,2025-03-13,Wetland
Moment process,89.383157,-108.138011,88114,2018-02-06,Marine
Build recently,-28.144087,69.299658,29340,2020-11-17,Marine
Already along,-56.48738,39.028986,21655,2025-12-28,Wetland
At use,-21.004632,169.669754,90435,2020-12-15,Freshwater
Run of,-46.296793,-158.881259,91975,2020-02-13,Wetland
Suddenly still,-41.165497,45.44488,65629,2022-05-06,Grassland
Performance so,-34.584381,-161.661101,12679,2017-01-10,Wetland
Compare my,20.270068,-74.34957,25916,2017-03-23,Tundra
Phone cost,-52.061751,109.900451,53483,2017-09-12,Wetland
Prevent school,24.19929,122.480047,14105,2025-11-29,Grassland
Claim scientist,34.097629,49.770269,68949,2018-02-22,Grassland
Significant of,48.929857,-61.833274,40298,2020-07-07,Wetland
Late reduce,0.61234,-13.504836,41429,2022-12-13,Wetland
Father career,32.914153,-70.697188,1878,2017-06-15,Freshwater
Key interesting,84.970644,-156.099434,48230,2022-09-24,Forest
Room expert,-13.552767,49.828198,87275,2020-04-03,Forest
Save station,-49.941408,16.725634,18040,2016-12-23,Forest
Somebody reality,-77.468118,159.223953,16490,2020-06-04,Tundra
Cell focus,-30.470382,50.043518,21644,2023-12-12,Desert
Myself visit,49.211132,-178.009154,31840,2021-06-07,Forest
Meet notice,59.545345,-15.123494,55836,2025-02-19,Tundra
Leader law,52.943038,120.073317,14766,2026-06-06,Urban
Tax recent,2.123954,96.804791,40887,2019-08-24,Grassland
Time theory,38.935947,172.115226,6731,2020-01-27,Marine
Marriage land,-89.812653,-13.97751,65187,2019-12-27,Wetland
Close here,18.620407,-4.020367,70524,2022-08-15,Urban
Occur area,-26.618028,141.436024,87436,2024-07-07,Freshwater
You month,-26.066131,-54.554296,54766,2025-05-26,Tundra
Performance might,-51.756711,-58.774851,53004,2023-05-26,Grassland
Account to,-66.547378,18.20307,72141,2022-07-08,Grassland
Start price,-64.107015,-71.199062,28755,2024-11-21,Grassland
Call from,40.853897,-143.201707,61212,2024-11-12,Grassland
Or Mrs,61.598157,122.956785,84699,2019-02-15,Desert
Indeed wide,-19.878332,172.990633,99104,2022-06-28,Freshwater
Trouble pull,-62.856954,-149.516824,48012,2022-01-26,Tundra
Feel despite,12.408787,161.827043,42937,2019-02-25,Wetland
Thought mother,-3.84942,135.379855,50372,2016-07-20,Marine
West hard,82.87795,88.653921,86676,2024-05-04,Marine
Wear nice,-6.800188,-163.400157,83553,2022-01-14,Marine
Trip black,58.711637,0.481813,68821,2017-06-25,Wetland
Hand store,39.96683,69.685345,74733,2023-06-22,Freshwater
Idea stuff,0.807495,-94.002897,74334,2020-05-08,Desert
Price shake,-6.178949,-100.162456,95165,2021-07-15,Wetland
Southern south,-81.760506,-32.821745,48779,2023-08-22,Marine
Item beat,-74.01914,89.744816,46219,2018-04-24,Wetland
Finish time,32.763681,114.778111,88243,2020-07-26,Tundra
Oil appear,-34.149593,-48.301743,45363,2019-10-14,Wetland
Point help,87.39372,7.44433,56284,2017-03-14,Marine
Between able,25.137153,-99.200789,91759,2021-11-17,Urban
Game enjoy,-63.050518,-60.755349,57370,2021-08-31,Freshwater
Cold or,53.460284,69.715498,13413,2017-08-02,Urban
Both thing,22.652031,21.661893,20102,2024-06-11,Grassland
Entire make,-13.971157,140.508467,63254,2022-11-04,Freshwater
Training television,72.377866,50.923508,2468,2023-04-19,Freshwater
Recent television,-35.333881,-103.740801,45368,2026-04-08,Urban
Fly enough,89.762599,-88.038241,88950,2017-12-10,Urban
What color,-81.222344,-26.239506,54153,2024-06-28,Marine
Mrs worker,24.758118,-64.133419,80214,2019-01-29,Wetland
Daughter news,-75.985777,178.382963,76039,2020-08-12,Freshwater
Personal indicate,-72.428576,-150.875047,25402,2017-04-07,Wetland
Yeah far,-28.963419,3.138504,30730,2022-07-11,Tundra
Appear series,-1.570146,150.896053,99941,2018-08-26,Freshwater
Home local,62.686669,-42.54455,44496,2025-06-01,Desert
Human require,8.195848,-79.739528,24329,2026-02-27,Grassland
Population anything,37.108626,-100.69587,76708,2023-04-13,Grassland
Protect ability,79.373618,-29.751536,7277,2025-08-20,Desert
South rock,-41.658025,-4.878895,59718,2019-08-20,Wetland
Young action,-36.764482,59.094031,46891,2021-09-10,Freshwater
Quickly amount,68.818884,-20.398147,17700,2019-05-09,Tundra
Adult nation,85.299825,87.674322,48311,2018-01-10,Desert
Population floor,-20.530832,-120.909399,93214,2020-04-15,Urban
Dark explain,62.048312,-73.671278,47889,2022-08-13,Forest
In thank,3.592185,-49.615292,82592,2025-02-13,Tundra
Face what,-85.580967,-33.252464,99490,2024-03-12,Tundra
Rather instead,22.194878,-130.077931,63961,2026-06-07,Freshwater
Fall role,60.648188,55.88153,35635,2022-10-19,Freshwater
Democrat within,20.506609,-128.15221,70022,2019-05-16,Urban
Hold understand,-14.116344,-157.484385,40057,2025-12-20,Marine
Already position,-83.509002,-11.217441,57905,2019-07-15,Urban
Decide night,51.052662,-14.127802,65217,2017-11-03,Tundra
Drug indeed,-19.015526,123.095247,69017,2021-02-18,Tundra
Deal than,64.970682,-163.150297,90998,2020-01-08,Freshwater
Suddenly sense,85.878898,-11.053654,87876,2024-03-22,Marine
Necessary provide,-44.826546,147.318102,80871,2019-05-03,Grassland
Instead student,-28.497704,-18.946682,30327,2025-05-09,Wetland
Society main,-6.270474,-0.516266,72219,2024-06-06,Marine
