species,latitude,longitude,population,date,habitat
Off hot,-64.368955,-135.148048,87472,2021-05-26,Freshwater
Six need,60.571379,-63.132496,60791,2018-08-27,Wetland
Drop several,20.797389,-137.203675,61242,2022-10-03,Freshwater
Service nor,-31.262853,-47.344282,20075,2017-04-06,Freshwater
Base artist,46.964769,-89.789988,4212,2024-05-29,Marine
Myself north,-43.674751,-30.180825,89,2016-10-15,Freshwater
Face law,88.838794,20.445665,74403,2021-06-16,Freshwater
Say notice,-57.944871,51.693935,7351,2016-08-16,Marine
Task memory,-30.270925,-168.859667,81729,2024-10-19,Freshwater
Them response,-36.09071,4.635189,6750,2023-08-29,Urban
Society hotel,57.511211,-0.979037,37740,2019-10-16,Forest
Information Mrs,84.741885,-21.646677,52528,2019-08-02,Desert
Worry almost,-9.905909,-60.16648,19200,2019-11-20,Grassland
Amount fund,-33.819278,-45.403397,67059,2019-04-14,Wetland
Service stuff,-86.652457,59.59284,23381,2023-06-09,Freshwater
Couple seven,21.267162,-94.898401,2358,2024-08-16,Desert
Ever science,-85.173952,-117.517323,76330,2025-05-16,Forest
Finally hair,22.777245,140.305813,19368,2023-05-13,Tundra
Miss care,-54.494488,-18.175985,71682,2017-06-19,Forest
Policy possible,-56.789545,104.100848,13933,2025-01-25,Forest
Anything free,43.500489,109.150957,83109,2024-08-14,Grassland
Development owner,-36.115875,-19.530966,31691,2021-09-11,Freshwater
Toward music,68.636491,2.077072,26153,2023-06-26,Tundra
In enough,-44.974493,-6.016317,14332,2023-08-10,Freshwater
Skin special,-78.467893,-176.034847,50223,2018-05-14,Wetland
Task four,-89.141867,-129.143839,27823,2023-03-23,Wetland
Sound social,89.194434,-74.180639,55758,2020-10-27,Wetland
Drop explain,29.607905,-45.568091,63726,2025-12-09,Urban
Nothing discuss,68.493729,105.93795,8695,2020-09-17,Tundra
Above term,64.369583,81.11382,91544,2020-05-12,Marine
Improve church,-64.517722,-126.303563,57426,2017-03-14,Grassland
Type nearly,-82.298162,-61.615308,98815,2022-09-23,Urban
Us attack,-86.838608,-100.544798,87139,2021-08-07,Marine
Parent yes,11.074025,103.787297,73437,2021-04-18,Forest
Official reveal,-85.012851,81.589574,22727,2025-10-20,Desert
Structure she,-45.790363,147.885425,48317,2023-04-16,Tundra
Customer hold,-88.985747,-49.573318,42649,2018-11-16,Forest
Cost meet,-70.715906,31.646913,14770,2020-10-08,Wetland
Dream magazine,41.553061,-117.762421,1286,2022-12-29,Desert
Investment group,-76.423877,-91.21329,34026,2024-04-12,Marine
Let part,-49.860312,128.302264,5007,2023-02-10,Marine
When data,59.34107,-9.851724,21066,2022-07-26,Freshwater
Enough manage,-63.814141,-91.23784,33200,2018-01-16,Freshwater
Yet off,79.481979,141.848084,56853,2019-06-07,Desert
Weight task,16.756193,26.418935,33650,2018-08-08,Freshwater
Wear evening,-52.974677,33.977164,98292,2022-08-23,Wetland
Like fight,25.525287,43.68373,63053,2023-11-27,Grassland
Phone case,-37.114808,-21.093804,94860,2025-07-11,Desert
Policy attorney,-3.381566,38.818469,80597,2017-09-14,Urban
Middle thus,73.455921,-21.696545,76144,2017-04-05,Forest
Whether tax,11.910952,97.627916,18265,2020-06-22,Desert
From dog,-77.141583,28.89421,71465,2026-05-21,Tundra
Push democratic,76.597105,41.906991,1361,2019-12-15,Grassland
Either serious,37.022316,76.514276,96539,2018-03-31,Grassland
Happy entire,-58.311708,-65.801483,67522,2019-10-30,Marine
Cut more,-13.548824,-157.828549,31942,2017-05-19,Forest
Kid room,-80.669271,30.514267,80745,2023-03-16,Grassland
Receive free,-13.544057,37.941856,61826,2019-05-20,Freshwater
Course seem,-62.706197,-80.557945,47865,2022-11-11,Freshwater
Watch against,-11.225346,-107.580407,68673,2024-06-06,Grassland
Certain near,-39.803124,19.061451,73356,2019-12-20,Tundra
Identify computer,-29.090133,40.503658,12188,2023-04-30,Grassland
Always traditional,-60.650582,-15.439533,26207,2026-04-27,Marine
Special finish,-12.146313,-171.928395,8576,2024-11-05,Urban
Send enjoy,61.324257,-50.420024,39317,2019-11-16,Wetland
All strategy,17.130652,69.222805,97307,2025-01-15,Urban
Small wall,-23.186592,-70.724208,59627,2025-01-13,Tundra
Guy official,-16.99375,38.162981,19012,2021-01-13,Desert
Floor choose,-20.237101,-102.924112,58841,2022-03-01,Freshwater
Even service,-70.92548,153.496402,61697,2023-07-22,Marine
Natural development,-71.312038,141.645966,65407,2019-06-13,Desert
She wrong,80.869149,53.485528,4225,2024-03-18,Urban
Factor rock,25.135273,-58.215115,71079,2020-01-13,Urban
Yeah keep,5.037406,-75.375495,64274,2023-03-12,Marine
Out thought,-37.658756,-75.125285,91319,2025-12-07,Desert
Fish trade,41.939164,-50.337784,10189,2018-08-21,Freshwater
Bank various,-0.052571,144.787708,65532,2019-08-29,Wetland
Head believe,-31.385648,-99.798963,10222,2025-12-10,Forest
From opportunity,-84.096751,-61.988857,82806,2018-10-15,Grassland
Adult event,-71.655829,-122.144497,59249,2026-01-28,Grassland
Reality worker,60.569865,39.253716,64698,2024-10-15,Forest
Answer economy,-8.75568,-105.25257,18080,2017-07-20,Marine
Worry your,53.910372,-17.305352,27170,2017-05-02,Forest
Far writer,18.91029,-52.02028,79736,2019-03-11,Desert
Able able,-37.336657,105.423546,44115,2023-07-30,Wetland
