species,latitude,longitude,population,date,habitat
Might way,-39.363838,-134.975933,83594,2024-02-06,Wetland
Drug address,41.276815,-7.033633,97915,2023-02-21,Freshwater
Board change,-10.001256,-110.833598,3548,2020-03-26,Desert
Blood conference,41.2206,28.264944,7727,2018-01-21,Grassland
Ago its,-8.811008,-18.69372,70581,2021-09-22,Marine
Ahead situation,-20.686009,-67.646876,89772,2025-12-31,Desert
Rise church,-48.96424,143.431123,4995,2017-10-14,Forest
Magazine indicate,-26.671609,141.420907,2551,2019-01-30,Marine
Human policy,-28.421595,-19.908313,21098,2019-04-20,Forest
Rather she,-44.888253,-170.813065,16477,2019-06-23,Forest
Weight land,53.482843,104.491428,96716,2024-07-01,Grassland
Address PM,-68.85856,167.805695,13044,2024-05-02,Marine
Raise charge,43.101199,82.795709,45853,2024-06-16,Forest
Economic draw,6.257131,-144.714458,8551,2025-07-27,Urban
Arrive occur,-22.460171,-56.50604,14837,2019-01-01,Grassland
Cause even,-65.194439,-173.392551,52443,2023-04-10,Wetland
Deep actually,3.735184,31.658891,53688,2017-03-22,Tundra
Sing nice,7.003869,-16.79337,13820,2017-10-25,Freshwater
When environmental,-10.134608,18.189722,79671,2021-09-19,Forest
Exist manage,44.56383,-119.384599,9585,2019-04-22,Tundra
Gun item,41.184297,108.757845,50585,2025-12-09,Freshwater
Smile begin,-77.746549,82.355368,1248,2017-01-17,Tundra
Food former,-27.184982,-131.277365,63344,2020-09-01,Wetland
East future,-77.9833,176.443719,59926,2022-06-29,Urban
Court mission,-5.898661,-67.028103,53933,2024-01-08,Forest
Cover everything,77.588667,78.510716,412,2021-09-12,Wetland
Expect gun,22.087466,3.639113,52909,2019-05-09,Desert
Order long,33.114803,-37.437424,74591,2018-05-06,Grassland
Tax data,-74.33305,75.350188,88808,2024-08-31,Grassland
Within two,46.363394,31.320117,583,2022-09-17,Desert
Compare how,-65.328621,125.290183,59677,2022-06-04,Forest
Way picture,48.455619,34.530337,69661,2017-04-10,Forest
Bank out,-50.396208,17.784326,27623,2025-08-19,Forest
Happy will,63.404177,-115.377508,19220,2019-07-07,Freshwater
These these,22.190098,-149.174249,12230,2020-09-29,Desert
True investment,34.037669,160.370732,66138,2022-11-22,Grassland
Indeed middle,32.943174,-147.797231,65669,2025-09-25,Freshwater
Hope television,44.943367,35.933479,49005,2024-06-25,Tundra
Prove remain,66.078951,100.525747,77870,2025-07-10,Freshwater
Executive edge,22.147336,47.743724,67658,2025-07-28,Freshwater
Hit weight,-69.645303,131.079585,31302,2020-01-17,Forest
Usually hand,69.637331,-133.346276,55528,2024-05-12,Freshwater
Way international,54.226933,156.13112,86982,2016-12-05,Desert
Most coach,-22.297927,36.405481,40862,2026-01-29,Grassland
Worker happen,79.535929,-56.354364,20421,2019-12-28,Tundra
Apply by,82.860569,-92.869583,34927,2020-08-02,Urban
Back always,32.700827,60.208411,87086,2017-09-09,Desert
Pattern him,-58.2923,-95.551751,69408,2019-01-11,Urban
Buy seek,87.66216,-20.511953,88806,2019-12-26,Forest
Real record,81.668493,173.276789,20283,2024-10-21,Grassland
Expert perhaps,-14.712759,-166.477023,35308,2019-08-27,Forest
