species,latitude,longitude,population,date,habitat
Performance trade,-13.076124,-165.845303,81247,2018-01-17,Forest
Sense she,65.738393,176.362797,5631,2018-04-19,Marine
Understand man,-53.917687,90.604437,3359,2022-01-28,Desert
Appear they,11.966789,55.982227,91933,2026-02-02,Grassland
Discover term,-42.14158,-117.403778,27175,2018-06-13,Desert
Surface career,-38.428206,-6.247174,81735,2023-02-10,Forest
Know certainly,-53.415534,160.935353,30140,2025-10-24,Tundra
Lay defense,5.595389,24.524269,3251,2016-12-23,Grassland
White trouble,27.779711,70.492967,95782,2021-11-19,Urban
Form method,-44.613358,80.985556,71822,2025-07-12,Forest
Thought stand,-26.931949,-14.12219,10094,2024-06-12,Urban
Inside exist,-43.250741,160.877395,68928,2022-09-30,Desert
Carry clearly,12.247628,-93.643998,34247,2023-02-01,Marine
Himself everybody,48.732828,11.393868,83794,2023-06-25,Forest
Answer race,83.696938,159.201635,58681,2021-02-10,Wetland
Relationship tree,87.818756,160.238307,9524,2023-05-27,Freshwater
Operation play,48.314587,-134.57656,40419,2022-05-26,Urban
Find worker,41.653706,-32.62624,87149,2020-01-29,Wetland
Also ready,69.214698,-168.034395,39705,2016-11-02,Marine
Run despite,-51.663627,-82.312548,21130,2021-07-01,Grassland
Dinner natural,33.767664,-80.530616,51687,2025-03-08,Desert
Decision head,-9.781911,4.844415,58902,2021-01-29,Marine
Without add,37.344176,10.453521,23584,2018-04-08,Tundra
Skin operation,-4.072583,-55.078188,50099,2018-12-19,Tundra
Poor station,-40.033964,21.626003,81519,2021-07-06,Marine
Single city,6.929377,40.336443,88567,2023-06-11,Freshwater
Standard dark,2.138081,74.397173,73807,2025-06-17,Tundra
Parent red,52.41513,30.065241,42530,2025-04-30,Urban
Of appear,87.714529,-159.983107,59047,2022-04-30,Urban
Summer politics,-26.242944,-155.406161,9877,2024-12-02,Grassland
Road with,-46.89933,172.138597,74026,2019-10-20,Desert
Doctor page,-72.705332,146.116541,62280,2024-08-14,Grassland
Boy position,49.151123,130.977645,71150,2020-01-04,Marine
Policy today,-31.127765,16.25757,10391,2023-06-25,Marine
Risk which,78.248694,-33.051589,71732,2022-09-18,Forest
And ahead,13.897046,-152.340654,42336,2020-10-26,Desert
Dark several,12.944366,-97.784367,68765,2018-09-01,Wetland
Take matter,-19.245516,18.520586,59666,2021-11-19,Forest
Must professional,36.39868,15.555397,21539,2018-10-12,Tundra
Raise here,-66.61624,-156.117237,40005,2021-02-14,Marine
Pressure parent,81.910389,42.407751,65457,2022-06-27,Desert
Wife amount,-68.23435,-41.217378,99850,2024-03-30,Wetland
Even attorney,80.642595,-98.354934,43087,2016-12-20,Urban
However wall,40.715044,25.26451,37282,2016-12-26,Wetland
Vote example,55.693622,43.307766,33023,2021-11-29,Desert
Term since,37.873227,140.806692,84590,2021-12-14,Marine
Suddenly often,-18.758295,-93.381119,45093,2025-04-01,Tundra
Over although,-11.891607,-99.836558,60785,2026-03-14,Freshwater
Less open,-80.316139,137.6736,27143,2025-06-15,Wetland
Perform explain,9.641401,-79.627026,93087,2023-03-29,Freshwater
Charge plan,-29.981753,-3.810627,55479,2021-02-14,Grassland
Single visit,58.071385,75.234775,87111,2025-03-09,Tundra
And once,6.061353,-130.074877,14565,2018-08-24,Urban
Experience away,-8.744513,-1.045482,25821,2017-06-06,Freshwater
Accept yard,2.189769,-10.168894,6522,2018-05-06,Marine
Choice own,-44.25343,35.614125,54377,2017-07-26,Freshwater
World region,48.975998,83.660656,1446,2022-02-25,Forest
