species,latitude,longitude,population,date,habitat
Police serious,63.023901,-5.937748,19525,2022-11-07,Marine
I size,-65.514985,-71.159426,15727,2020-07-24,Desert
Radio role,-14.154261,152.951937,20787,2018-03-24,Forest
Leader grow,52.797107,-69.714147,12547,2023-02-27,Freshwater
Glass dog,36.704356,-42.19412,61921,2023-08-03,Urban
Minute serious,-42.012734,-173.234746,48337,2020-05-06,Desert
Data partner,87.945183,34.26847,98410,2020-11-08,Tundra
Blue watch,-4.575455,-0.199471,35981,2020-01-08,Urban
Everyone Mrs,-79.069,-22.035162,21024,2024-12-14,Grassland
Medical believe,-22.06939,13.453243,78980,2023-05-07,Grassland
Network control,89.45572,-133.481847,4422,2026-01-07,Wetland
Network song,-52.837066,-109.289474,76314,2025-04-21,Marine
Marriage material,49.672709,-159.476681,29727,2016-11-13,Tundra
Recently husband,14.71115,130.635653,39232,2020-08-11,Marine
By effect,48.733752,65.128987,35007,2019-02-09,Desert
Wrong west,-67.406572,-112.777759,15188,2020-05-12,Wetland
Account agent,-0.176377,84.317179,83676,2018-07-26,Wetland
Trial yard,28.397121,146.652188,87282,2021-01-21,Forest
Expect mind,-59.52616,-136.183448,84005,2023-05-27,Forest
Walk series,-18.241024,34.366737,93274,2024-07-03,Urban
Site body,78.1943,-90.585203,70315,2025-07-02,Marine
Little writer,-28.61446,-167.914147,84626,2025-12-20,Marine
Read discuss,-74.851705,-174.61966,43992,2023-09-04,Wetland
Image head,80.306984,105.029963,48574,2021-04-19,Freshwater
All cup,59.830971,79.205527,60660,2017-05-10,Desert
Message could,43.126329,-80.187758,51535,2022-06-12,Grassland
There actually,3.031718,-49.329736,59286,2024-07-22,Freshwater
Well yeah,20.607535,154.148376,47342,2026-03-04,Marine
Hospital whole,44.423366,-86.7509,29521,2025-03-13,Urban
Than state,54.324546,116.010358,84492,2022-03-16,Desert
Real star,-49.432705,103.215112,8616,2021-06-12,Grassland
On red,-8.951833,159.328702,41299,2021-06-26,Wetland
Suggest drug,19.017079,44.347139,87836,2024-04-01,Freshwater
Country unit,-69.030721,-149.428757,53748,2024-12-04,Grassland
Turn glass,15.43373,-3.71158,11669,2025-12-23,Freshwater
But ever,-20.481739,162.852818,7350,2022-02-02,Marine
Day front,33.877725,-89.890526,99767,2022-11-11,Tundra
So food,-40.578745,-144.813739,48465,2018-02-07,Forest
