compound,formula,mw,pka,solubility_mg_ml,class
Aspirin,C17H15N1O8,937.9,11.03,134.489,Alcohol
Ethanol,C8H4N0O7,341.08,N/A,12.502,Organic Compound
Adrenaline,C3H9N3O4,879.34,1.42,267.616,Organic Compound
Dopamine,C10H17N3O9,171.52,11.54,45.288,Lipid
Dopamine,C15H7N0O1,974.57,N/A,117.583,Carbohydrate
Aspirin,C18H40N3O0,184.09,13.01,811.231,Amide
Serotonin,C11H31N0O1,671.9,3.36,733.213,Alkaloid
Adenosine triphosphate,C10H28N3O0,534.04,3.14,631.841,Carbohydrate
Glucose,C13H32N3O5,101.86,3.08,227.417,Lipid
Serotonin,C16H26N1O2,650.31,9.97,968.512,Alcohol
Glucose,C14H3N5O3,870.55,13.15,821.022,Carbohydrate
Adenosine triphosphate,C20H37N5O2,320.35,5.57,810.709,Organic Compound
Urea,C16H23N5O0,668.63,12.46,224.422,Organic Compound
Serotonin,C14H26N1O3,167.87,11.71,728.586,Neurotransmitter
Dopamine,C18H10N0O9,390.3,N/A,350.525,Organic Compound
Aspirin,C3H27N2O2,551.49,13.65,168.38,Lipid
Glucose,C8H31N4O5,179.39,N/A,334.484,Lipid
Aspirin,C7H27N3O6,503.51,8.86,883.419,Hormone
Ethanol,C14H9N1O5,326.66,4.05,885.368,Nucleotide
Urea,C2H28N2O8,698.01,4.9,719.525,Alkaloid
Ethanol,C11H21N4O4,231.82,7.31,233.703,Lipid
Dopamine,C16H12N2O3,939.79,10.63,44.899,Alkaloid
Urea,C9H17N2O2,533.43,5.33,114.46,Organic Compound
Aspirin,C18H33N2O10,914.17,N/A,597.85,Hormone
Glucose,C19H10N3O0,945.28,6.97,332.274,Amide
Adrenaline,C7H20N0O2,129.51,N/A,999.04,Amide
Dopamine,C3H28N4O5,349.61,N/A,940.822,Amide
Aspirin,C4H16N0O0,291.61,5.42,79.518,Lipid
Aspirin,C18H8N1O3,434.78,11.41,167.073,Alkaloid
Ethanol,C13H36N5O2,421.48,2.71,997.576,Lipid
Caffeine,C19H10N1O2,277.27,8.08,551.235,Alkaloid
Dopamine,C4H4N0O7,100.63,3.06,426.455,Alcohol
Urea,C11H1N3O4,826.84,11.12,400.21,Amide
Serotonin,C14H20N1O9,166.84,N/A,936.529,Hormone
Ethanol,C15H38N3O8,836.7,N/A,11.565,Neurotransmitter
Glucose,C12H13N4O7,703.81,10.52,603.156,Organic Compound
Adenosine triphosphate,C14H19N0O6,652.63,1.13,291.004,Carbohydrate
Serotonin,C4H38N1O7,74.24,2.41,408.917,Hormone
Aspirin,C19H32N4O6,350.06,2.17,759.223,Nucleotide
Adrenaline,C2H24N1O9,375.29,13.31,359.381,Neurotransmitter
Caffeine,C15H36N1O0,190.59,6.71,294.099,Carbohydrate
Adrenaline,C5H22N5O4,969.72,N/A,989.206,Hormone
Glucose,C5H39N5O8,993.89,5.92,682.589,Neurotransmitter
Dopamine,C11H9N1O8,364.44,1.04,531.18,Hormone
Dopamine,C18H31N1O3,215.82,4.38,830.482,Amide
Adenosine triphosphate,C12H24N1O6,562.85,4.0,606.658,Lipid
Urea,C8H32N2O2,65.26,1.75,635.554,Carbohydrate
Urea,C20H40N0O6,77.46,5.93,610.36,Amide
Adenosine triphosphate,C16H24N2O0,915.8,9.81,610.624,Alcohol
Aspirin,C1H3N1O8,570.88,9.04,265.732,Amide
Adenosine triphosphate,C12H26N3O5,155.86,N/A,515.843,Hormone
Serotonin,C18H24N5O6,931.72,5.66,472.831,Nucleotide
Adenosine triphosphate,C8H8N5O5,315.51,4.33,520.95,Alcohol
Dopamine,C10H16N4O2,769.45,9.84,337.569,Lipid
Glucose,C5H7N1O10,277.39,7.38,157.385,Amide
Urea,C8H33N0O3,567.19,11.04,498.504,Alkaloid
Glucose,C17H35N3O8,857.97,10.55,253.599,Amide
Caffeine,C3H22N3O0,54.75,2.88,138.771,Carbohydrate
Caffeine,C8H29N5O10,641.14,9.39,961.024,Carbohydrate
Adrenaline,C13H4N1O6,876.75,3.18,928.552,Lipid
Ethanol,C20H13N2O4,945.38,N/A,846.05,Lipid
Adrenaline,C8H29N4O2,268.86,N/A,763.293,Organic Compound
Glucose,C6H36N4O7,424.4,N/A,198.922,Neurotransmitter
Cholesterol,C20H33N4O9,135.15,8.72,157.923,Carbohydrate
Serotonin,C1H17N5O8,89.15,9.96,484.452,Hormone
Adrenaline,C18H35N3O6,102.38,3.03,279.385,Alkaloid
Adrenaline,C5H7N1O0,257.07,N/A,723.949,Organic Compound
Urea,C8H21N1O0,368.6,12.57,12.521,Organic Compound
Aspirin,C17H29N0O5,997.07,2.67,920.735,Nucleotide
Serotonin,C3H37N3O9,488.13,6.09,114.12,Neurotransmitter
