compound,formula,mw,pka,solubility_mg_ml,class
Dopamine,C7H33N3O10,747.72,7.08,862.002,Alcohol
Glucose,C13H16N4O7,620.3,12.02,745.547,Hormone
Cholesterol,C9H20N0O4,629.73,1.38,73.997,Amide
Ethanol,C18H15N1O7,363.39,10.46,126.165,Amide
Aspirin,C6H21N5O5,350.48,N/A,567.028,Lipid
Adenosine triphosphate,C14H4N3O2,618.54,6.11,649.129,Amide
Adenosine triphosphate,C1H21N5O9,907.37,10.88,613.384,Alcohol
Ethanol,C1H8N4O10,647.54,N/A,610.306,Amide
Adenosine triphosphate,C5H36N3O10,840.16,12.44,34.851,Neurotransmitter
Ethanol,C17H23N5O9,217.24,N/A,466.531,Amide
Adenosine triphosphate,C18H13N5O8,936.76,N/A,526.595,Alcohol
Cholesterol,C20H22N4O0,642.09,10.72,896.135,Hormone
Ethanol,C17H1N3O2,490.47,4.2,655.452,Neurotransmitter
Urea,C15H25N0O4,68.31,13.81,383.83,Neurotransmitter
Caffeine,C14H16N2O4,839.54,11.64,784.957,Lipid
Aspirin,C1H34N4O4,54.51,2.71,899.906,Lipid
Serotonin,C9H20N0O10,53.65,11.68,297.558,Amide
Glucose,C19H35N5O4,560.96,9.72,846.821,Organic Compound
Urea,C16H33N0O0,694.29,8.46,660.183,Organic Compound
Ethanol,C9H31N5O3,142.65,5.1,318.827,Alkaloid
Caffeine,C18H18N4O1,663.62,7.86,281.087,Lipid
Serotonin,C7H9N2O4,81.17,2.95,880.797,Hormone
Urea,C15H22N3O2,607.01,11.3,154.139,Organic Compound
Adrenaline,C9H9N5O3,448.82,11.37,39.844,Nucleotide
Glucose,C16H2N5O3,745.98,N/A,718.646,Carbohydrate
Dopamine,C9H37N3O0,879.57,N/A,863.013,Carbohydrate
Adrenaline,C17H35N3O7,974.42,11.08,396.615,Neurotransmitter
Serotonin,C3H37N0O0,90.87,8.12,6.271,Carbohydrate
Caffeine,C16H36N0O2,260.14,8.46,884.012,Lipid
Ethanol,C9H18N5O0,635.79,N/A,559.63,Amide
Adrenaline,C8H19N0O10,631.36,1.09,378.287,Neurotransmitter
Adrenaline,C12H37N4O9,98.34,N/A,876.531,Alkaloid
Cholesterol,C9H24N2O4,200.86,8.62,212.218,Alkaloid
