compound,formula,mw,pka,solubility_mg_ml,class
Caffeine,C20H27N1O2,866.72,4.82,679.78,Neurotransmitter
Glucose,C20H18N3O7,150.62,9.19,108.821,Alkaloid
Cholesterol,C17H6N2O4,831.38,10.36,417.059,Carbohydrate
Ethanol,C18H37N0O1,738.47,2.6,932.374,Amide
Caffeine,C19H15N5O0,620.32,N/A,45.426,Nucleotide
Glucose,C9H40N2O3,659.79,3.19,270.31,Amide
Glucose,C1H11N2O9,816.13,N/A,553.864,Nucleotide
Serotonin,C16H14N1O9,515.72,8.27,560.764,Nucleotide
Glucose,C8H6N0O0,226.45,N/A,915.706,Neurotransmitter
Adenosine triphosphate,C5H38N5O3,884.05,10.91,936.552,Alkaloid
Aspirin,C16H40N2O8,654.03,7.45,718.762,Amide
Adenosine triphosphate,C16H12N1O6,734.95,1.55,550.253,Hormone
Cholesterol,C3H20N3O0,789.36,4.32,889.453,Organic Compound
Adenosine triphosphate,C1H32N0O2,249.52,6.43,542.821,Hormone
Glucose,C10H11N5O4,235.39,9.52,263.847,Lipid
Adrenaline,C12H16N4O0,459.81,8.56,855.029,Alkaloid
Caffeine,C18H17N4O5,313.95,13.42,827.451,Alcohol
Adenosine triphosphate,C8H35N3O5,908.09,9.28,857.408,Lipid
Glucose,C20H24N3O4,482.69,7.41,968.448,Alcohol
Serotonin,C20H13N0O6,433.84,N/A,324.844,Nucleotide
Adenosine triphosphate,C4H2N5O5,318.74,8.34,877.39,Carbohydrate
Caffeine,C11H24N4O8,197.31,1.82,903.029,Hormone
Cholesterol,C13H1N2O8,782.94,1.01,728.291,Hormone
Dopamine,C8H30N5O9,797.67,2.33,760.684,Neurotransmitter
Adenosine triphosphate,C15H15N2O0,558.36,4.6,621.443,Alkaloid
Aspirin,C16H3N4O10,237.85,N/A,571.008,Alcohol
Aspirin,C19H35N0O0,945.46,5.37,258.415,Lipid
Caffeine,C17H13N4O8,514.55,1.98,502.863,Carbohydrate
Cholesterol,C19H6N4O7,66.37,8.33,688.981,Carbohydrate
Dopamine,C5H29N3O6,659.85,3.68,536.134,Neurotransmitter
Urea,C2H35N0O4,192.6,9.19,199.259,Neurotransmitter
Aspirin,C14H30N5O1,290.23,3.24,136.841,Organic Compound
Ethanol,C1H27N3O1,512.72,5.71,545.484,Nucleotide
Aspirin,C4H20N3O5,581.81,13.21,782.913,Hormone
Dopamine,C14H17N3O7,992.9,N/A,243.814,Alkaloid
Adenosine triphosphate,C12H4N4O10,200.51,11.73,798.058,Hormone
Caffeine,C14H34N0O5,252.23,3.47,477.904,Organic Compound
Ethanol,C6H14N2O5,968.12,2.12,843.43,Nucleotide
Ethanol,C11H34N0O0,401.27,10.39,780.516,Neurotransmitter
Cholesterol,C20H28N4O3,859.25,12.62,546.246,Hormone
Adrenaline,C14H30N5O10,883.21,N/A,812.571,Nucleotide
Urea,C5H24N3O9,643.33,3.62,423.105,Alcohol
Aspirin,C1H21N0O8,61.57,10.48,782.996,Carbohydrate
Aspirin,C7H36N3O1,287.93,13.43,903.824,Amide
Aspirin,C12H12N2O2,967.66,7.62,339.684,Organic Compound
Urea,C3H32N5O7,464.86,N/A,807.112,Hormone
Adrenaline,C5H8N1O9,428.39,12.13,83.587,Carbohydrate
Dopamine,C17H19N5O4,890.48,1.32,42.059,Organic Compound
Aspirin,C12H16N1O1,494.65,9.86,59.166,Neurotransmitter
Urea,C1H24N2O2,409.64,7.39,120.578,Neurotransmitter
Glucose,C11H40N4O5,602.34,13.81,389.889,Alcohol
Urea,C1H33N1O6,410.05,2.83,375.551,Alkaloid
Glucose,C18H1N5O2,846.26,7.64,755.697,Carbohydrate
Urea,C10H33N2O8,375.4,1.8,32.252,Alkaloid
