compound,formula,mw,pka,solubility_mg_ml,class
Aspirin,C9H19N2O10,715.37,13.67,979.758,Nucleotide
Serotonin,C19H7N5O5,213.16,N/A,846.376,Alkaloid
Caffeine,C11H17N0O1,185.27,3.84,131.286,Carbohydrate
Dopamine,C19H25N2O2,219.2,N/A,497.015,Organic Compound
Adrenaline,C7H4N2O0,876.98,5.05,337.863,Alkaloid
Urea,C19H29N1O6,792.81,11.4,77.884,Neurotransmitter
Glucose,C18H28N3O0,591.83,7.85,824.274,Neurotransmitter
Urea,C1H13N0O2,787.4,3.78,532.38,Amide
Caffeine,C13H14N1O9,491.17,3.59,421.048,Nucleotide
Ethanol,C12H7N5O4,428.79,3.18,597.603,Alkaloid
Caffeine,C17H37N3O9,785.97,13.82,349.421,Carbohydrate
Caffeine,C5H28N4O9,107.19,5.19,576.563,Lipid
Cholesterol,C7H30N4O0,942.41,11.5,287.587,Alcohol
Adrenaline,C16H23N5O3,707.61,5.84,675.51,Amide
Cholesterol,C9H25N0O9,249.36,4.06,177.704,Organic Compound
Adenosine triphosphate,C8H35N2O8,867.35,5.82,441.892,Lipid
Adenosine triphosphate,C15H23N0O9,287.07,1.07,177.352,Neurotransmitter
Caffeine,C14H18N0O4,185.28,6.02,708.792,Hormone
Adenosine triphosphate,C15H35N2O8,550.83,11.2,902.609,Amide
Glucose,C20H31N0O0,292.78,8.06,352.756,Organic Compound
Glucose,C17H35N0O3,819.73,N/A,635.502,Nucleotide
Ethanol,C2H22N0O10,198.75,N/A,862.958,Organic Compound
Adenosine triphosphate,C16H10N4O5,855.97,6.13,412.9,Alkaloid
Glucose,C8H26N0O6,674.23,9.36,257.693,Hormone
Aspirin,C20H28N4O0,736.89,11.04,269.481,Alcohol
Caffeine,C20H32N3O9,123.63,3.86,166.135,Amide
Aspirin,C4H40N1O8,727.18,N/A,496.19,Alcohol
Dopamine,C11H11N2O1,326.15,12.6,353.671,Hormone
Serotonin,C4H10N3O2,194.77,13.52,495.339,Amide
Caffeine,C9H29N4O2,504.97,2.03,648.331,Alkaloid
Ethanol,C6H35N2O4,425.81,2.98,502.786,Amide
Adrenaline,C11H23N3O10,311.93,11.73,292.147,Neurotransmitter
Caffeine,C17H16N0O5,178.1,N/A,103.858,Organic Compound
Cholesterol,C9H34N0O3,463.63,N/A,428.884,Neurotransmitter
Glucose,C12H15N3O0,510.78,7.6,93.55,Carbohydrate
Adrenaline,C12H8N4O9,726.93,6.63,708.39,Carbohydrate
Adrenaline,C20H10N0O9,499.81,13.16,797.155,Nucleotide
Adenosine triphosphate,C13H10N1O6,86.59,12.55,569.611,Carbohydrate
Adenosine triphosphate,C9H30N1O9,421.02,N/A,456.885,Neurotransmitter
Urea,C1H20N1O5,176.45,10.01,522.487,Amide
Adenosine triphosphate,C18H7N4O10,221.87,2.64,327.258,Carbohydrate
Dopamine,C5H12N5O9,608.47,9.75,96.421,Nucleotide
Urea,C1H35N0O9,810.13,1.65,852.679,Alkaloid
Aspirin,C20H30N4O1,167.14,11.66,256.033,Organic Compound
Adrenaline,C17H16N5O5,132.02,N/A,558.77,Carbohydrate
Serotonin,C4H13N0O5,490.16,2.65,665.326,Organic Compound
Caffeine,C11H2N2O3,72.66,4.36,586.666,Lipid
Adrenaline,C8H31N0O10,717.51,1.95,223.778,Alkaloid
Serotonin,C14H26N2O0,479.13,9.05,973.11,Nucleotide
Adenosine triphosphate,C19H34N4O10,225.54,4.47,173.969,Alcohol
Glucose,C12H17N4O5,554.32,5.45,408.607,Hormone
Aspirin,C11H32N5O0,522.97,10.47,497.81,Neurotransmitter
Urea,C7H5N0O3,573.25,13.12,234.578,Lipid
Urea,C1H9N0O1,350.85,8.16,623.72,Organic Compound
Ethanol,C10H35N1O7,909.17,1.75,597.808,Alcohol
Dopamine,C19H8N0O1,254.96,7.71,154.666,Nucleotide
Urea,C18H14N1O9,813.47,8.41,385.095,Carbohydrate
Urea,C19H16N1O7,568.56,N/A,997.628,Carbohydrate
Adrenaline,C6H11N5O7,413.54,1.32,992.62,Hormone
Urea,C15H17N5O6,888.06,3.88,581.959,Nucleotide
Dopamine,C12H34N4O8,323.06,N/A,495.822,Neurotransmitter
Adrenaline,C2H5N4O3,887.85,N/A,694.185,Nucleotide
Adenosine triphosphate,C20H37N4O5,66.02,4.26,276.85,Carbohydrate
Urea,C5H27N0O3,257.43,12.76,833.534,Alcohol
Adrenaline,C4H20N5O7,451.57,12.51,576.077,Neurotransmitter
Cholesterol,C3H13N1O3,139.43,4.57,859.217,Alcohol
Serotonin,C17H25N2O9,449.21,1.5,233.972,Hormone
Dopamine,C10H34N4O10,676.9,6.36,116.047,Organic Compound
Cholesterol,C17H40N0O1,250.75,N/A,293.581,Lipid
Adrenaline,C9H1N4O2,127.67,10.11,282.625,Hormone
Dopamine,C10H18N2O3,237.27,9.18,200.191,Amide
Ethanol,C8H3N5O4,739.8,5.45,334.465,Neurotransmitter
Serotonin,C10H23N1O2,149.75,10.94,30.986,Alcohol
Caffeine,C6H40N3O2,955.06,9.4,266.693,Neurotransmitter
Glucose,C13H6N2O0,295.31,1.98,799.683,Neurotransmitter
Glucose,C15H13N1O5,211.67,11.11,445.889,Carbohydrate
Adrenaline,C2H5N0O4,815.79,7.46,825.833,Carbohydrate
Ethanol,C17H12N2O10,745.18,10.57,985.097,Amide
Serotonin,C12H26N1O9,720.37,11.62,138.419,Amide
Serotonin,C14H3N0O1,314.77,4.6,647.867,Nucleotide
Adrenaline,C2H5N2O5,993.71,7.67,954.282,Neurotransmitter
Aspirin,C18H1N4O2,155.55,4.31,438.7,Carbohydrate
Cholesterol,C8H40N2O0,944.84,9.76,582.165,Alcohol
Caffeine,C15H39N3O1,251.57,13.11,722.886,Lipid
Glucose,C11H13N0O10,77.18,6.73,960.252,Hormone
Cholesterol,C11H14N3O8,891.46,9.37,427.087,Alcohol
Serotonin,C9H11N4O2,166.36,N/A,877.668,Nucleotide
Adenosine triphosphate,C6H14N4O1,459.3,4.57,425.467,Lipid
Glucose,C9H2N1O4,787.65,10.22,932.458,Organic Compound
Cholesterol,C15H16N0O0,952.11,8.88,635.864,Lipid
Adrenaline,C10H33N0O6,247.49,4.99,240.59,Organic Compound
Ethanol,C20H24N4O4,257.89,8.3,705.937,Alkaloid
Cholesterol,C8H4N3O9,885.14,4.03,946.597,Lipid
Glucose,C9H11N4O2,449.66,11.19,71.898,Organic Compound
Caffeine,C1H12N3O4,805.45,3.8,13.413,Neurotransmitter
Ethanol,C12H25N3O0,917.83,12.32,460.109,Neurotransmitter
Adenosine triphosphate,C2H31N4O0,142.19,7.57,389.032,Neurotransmitter
Aspirin,C15H10N2O1,770.44,7.12,830.901,Nucleotide
Adenosine triphosphate,C18H9N4O8,936.57,13.37,979.444,Alkaloid
Adrenaline,C20H17N0O9,786.98,N/A,906.529,Lipid
Ethanol,C19H24N0O9,791.04,13.17,402.603,Alkaloid
Adenosine triphosphate,C3H4N1O6,559.0,13.58,500.575,Alkaloid
Urea,C20H16N0O8,974.33,7.37,594.455,Neurotransmitter
Adenosine triphosphate,C7H20N1O6,147.58,8.34,754.228,Lipid
Dopamine,C11H17N2O8,160.77,13.52,961.276,Organic Compound
Glucose,C18H32N3O7,783.98,N/A,228.349,Carbohydrate
Adrenaline,C17H24N2O9,527.86,N/A,13.348,Nucleotide
Urea,C6H30N2O8,415.34,10.06,843.16,Organic Compound
Urea,C9H2N3O5,676.78,11.65,943.647,Amide
Urea,C10H4N3O0,658.12,2.68,944.774,Amide
Adenosine triphosphate,C12H19N0O2,515.87,6.44,57.161,Hormone
Dopamine,C17H15N3O4,168.77,2.72,389.901,Alkaloid
Aspirin,C5H4N5O4,732.9,7.48,747.836,Hormone
Dopamine,C17H19N4O6,742.39,12.39,786.127,Alkaloid
Ethanol,C3H25N5O0,440.0,12.49,831.706,Amide
Caffeine,C14H11N2O7,825.03,4.03,188.609,Organic Compound
Aspirin,C16H31N5O2,72.59,13.83,806.959,Alkaloid
Caffeine,C9H30N4O6,108.19,13.89,874.793,Carbohydrate
Adenosine triphosphate,C13H26N5O3,239.47,13.14,476.947,Alcohol
Cholesterol,C1H7N1O1,758.83,12.0,306.417,Organic Compound
Urea,C6H14N4O4,803.55,11.41,906.574,Carbohydrate
Ethanol,C4H37N5O5,451.95,N/A,327.573,Organic Compound
Dopamine,C8H37N4O7,530.85,6.26,442.623,Alkaloid
Aspirin,C1H25N1O7,354.06,N/A,265.423,Nucleotide
Caffeine,C13H29N5O5,762.73,10.8,574.946,Organic Compound
Cholesterol,C15H6N4O6,667.81,9.15,198.938,Lipid
Aspirin,C12H25N2O6,686.32,10.96,249.932,Alkaloid
Glucose,C19H37N5O10,667.88,3.46,707.614,Lipid
Caffeine,C18H7N4O8,375.06,12.92,154.52,Alkaloid
